sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,pairID
Helen scans some report.,Helen scan some report.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,646.0,,,,
Many teenagers buy these bad scarves.,Many teenagers buy this bad scarves.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,512.0,,,,
Larry shouldn't boycott this art gallery.,Larry shouldn't lie this art gallery.,syntax,argument_structure,transitive,True,False,True,False,263.0,,,,
"Firstly, the most suitable month would be July because I am very busy with my work now, and my children are on holiday then.","Firstly, the most suitable month would be July because I am very busy with my work now, and my children are in holiday then.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"Firstly, the most suitable month would be July because I am very busy with my work now, and my children are",on,in,559.0
Spain alarms Connie.,Spain alarm Connie.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,453.0,,,,
Kayla bored these people.,Kayla bored this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,505.0,,,,
Stephanie arrives at that grocery store.,Stephanie slumped over that grocery store.,syntax,argument_structure,transitive,True,False,True,False,950.0,,,,
Barbara's doctors are watched by Jeffrey's bosses.,Barbara's doctors are conferred by Jeffrey's bosses.,syntax,argument_structure,passive_1,True,False,False,False,455.0,,,,
Guy wouldn't argue about that hypothesis.,Guy wouldn't argue about that hypotheses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,74.0,,,,
No snake has descended fewer than eight stairs.,No snake has descended at most eight stairs.,semantics,quantifiers,superlative_quantifiers_1,True,False,False,False,184.0,,,,
Christine explains Stephen leaves himself.,Stephen explains Christine leaves himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,328.0,,,,
"The museum looks very old, like some other buildings in London, but it is very modern inside.","The museum looks very old, as some other buildings in London, but it is very modern inside.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"The museum looks very old,",like,as,3006.0
That company has astounded that child.,That company has astounded those child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,449.0,,,,
The broken unicycle was important.,The broke unicycle was important.,morphology,irregular_forms,irregular_past_participle_adjectives,True,False,True,False,247.0,,,,
These companies expect there to be a cafe alarming a government.,These companies sway there to be a cafe alarming a government.,syntax_semantics,control_raising,existential_there_object_raising,True,False,True,False,265.0,,,,
And for the other activity I will choose tennis. I really enjoy this sport. I am not really a good player but I like to play tennis in my free time!,And for the other activity I will choose tennis. I really enjoy this sport. I am not really a good player but I like to play tennis during my free time!,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,And for the other activity I will choose tennis. I really enjoy this sport. I am not really a good player but I like to play tennis,in,during,1768.0
Many waitresses that admire Douglas sounded like themselves.,Many waitresses that admire Douglas sounded like himself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,861.0,,,,
Pamela thought about most students that a lot of libraries haven't praised.,Pamela thought about who a lot of libraries haven't praised most students.,syntax,filler_gap_dependency,wh_questions_object_gap,True,False,False,False,8.0,,,,
Roger dislikes this man.,Roger dislikes these man.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,318.0,,,,
The bird impresses Scott.,The bird impress Scott.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,650.0,,,,
Dennis didn't care for those adults.,Dennis didn't care for that adults.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,526.0,,,,
Before I bought my ticket and made train and hotel reservations I'd read a lot of good reviews of that show and I thought it would be a great event to share with friends.,Before I bought my ticket and made train and hotel reservations I'd read a lot good reviews of that show and I thought it would be a great event to share with friends.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,Before I bought my ticket and made train and hotel reservations I'd read a lot,of,,1143.0
All trucks look like this big picture.,All trucks look like these big picture.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,606.0,,,,
It was very fortunate for me.,It was very fortunate of me.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,It was very fortunate,for,of,1839.0
The teachers haven't explained everything.,The teacher haven't explained everything.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,185.0,,,,
Theodore couldn't investigate the legislature that the Great Lakes confused.,Theodore couldn't investigate what the Great Lakes confused the legislature.,syntax,filler_gap_dependency,wh_questions_object_gap,True,False,False,False,851.0,,,,
This tooth hasn't shocked Karla.,This tooth haven't shocked Karla.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,402.0,,,,
Brenda hadn't fixed these broken glasses.,Brenda hadn't fixed these broken glass.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,53.0,,,,
Travis concealed those oxen.,Travis concealed those ox.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,788.0,,,,
The shoes aggravate Ellen.,The shoe aggravate Ellen.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,759.0,,,,
Tanya talked to those uncertain waiters.,Tanya talked to that uncertain waiters.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,611.0,,,,
Keith hasn't broken that brown glass.,Keith hasn't broken that brown glasses.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,587.0,,,,
Monet's supervisors that could discover a cup can not ever conceal every doctor.,Monet's supervisors that could not discover a cup can ever conceal every doctor.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,True,False,True,True,573.0,,,,
Actors think about these oxen.,Actors think about these ox.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,648.0,,,,
Many hospitals that hadn't confused the school haven't competed.,Many hospitals that hadn't confused the school hasn't competed.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,881.0,,,,
Mitchell wasn't disturbing himself.,Mitchell wasn't disturbing themselves.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,518.0,,,,
The guys that stunned a legislature haven't insulted Donald.,The guys that stunned a legislature hasn't insulted Donald.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,290.0,,,,
The diagnoses disgust Mark.,The diagnosis disgust Mark.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,872.0,,,,
"In order to claim the prize, I would like to travel, if it is possible, in July because I am a student and my summer break is during that month, July.","In order to claim the prize, I would like to travel, if it is possible, on July because I am a student and my summer break is during that month, July.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"In order to claim the prize, I would like to travel, if it is possible,",in,on,142.0
A face was confusing that nice woman.,A face was confusing those nice woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,522.0,,,,
Even Steve certainly murmurs.,Even Steve ever murmurs.,semantics,npi_licensing,npi_present_1,True,True,False,False,52.0,,,,
Paula will argue about that child.,Paula will argue about those child.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,265.0,,,,
Those ladies walk through those oases.,Those ladies walk through that oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,2.0,,,,
I accept and I want to inform you that I can travel only in July because I have booked my annual leave for that period.,I accept and I want to inform you that I can travel only in July because I have booked my annual leave that period.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I accept and I want to inform you that I can travel only in July because I have booked my annual leave,for,,873.0
Every student who wasn't revealing the Impressionists doesn't drink.,Every student who wasn't revealing the Impressionists don't drink.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,687.0,,,,
The customers that didn't irritate Deborah weren't stretching.,The customers that didn't irritate Deborah isn't stretching.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,44.0,,,,
Most pedestrians attack this lady.,Most pedestrians attack this ladies.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,600.0,,,,
Jane has watched that woman.,Jane has watched those woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,629.0,,,,
The snakes ascend these steps.,The snake ascend these steps.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,391.0,,,,
Most students know Sabrina.,Most students knows Sabrina.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,647.0,,,,
Who haven't Florence's employees that can visit Beth's plumbers aggravated?,Who haven't Beth's plumbers aggravated Florence's employees that can visit?,syntax,island_effects,complex_NP_island,True,False,False,True,472.0,,,,
Many pedestrians that stunned this association do testify.,Many pedestrians that stunned this association does testify.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,961.0,,,,
Jill will believe there to be movie theaters existing.,Jill will push there to be movie theaters existing.,syntax_semantics,control_raising,existential_there_object_raising,True,False,True,False,268.0,,,,
The person wears the hats.,The people wears the hats.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,87.0,,,,
Most men lift these blue fungi.,Most men lift these blue fungus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,92.0,,,,
Ruth noticed those newspaper articles.,Ruth noticed those newspaper article.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,516.0,,,,
Veronica does kiss that woman.,Veronica does kiss those woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,352.0,,,,
The drivers have admired some movie theater.,The driver have admired some movie theater.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,581.0,,,,
The ladies that would discuss David don't pass these museums.,The ladies that would discuss David doesn't pass these museums.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,206.0,,,,
There were many skirts shrinking.,There were most skirts shrinking.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,896.0,,,,
The paintings of the guest disturb Rachel.,The paintings of the guest disturbs Rachel.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,197.0,,,,
What people does every vase disturb and every hill scare?,What does every vase disturb people and every hill scare?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,True,False,True,True,106.0,,,,
There were hundreds of Thai students waiting to take this test.,There were hundreds of Thai students waiting for to take this test.,syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,There were hundreds of Thai students waiting,,for,826.0
A lot of people tour these white schools.,A lot of people tour these white school.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,427.0,,,,
"I am writing to you about my complaints about the musical show at your theatre that I watched a week ago, during my stay in London.","I am writing to you about my complaints about the musical show of your theatre that I watched a week ago, during my stay in London.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I am writing to you about my complaints about the musical show,at,of,2366.0
That committee scares those popular museums.,That committee scares those popular museum.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,627.0,,,,
The children leave.,The child leave.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,191.0,,,,
There aren't many teenagers shrugging.,There aren't all teenagers shrugging.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,196.0,,,,
A lot of libraries that impress Ronald do joke around.,A lot of libraries that impress Ronald does joke around.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,806.0,,,,
I am writing this letter to remind you of some faults of your theatre.,I am writing this letter to remind you some faults of your theatre.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I am writing this letter to remind you,of,,1073.0
Donald arrives at these hidden cafes.,Donald arrives at these hidden cafe.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,691.0,,,,
Even most legislatures clearly urged that university to listen to a man.,Even most legislatures ever urged that university to listen to a man.,semantics,npi_licensing,npi_present_1,True,True,False,False,194.0,,,,
Many doctors might visit those restaurants.,Many doctors might visit those restaurant.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,173.0,,,,
Elizabeth imagined that she returned to every hospital.,Elizabeth imagined that herself returned to every hospital.,syntax_semantics,binding,principle_A_case_1,True,True,False,False,638.0,,,,
"I would recommend you get to the conference by subway, because the subway station is situated 5 minutes' walk from the hotel.","I would recommend you get to the conference by subway, because the subway station is situated in 5 minutes' walk from the hotel.",syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,"I would recommend you get to the conference by subway, because the subway station is situated",,in,1015.0
A granddaughter of the Impressionists flees from Sabrina.,A granddaughter of the Impressionists flee from Sabrina.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,136.0,,,,
The Borgias observe Stephanie.,The Borgias observes Stephanie.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,959.0,,,,
Many people watched themselves.,Many people watched itself.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,467.0,,,,
Beth had investigated the cashier that the universities dislike that cared for most actresses.,Beth had investigated who the cashier that the universities dislike cared for most actresses.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,True,False,False,False,880.0,,,,
Most pedestrians work with those uncertain guests.,Most pedestrians work with those uncertain guest.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,218.0,,,,
Some adult hasn't hidden these ill men.,Some adult hasn't hidden this ill men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,801.0,,,,
Sherry messed up that bad museum.,Sherry messed up those bad museum.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,926.0,,,,
I'd prefer to take a tent because it is more romantic and exciting to spend nights in a tent. And with the tent I can go to another place in the camp.,I'd prefer to take a tent because it is more romantic and exciting to spend nights in a tent. And with the tent I can go to another place of the camp.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I'd prefer to take a tent because it is more romantic and exciting to spend nights in a tent. And with the tent I can go to another place,in,of,2404.0
Lucille should fire herself.,Lucille should fire himself.,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,306.0,,,,
Even a lot of waiters had certainly divorced.,Even a lot of waiters had ever divorced.,semantics,npi_licensing,npi_present_1,True,True,False,False,251.0,,,,
Jill should research that hill that hasn't bored Dana.,Jill should research who that hill hasn't bored Dana.,syntax,filler_gap_dependency,wh_questions_subject_gap,True,False,False,False,130.0,,,,
A lady who was observing many patients escapes from those hills.,A lady who was observing many patients escape from those hills.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,470.0,,,,
A lot of ladies that are disgusting Rachel were wearing every glove.,A lot of ladies that are disgusting Rachel is wearing every glove.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,340.0,,,,
The sons of Dennis don't explain everything.,The sons of Dennis doesn't explain everything.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,443.0,,,,
These mice are worrying all ladies.,These mice is worrying all ladies.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,668.0,,,,
Patricia shut boxes.,Patricia fell boxes.,syntax,argument_structure,causative,True,False,False,False,234.0,,,,
These women break those orange teeth.,These women break that orange teeth.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,613.0,,,,
"When I was in primary school, I was one of the members of the school swimming team. I am not really good at basketball but I think it is good fun.","When I was in primary school, I was one of the members in the school swimming team. I am not really good at basketball but I think it is good fun.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"When I was in primary school, I was one of the members",of,in,1671.0
Walter doesn't drop by those smooth oases.,Walter doesn't drop by those smooth oasis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,710.0,,,,
Those legislatures forget Leslie.,Those legislatures forgets Leslie.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,845.0,,,,
The child finds this picture.,The children finds this picture.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,165.0,,,,
Cynthia hadn't concealed those children.,Cynthia hadn't concealed that children.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,52.0,,,,
"Most of the students are taking a morning class for 3 hours, and in the middle of the lesson they're having a break time.","Most of the students are taking a morning class for 3 hours, and the middle of the lesson they're having a break time.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"Most of the students are taking a morning class for 3 hours, and",in,,550.0
"I would like to travel only in July because, as you already know, at the moment I am following a doctoral course at Cornell University : the school is closed in July and so, in that period, I am available for the camp.","I would like to travel only on July because, as you already know, at the moment I am following a doctoral course at Cornell University : the school is closed in July and so, in that period, I am available for the camp.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I would like to travel only,in,on,235.0
Some men blacken a lot of casseroles.,Some men exist a lot of casseroles.,syntax,argument_structure,causative,True,False,False,False,413.0,,,,
Some turtles stun those popular governments.,Some turtles stun that popular governments.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,189.0,,,,
This teenager is confusing Donald.,This teenager are confusing Donald.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,600.0,,,,
"So, I hope I will get my money back. It was a very disappointing evening in my life! I hope you understand me!","So, I hope I will get my money back. It was a very disappointing evening out in my life! I hope you understand me!",syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,"So, I hope I will get my money back. It was a very disappointing evening",,out,931.0
Jason isn't arguing about that hypothesis.,Jason isn't arguing about that hypotheses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,277.0,,,,
All women reveal that exposed painting.,All women reveal those exposed painting.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,33.0,,,,
Carrie should imagine herself thinking about most committees.,Carrie should imagine herself thought about most committees.,syntax/semantics,binding,principle_A_case_2,True,True,False,False,349.0,,,,
Most girls' fathers haven't anticipated there to be an actor appearing to disturb a lot of girls.,Most girls' fathers haven't begged there to be an actor appearing to disturb a lot of girls.,syntax_semantics,control_raising,existential_there_object_raising,True,False,True,False,487.0,,,,
Some waitresses admire this concealed newspaper article.,Some waitresses admire these concealed newspaper article.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,613.0,,,,
And it has not ended. I hope that in my thirties I'll go to Mars on holiday...,And it has not ended. I hope that for my thirties I'll go to Mars on holiday...,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,And it has not ended. I hope that,in,for,617.0
Amy disagrees with that man.,Amy disagrees with those man.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,714.0,,,,
Caroline was observing that standing man.,Caroline was observing that standing men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,173.0,,,,
Most legislatures remembered all hospitals that like Tara.,Most legislatures remembered who all hospitals like Tara.,syntax,filler_gap_dependency,wh_questions_subject_gap,True,False,False,False,544.0,,,,
Florence sells these small feet.,Florence sells these small foot.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,680.0,,,,
I have gone out onto the street and I have asked people this question.,I have gone out to the street and I have asked people this question.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I have gone out,onto,to,2590.0
The story about the Great Lakes hasn't shocked Beverly.,The story about the Great Lakes haven't shocked Beverly.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,361.0,,,,
Natalie explains Paul could aggravate himself.,Paul explains Natalie could aggravate himself.,syntax_semantics,binding,principle_A_domain_3,True,False,True,True,517.0,,,,
The waiter that hadn't disturbed all waiters tours this closet.,The waiter that hadn't disturbed all waiters tour this closet.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,625.0,,,,
It's herself that Christine will visit.,It's herself that will visit Christine.,syntax_semantics,binding,principle_A_reconstruction,True,False,False,True,966.0,,,,
Barbara hadn't referenced herself.,Barbara hadn't referenced itself.,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,625.0,,,,
There isn't likely to be a banana impressing Catherine.,There isn't able to be a banana impressing Catherine.,syntax_semantics,control_raising,existential_there_subject_raising,True,False,False,False,982.0,,,,
Kirsten worried these people.,Kirsten worried these person.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,863.0,,,,
I don't like thinking of my house or my life without all these facilities.,I don't like thinking my house or my life without all these facilities.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I don't like thinking,of,,1399.0
When I was at the university I was very keen on basketball and I played for the university team.,When I was at the university I was very keen on basketball and I played in the university team.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,When I was at the university I was very keen on basketball and I played,for,in,1778.0
These actors that haven't investigated Cheryl paint.,These actors that haven't investigated Cheryl paints.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,461.0,,,,
Schools criticize these glaciers.,Schools criticizes these glaciers.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,35.0,,,,
These fungi haven't annoyed all actresses.,These fungi hasn't annoyed all actresses.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,984.0,,,,
I can go anywhere by car a lot quicker than by using public transport.,I can go anywhere by car a lot quicker than using public transport.,syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I can go anywhere by car a lot quicker than,by,,1324.0
Mark noticed some pork that Deborah was bringing that resembled the photograph.,Mark noticed what some pork that Deborah was bringing resembled the photograph.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,True,False,False,False,791.0,,,,
Christopher can drop by that gray movie theater.,Christopher can drop by that gray movie theaters.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,67.0,,,,
This adult who isn't attacking all students doesn't oblige this grandson of Chad to smile.,This adult who isn't attacking all students don't oblige this grandson of Chad to smile.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,441.0,,,,
Tanya wasn't hired.,Tanya wasn't shrugged.,syntax,argument_structure,passive_2,True,False,False,False,499.0,,,,
Some women were climbing down one important ladder and Sarah's hairdressers were climbing down more.,Some women were climbing down one ladder and Sarah's hairdressers were climbing down more important.,syntax,ellipsis,ellipsis_n_bar_1,True,False,False,False,460.0,,,,
The child has talked.,The children has talked.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,670.0,,,,
These actors drop by these bad public parks.,These actors drop by this bad public parks.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,551.0,,,,
"I decided to go to a play at the theatre of which you're the manager to see"" London's newest and best musical show.""","I decided to go to a play at the theatre which you're the manager to see"" London's newest and best musical show.""",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,I decided to go to a play at the theatre,of,,846.0
It was so easy. I mean we just carried all the instruments of the musicians to the Club and we put them on the stage.,It was so easy. I mean we just carried all the instruments from the musicians to the Club and we put them on the stage.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,It was so easy. I mean we just carried all the instruments,of,from,2580.0
The student observes Eric.,The students observes Eric.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,879.0,,,,
The women have fallen.,The woman have fallen.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,832.0,,,,
Peter forgot that every person that hadn't stretched can boycott all universities.,Peter forgot what every person that hadn't stretched can boycott all universities.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,True,False,False,False,959.0,,,,
The men break the plate.,The man break the plate.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,410.0,,,,
Donna shouldn't hug those small doctors.,Donna shouldn't hug those small doctor.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,789.0,,,,
Stephanie is healing Ann.,Stephanie is yawning Ann.,syntax,argument_structure,causative,True,False,False,False,435.0,,,,
Jeffrey isn't admiring those restaurants.,Jeffrey isn't admiring those restaurant.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,437.0,,,,
Christine discovers this diagnosis.,Christine discovers this diagnoses.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,159.0,,,,
A grandfather of a lot of teachers doesn't fire Matt.,A grandfather of a lot of teachers don't fire Matt.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,625.0,,,,
Katherine sells that smooth oasis.,Katherine sells those smooth oasis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,970.0,,,,
Joseph was questioning the men that this picture did look like.,Joseph was questioning who this picture did look like the men.,syntax,filler_gap_dependency,wh_questions_object_gap,True,False,False,False,162.0,,,,
Heidi shocked this standing teacher.,Heidi shocked these standing teacher.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,407.0,,,,
"That also goes for the weekend ticket you offer ; in addition to being rather cheap, it allowed me to see so many interesting events in such a short time.","That also goes to the weekend ticket you offer ; in addition to being rather cheap, it allowed me to see so many interesting events in such a short time.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,That also goes,for,to,1115.0
The children have corresponded.,The child have corresponded.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,44.0,,,,
Every cat broke that skateboard.,Every cat broken that skateboard.,morphology,irregular_forms,irregular_past_participle_verbs,True,True,False,False,996.0,,,,
Douglas can't visit himself.,Douglas can't visit herself.,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,354.0,,,,
Many wheelbarrows weren't chipping.,Many wheelbarrows weren't bringing.,syntax,argument_structure,inchoative,True,False,False,False,306.0,,,,
"On the one hand there are the materials from which the PCs are made, on the other hand is the huge waste problem.","On the one hand there are the materials from which the PCs are made of, on the other hand is the huge waste problem.",syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,On the one hand there are the materials from which the PCs are made,,of,758.0
"OK, write to me soon, huge hug and kisses","OK, write me soon, huge hug and kisses",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"OK, write",to,,280.0
"After that, as he had been driving for a long time, we decided to stop at a service area.","After that, he had been driving for a long time, we decided to stop at a service area.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"After that,",as,,428.0
But at this particular moment it wasn't important to me.,But at this particular moment it wasn't important for me.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,But at this particular moment it wasn't important,to,for,1178.0
Only Benjamin has ever remembered Rhonda.,Even Benjamin has ever remembered Rhonda.,semantics,npi_licensing,only_npi_licensor_present,True,False,True,False,699.0,,,,
Many boys notice glaciers that Derek is leaving.,Many boys notice what Derek is leaving glaciers.,syntax,filler_gap_dependency,wh_questions_object_gap,True,False,False,False,918.0,,,,
The essays about Spain hurt Brenda.,The essays about Spain hurts Brenda.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,91.0,,,,
Only the dancers ever care for these cashiers.,Even the dancers ever care for these cashiers.,semantics,npi_licensing,only_npi_licensor_present,True,False,True,False,427.0,,,,
A waiter is examining these newspaper articles.,A waiter is examining these newspaper article.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,884.0,,,,
Roger climbs up many ladders.,Roger climb up many ladders.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,797.0,,,,
