sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,pairID
The actors walk through that mall.,The actor walk through that mall.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,302.0,,,,
The doctors arrive at most museums.,The doctor arrive at most museums.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,303.0,,,,
The painting looks like Guy.,The paintings looks like Guy.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,304.0,,,,
The school knows Craig.,The schools knows Craig.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,305.0,,,,
The guys reveal Tina.,The guy reveal Tina.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,306.0,,,,
The children were flirting.,The child were flirting.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,307.0,,,,
The association is responding.,The associations is responding.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,308.0,,,,
The cashier remembers this driver.,The cashiers remembers this driver.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,309.0,,,,
The teachers were falling asleep.,The teacher were falling asleep.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,310.0,,,,
The dancers visit Claire.,The dancer visit Claire.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,311.0,,,,
The students conceal all icicles.,The student conceal all icicles.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,312.0,,,,
The actresses stand up.,The actress stand up.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,313.0,,,,
The waiters get a job.,The waiter get a job.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,314.0,,,,
The waitresses murmur.,The waitress murmur.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,315.0,,,,
The waitresses sit down.,The waitress sit down.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,317.0,,,,
The teachers weren't disagreeing.,The teacher weren't disagreeing.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,318.0,,,,
The adult sneezes.,The adults sneezes.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,319.0,,,,
The guys have embarrassed the actresses.,The guy have embarrassed the actresses.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,320.0,,,,
The girls appear.,The girl appear.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,321.0,,,,
The companies weren't lying.,The company weren't lying.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,322.0,,,,
The waiter hasn't yawned.,The waiters hasn't yawned.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,323.0,,,,
The plays have sounded like Patrick.,The play have sounded like Patrick.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,324.0,,,,
The pedestrians have gotten a job.,The pedestrian have gotten a job.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,325.0,,,,
The shawl warps.,The shawls warps.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,326.0,,,,
The dress has twisted.,The dresses has twisted.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,327.0,,,,
The teachers perform.,The teacher perform.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,328.0,,,,
The doctors forget these guests.,The doctor forget these guests.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,329.0,,,,
The girl talks about Beth.,The girls talks about Beth.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,330.0,,,,
The legislature embarrasses some universities.,The legislatures embarrasses some universities.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,332.0,,,,
The dancer writes.,The dancers writes.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,334.0,,,,
The girls complain.,The girl complain.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,335.0,,,,
The senator reveals Alan.,The senators reveals Alan.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,336.0,,,,
The adults explore Spain.,The adult explore Spain.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,337.0,,,,
The cups weren't cracking.,The cup weren't cracking.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,338.0,,,,
The waitresses have scared some companies.,The waitress have scared some companies.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,339.0,,,,
The pedestrians write.,The pedestrian write.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,340.0,,,,
The pedestrians weren't singing.,The pedestrian weren't singing.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,341.0,,,,
The patient hasn't boycotted closets.,The patients hasn't boycotted closets.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,342.0,,,,
The adults haven't examined a newspaper article.,The adult haven't examined a newspaper article.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,343.0,,,,
The students weren't arguing about Mary.,The student weren't arguing about Mary.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,344.0,,,,
The dancer wasn't vanishing.,The dancers wasn't vanishing.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,345.0,,,,
The plates tip over.,The plate tip over.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,347.0,,,,
The libraries embarrass Holly.,The library embarrass Holly.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,348.0,,,,
The adult discovers Colleen.,The adults discovers Colleen.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,349.0,,,,
The coat was unfolding.,The coats was unfolding.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,350.0,,,,
The birds disturb Meredith.,The bird disturb Meredith.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,351.0,,,,
The patients love some guest.,The patient love some guest.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,352.0,,,,
The students haven't hugged Janet.,The student haven't hugged Janet.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,353.0,,,,
The teacher hasn't disappeared.,The teachers hasn't disappeared.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,354.0,,,,
The universities have discussed these pedestrians.,The university have discussed these pedestrians.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,355.0,,,,
The girl scans that newspaper article.,The girls scans that newspaper article.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,356.0,,,,
The essays have hurt Florence.,The essay have hurt Florence.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,357.0,,,,
The senators have watched Jodi.,The senator have watched Jodi.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,358.0,,,,
The teenager is thinking about Beverly.,The teenagers is thinking about Beverly.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,359.0,,,,
The sketches look like some scarf.,The sketch look like some scarf.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,360.0,,,,
The couches fall apart.,The couch fall apart.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,361.0,,,,
The boys hunt.,The boy hunt.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,362.0,,,,
The actresses have discovered the snake.,The actress have discovered the snake.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,363.0,,,,
The coat unfolds.,The coats unfolds.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,364.0,,,,
The students haven't hidden away.,The student haven't hidden away.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,365.0,,,,
The girls lift this coat.,The girl lift this coat.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,366.0,,,,
The waiters were descending a lot of ladders.,The waiter were descending a lot of ladders.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,367.0,,,,
The cashier has discovered Danielle.,The cashiers has discovered Danielle.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,368.0,,,,
The guests arrive at some hill.,The guest arrive at some hill.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,369.0,,,,
The ladies haven't examined a lot of movies.,The lady haven't examined a lot of movies.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,370.0,,,,
The dancer talks about Kirsten.,The dancers talks about Kirsten.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,371.0,,,,
The doctor has left.,The doctors has left.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,372.0,,,,
The waitresses have spun around.,The waitress have spun around.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,373.0,,,,
The skirts embarrass Wayne.,The skirt embarrass Wayne.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,374.0,,,,
The actor has loved Kristen.,The actors has loved Kristen.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,375.0,,,,
The waitress has explained everything.,The waitresses has explained everything.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,376.0,,,,
The organization has interacted.,The organizations has interacted.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,377.0,,,,
The guys swallow.,The guy swallow.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,378.0,,,,
The senators have disagreed with Diane.,The senator have disagreed with Diane.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,379.0,,,,
The bank was listening to Veronica.,The banks was listening to Veronica.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,380.0,,,,
The cats fall asleep.,The cat fall asleep.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,381.0,,,,
The teenagers change.,The teenager change.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,382.0,,,,
The hat hasn't frayed.,The hats hasn't frayed.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,383.0,,,,
The association replies.,The associations replies.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,384.0,,,,
The snake aggravates museums.,The snakes aggravates museums.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,385.0,,,,
The drivers forget Jane.,The driver forget Jane.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,386.0,,,,
The actors fall asleep.,The actor fall asleep.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,387.0,,,,
The students aren't scaring Andrew.,The student aren't scaring Andrew.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,388.0,,,,
The hat hurts Rachel.,The hats hurts Rachel.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,389.0,,,,
The waitresses mutter.,The waitress mutter.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,390.0,,,,
The snakes ascend these steps.,The snake ascend these steps.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,391.0,,,,
The cashiers drop by these museums.,The cashier drop by these museums.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,392.0,,,,
The student hasn't revealed Aaron.,The students hasn't revealed Aaron.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,394.0,,,,
The dress has aggravated Marie.,The dresses has aggravated Marie.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,396.0,,,,
The guest hasn't woken up.,The guests hasn't woken up.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,397.0,,,,
The senators smile.,The senator smile.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,398.0,,,,
The pedestrian descends the mountains.,The pedestrians descends the mountains.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,399.0,,,,
The libraries buy this hair.,The library buy this hair.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,400.0,,,,
The government hates Steven.,The governments hates Steven.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,401.0,,,,
The teachers have known Derek.,The teacher have known Derek.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,402.0,,,,
The college campuses have astounded Stacey.,The college campus have astounded Stacey.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,403.0,,,,
The guys talk to Regina.,The guy talk to Regina.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,404.0,,,,
The teacher skates around some high schools.,The teachers skates around some high schools.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,405.0,,,,
The mall hasn't shocked the Impressionists.,The malls hasn't shocked the Impressionists.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,406.0,,,,
The libraries have helped Tara.,The library have helped Tara.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,407.0,,,,
The museums confer.,The museum confer.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,408.0,,,,
The art galleries alarm Becca.,The art gallery alarm Becca.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,409.0,,,,
The bank buys this projector.,The banks buys this projector.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,410.0,,,,
The teacher has seen most boys.,The teachers has seen most boys.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,411.0,,,,
The teenager hasn't hidden Jacqueline.,The teenagers hasn't hidden Jacqueline.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,412.0,,,,
The actresses mess up this hospital.,The actress mess up this hospital.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,413.0,,,,
The prints were looking like some rice.,The print were looking like some rice.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,414.0,,,,
The pedestrians haven't spoken up.,The pedestrian haven't spoken up.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,415.0,,,,
The actresses assemble.,The actress assemble.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,416.0,,,,
The boy lies.,The boys lies.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,418.0,,,,
The schools haven't helped some children.,The school haven't helped some children.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,419.0,,,,
The cashier lies.,The cashiers lies.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,420.0,,,,
The actress hasn't come here.,The actresses hasn't come here.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,421.0,,,,
The actresses climb up every hill.,The actress climb up every hill.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,422.0,,,,
The schools aren't communicating.,The school aren't communicating.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,423.0,,,,
The libraries reunite.,The library reunite.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,424.0,,,,
The guests bore Maria.,The guest bore Maria.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,425.0,,,,
The customer sees hospitals.,The customers sees hospitals.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,426.0,,,,
The teachers have some socks.,The teacher have some socks.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,427.0,,,,
The teachers disgust a lot of teenagers.,The teacher disgust a lot of teenagers.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,428.0,,,,
The children leave Vanessa.,The child leave Vanessa.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,429.0,,,,
The patients flee from Noah.,The patient flee from Noah.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,430.0,,,,
The children haven't coped.,The child haven't coped.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,431.0,,,,
The actors haven't cheered.,The actor haven't cheered.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,432.0,,,,
The customer wasn't breaking these carts.,The customers wasn't breaking these carts.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,433.0,,,,
The grocery stores exist.,The grocery store exist.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,434.0,,,,
The committees change.,The committee change.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,435.0,,,,
The guests drive to that mountain.,The guest drive to that mountain.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,436.0,,,,
The college campuses haven't upset Michelle.,The college campus haven't upset Michelle.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,437.0,,,,
The pedestrians telephone.,The pedestrian telephone.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,438.0,,,,
The teenagers divorce.,The teenager divorce.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,439.0,,,,
The guys compromise.,The guy compromise.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,440.0,,,,
The doctor approves.,The doctors approves.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,441.0,,,,
The senator is insulting Janet.,The senators is insulting Janet.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,442.0,,,,
The adult is fleeing from Martha.,The adults is fleeing from Martha.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,443.0,,,,
The teacher hasn't talked to Paul.,The teachers hasn't talked to Paul.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,444.0,,,,
The hospitals haven't communicated.,The hospital haven't communicated.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,445.0,,,,
The legislature insults Meredith.,The legislatures insults Meredith.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,446.0,,,,
The driver hasn't stood up.,The drivers hasn't stood up.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,447.0,,,,
The bank hasn't resembled this sketch.,The banks hasn't resembled this sketch.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,448.0,,,,
The adult isn't finding these dancers.,The adults isn't finding these dancers.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,449.0,,,,
The teachers are cleaning a cup.,The teacher are cleaning a cup.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,450.0,,,,
The coats disturb Matt.,The coat disturb Matt.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,451.0,,,,
The college campuses aggravate the senators.,The college campus aggravate the senators.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,452.0,,,,
The senators sing.,The senator sing.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,453.0,,,,
The blouse wastes away.,The blouses wastes away.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,454.0,,,,
The association shocks most legislatures.,The associations shocks most legislatures.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,455.0,,,,
The associations reference Paula.,The association reference Paula.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,456.0,,,,
The adult trains.,The adults trains.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,457.0,,,,
The scarves dry.,The scarf dry.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,458.0,,,,
The guest hasn't sneezed.,The guests hasn't sneezed.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,459.0,,,,
The company jokes around.,The companies jokes around.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,460.0,,,,
The cashier wasn't dropping by some restaurants.,The cashiers wasn't dropping by some restaurants.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,461.0,,,,
The guy reads.,The guys reads.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,462.0,,,,
The customers wash.,The customer wash.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,463.0,,,,
The government admires this unicycle.,The governments admires this unicycle.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,464.0,,,,
The museum has listened to Deborah.,The museums has listened to Deborah.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,465.0,,,,
The movies sound like Jane.,The movie sound like Jane.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,466.0,,,,
The actor mutters.,The actors mutters.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,467.0,,,,
The government has approved.,The governments has approved.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,468.0,,,,
The girls distract Jill.,The girl distract Jill.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,469.0,,,,
The guy heals the person.,The guys heals the person.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,470.0,,,,
The customers get a job.,The customer get a job.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,471.0,,,,
The actress has complained.,The actresses has complained.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,472.0,,,,
The chairs have shattered.,The chair have shattered.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,473.0,,,,
The patients aren't finding Samuel.,The patient aren't finding Samuel.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,474.0,,,,
The pedestrian was examining those books.,The pedestrians was examining those books.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,475.0,,,,
The waiter has stunned Regina.,The waiters has stunned Regina.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,476.0,,,,
The senators aren't embracing.,The senator aren't embracing.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,477.0,,,,
The girl wasn't working with Tanya.,The girls wasn't working with Tanya.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,478.0,,,,
The plays worry Brett.,The play worry Brett.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,479.0,,,,
The actresses lie.,The actress lie.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,480.0,,,,
The pictures weren't looking like Angela.,The picture weren't looking like Angela.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,481.0,,,,
The girls complain about some students.,The girl complain about some students.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,482.0,,,,
The customers haven't brought the chicken.,The customer haven't brought the chicken.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,483.0,,,,
The customers run around those hills.,The customer run around those hills.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,484.0,,,,
The sock was worrying Stephen.,The socks was worrying Stephen.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,485.0,,,,
The university hasn't approved.,The universities hasn't approved.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,486.0,,,,
The customer shouts.,The customers shouts.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,487.0,,,,
The guy isn't exploring Harvard University.,The guys isn't exploring Harvard University.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,488.0,,,,
The hats fold.,The hat fold.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,489.0,,,,
The boy hasn't sighed.,The boys hasn't sighed.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,490.0,,,,
The organizations retaliate.,The organization retaliate.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,491.0,,,,
The adults complain.,The adult complain.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,492.0,,,,
The dancers work with Jodi.,The dancer work with Jodi.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,493.0,,,,
The adults haven't seen the peppers.,The adult haven't seen the peppers.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,494.0,,,,
The student isn't driving to this art gallery.,The students isn't driving to this art gallery.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,495.0,,,,
The shawls unfold.,The shawl unfold.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,496.0,,,,
The actor wasn't existing.,The actors wasn't existing.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,497.0,,,,
The teenagers have read.,The teenager have read.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,498.0,,,,
The waiters walk through some cafe.,The waiter walk through some cafe.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,499.0,,,,
The senators have screamed.,The senator have screamed.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,501.0,,,,
The sketch bothers some dancers.,The sketches bothers some dancers.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,502.0,,,,
The senators were ascending this ladder.,The senator were ascending this ladder.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,503.0,,,,
The actress has known Theodore.,The actresses has known Theodore.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,504.0,,,,
The pedestrians have hidden a mushroom.,The pedestrian have hidden a mushroom.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,505.0,,,,
