text,labels,UID,v20_l4_e9_preds,v20_l4_e9_probs
I am not allowed to listen to loud music at home.,G,Preposition_Missing,PREP,"{'G': 2.892578125, 'PREP': 3.189453125, 'DET': -4.76171875, 'SVA': -4.1015625}"
"The ghost story may not be true, but it has good furniture from the 16th century, and the castle itself is very beautiful.",G,Preposition_Replacing,PREP,"{'G': 2.517578125, 'PREP': 3.4609375, 'DET': -4.453125, 'SVA': -4.04296875}"
"Finally, I just want to say that the perfect evening that the advertisement promised and that we all wanted turned out to be regrettable because of the wasted money.",G,Preposition_Replacing,PREP,"{'G': 2.716796875, 'PREP': 3.326171875, 'DET': -4.58984375, 'SVA': -4.09375}"
The neighbours came to make their calls and to get their calls.,G,Preposition_Unnecessary,PREP,"{'G': 2.951171875, 'PREP': 3.041015625, 'DET': -4.6796875, 'SVA': -4.1328125}"
From there you will walk to the college because it is easier to get there that way than to get another bus.,G,Preposition_Replacing,PREP,"{'G': 2.583984375, 'PREP': 3.41015625, 'DET': -4.5703125, 'SVA': -3.9921875}"
Perhaps I could help regularly in the lighting area - it would help me with my photography studies.,G,Preposition_Replacing,PREP,"{'G': 2.787109375, 'PREP': 3.275390625, 'DET': -4.50390625, 'SVA': -4.19921875}"
"Second, I went to the theatre at exactly seven thirty in the evening.",G,Preposition_Missing,PREP,"{'G': 2.486328125, 'PREP': 3.474609375, 'DET': -4.4375, 'SVA': -4.01953125}"
Here are the problems with your show.,G,Preposition_Replacing,PREP,"{'G': 2.443359375, 'PREP': 3.43359375, 'DET': -4.4453125, 'SVA': -3.87890625}"
"I received your letter, so I am writing to you to give you some information about me.",G,Preposition_Missing,PREP,"{'G': 2.65625, 'PREP': 3.34375, 'DET': -4.41796875, 'SVA': -4.16015625}"
Indeed I would rather travel only in July since I'm going to work in August in order to earn money to pay for my studies next year.,G,Preposition_Missing,PREP,"{'G': 2.57421875, 'PREP': 3.4296875, 'DET': -4.515625, 'SVA': -4.02734375}"
The homes will be built in the sky - so as to save more land to build the other buildings.,G,Preposition_Replacing,PREP,"{'G': 2.41015625, 'PREP': 3.505859375, 'DET': -4.27734375, 'SVA': -4.06640625}"
But on the other hand I will never trust Pat.,G,Preposition_Unnecessary,PREP,"{'G': 2.46875, 'PREP': 3.478515625, 'DET': -4.5234375, 'SVA': -3.916015625}"
"I was looking forward to getting a discount of several pounds on my ticket, as the leaflet promises, however, it did not happen.",G,Preposition_Replacing,PREP,"{'G': 2.591796875, 'PREP': 3.41015625, 'DET': -4.4453125, 'SVA': -4.09765625}"
We have had a quite pleasant time except for that evening.,G,Preposition_Missing,PREP,"{'G': 2.470703125, 'PREP': 3.5, 'DET': -4.36328125, 'SVA': -4.0546875}"
The concert lasted for hours and at the end they wanted to pay me.,G,Preposition_Replacing,PREP,"{'G': 3.009765625, 'PREP': 3.048828125, 'DET': -4.671875, 'SVA': -4.2109375}"
Everyone deserves to be given the right to a private life.,G,Preposition_Replacing,PREP,"{'G': 2.1953125, 'PREP': 3.6015625, 'DET': -4.02734375, 'SVA': -4.0234375}"
I accept and I want to inform you that I can travel only in July because I have booked my annual leave for that period.,G,Preposition_Replacing,PREP,"{'G': 2.5390625, 'PREP': 3.4375, 'DET': -4.4921875, 'SVA': -4.01171875}"
"Then, while I was going back to my classroom I saw he hadn't switched off the light in his room.",G,Preposition_Replacing,PREP,"{'G': 2.578125, 'PREP': 3.42578125, 'DET': -4.484375, 'SVA': -4.046875}"
"However, my class and I have seen an advertisement for a fashion and leisure show. We are attracted to this show and would like to go.",G,Preposition_Replacing,PREP,"{'G': 2.66796875, 'PREP': 3.357421875, 'DET': -4.6328125, 'SVA': -4.01171875}"
"We have been told there are a lot of interesting paintings and ancient sculptures there, which we are all keen to see.",G,Preposition_Unnecessary,PREP,"{'G': 2.884765625, 'PREP': 3.16015625, 'DET': -4.6015625, 'SVA': -4.16796875}"
"Firstly, the English lessons must be filmed as the most interesting lessons at our school because it will give students an interest in studying and improving their knowledge.",G,Preposition_Unnecessary,PREP,"{'G': 2.54296875, 'PREP': 3.43359375, 'DET': -4.45703125, 'SVA': -4.046875}"
The street is so crowded that you can't walk like you usually do and if you go with some friends you can be sure that you will lose them.,G,Preposition_Unnecessary,PREP,"{'G': 2.568359375, 'PREP': 3.421875, 'DET': -4.4453125, 'SVA': -4.078125}"
"In addition to all this, there was no discount on the price of the tickets for students either, contrary to what I was told on the phone when I asked for more information.",G,Preposition_Replacing,PREP,"{'G': 2.650390625, 'PREP': 3.37890625, 'DET': -4.58984375, 'SVA': -4.046875}"
"Normally, one person's dream is to be rich and famous but without that stuff about being without privacy",G,Preposition_Replacing,PREP,"{'G': 2.837890625, 'PREP': 3.22265625, 'DET': -4.640625, 'SVA': -4.13671875}"
"Firstly, I have to say that I am studying at University and I wonder if I could travel in July because of the exams I have in May. Also I would not be able to travel there until the end of June.",G,Preposition_Replacing,PREP,"{'G': 2.65625, 'PREP': 3.359375, 'DET': -4.61328125, 'SVA': -4.015625}"
"Some people when they are tired relax by sleeping, reading a book or watching television, but not me.",G,Preposition_Missing,PREP,"{'G': 2.583984375, 'PREP': 3.36328125, 'DET': -4.34375, 'SVA': -4.125}"
It is supposed to be from 7 pm to 11 pm.,G,Preposition_Replacing,PREP,"{'G': 2.40625, 'PREP': 3.494140625, 'DET': -4.30078125, 'SVA': -4.0234375}"
"The weather was delightful, except for this afternoon when it started to rain and we decided to stay the night inside a hole in the face of the mountain.",G,Preposition_Missing,PREP,"{'G': 2.705078125, 'PREP': 3.3515625, 'DET': -4.60546875, 'SVA': -4.08984375}"
I hope you will listen to my suggestions.,G,Preposition_Missing,PREP,"{'G': 2.44140625, 'PREP': 3.439453125, 'DET': -4.04296875, 'SVA': -4.21484375}"
"For weeks, I had prepared my plan, trying not to forget anything important.",G,Preposition_Replacing,PREP,"{'G': 2.62109375, 'PREP': 3.37109375, 'DET': -4.4765625, 'SVA': -4.078125}"
At the end of the advertisement I noticed it said something about a perfect evening out.,G,Preposition_Unnecessary,PREP,"{'G': 2.54296875, 'PREP': 3.447265625, 'DET': -4.4921875, 'SVA': -4.015625}"
"Instead of half past seven the show started at quarter past eight. I couldn't go to get any refreshment for two reasons, the first one is that there was no information about how long the start of the show was going to be late by.",G,Preposition_Replacing,PREP,"{'G': 2.587890625, 'PREP': 3.419921875, 'DET': -4.51171875, 'SVA': -4.0546875}"
"In spite of liking all the sports you wrote about in your letter, I am only good at climbing and sailing, because I used to do them with my father when I was a child.",G,Preposition_Missing,PREP,"{'G': 2.80859375, 'PREP': 3.255859375, 'DET': -4.68359375, 'SVA': -4.078125}"
The only day we can attend this show is Tuesday 14th March from 10 am to 7 pm in the Central Exhibition Hall.,G,Preposition_Unnecessary,PREP,"{'G': 2.45703125, 'PREP': 3.48046875, 'DET': -4.5, 'SVA': -3.943359375}"
"Firstly, I can take my holiday only in the first two weeks of July because of my work.",G,Preposition_Missing,PREP,"{'G': 2.427734375, 'PREP': 3.484375, 'DET': -4.3984375, 'SVA': -3.978515625}"
"However, among all of them I like swimming and tennis the best. I have a lot of experience with swimming and have represented my school before.",G,Preposition_Replacing,PREP,"{'G': 2.66796875, 'PREP': 3.365234375, 'DET': -4.5625, 'SVA': -4.05859375}"
He was really kind and friendly but really what I really enjoyed most about it was when he invited me out that night for a drink at the most luxurious pub I have ever been to.,G,Preposition_Replacing,PREP,"{'G': 2.759765625, 'PREP': 3.279296875, 'DET': -4.62890625, 'SVA': -4.078125}"
I went to London to see this musical but I was absolutely disappointed by the show.,G,Preposition_Replacing,PREP,"{'G': 2.62890625, 'PREP': 3.392578125, 'DET': -4.5234375, 'SVA': -4.06640625}"
Not only is the plot interesting but also it catches your interest from the first moment.,G,Preposition_Replacing,PREP,"{'G': 2.46875, 'PREP': 3.46875, 'DET': -4.26953125, 'SVA': -4.12109375}"
On the other hand I have never taken a course in climbing even though I would like to take up this hobby.,G,Preposition_Replacing,PREP,"{'G': 2.548828125, 'PREP': 3.4453125, 'DET': -4.53125, 'SVA': -4.00390625}"
Some people say that many important inventions in our life are not so good and useful as we have got used to thinking them.,G,Preposition_Unnecessary,PREP,"{'G': 2.630859375, 'PREP': 3.26953125, 'DET': -4.0859375, 'SVA': -4.3203125}"
At surfing I am not good at all.,G,Preposition_Replacing,PREP,"{'G': 2.99609375, 'PREP': 3.05078125, 'DET': -4.7265625, 'SVA': -4.1640625}"
"After all of this we saw the show from the best place, near the stage and afterwards, the thing that I most liked, we were invited to see the group and got their signatures.",G,Preposition_Replacing,PREP,"{'G': 2.548828125, 'PREP': 3.43359375, 'DET': -4.55078125, 'SVA': -3.98046875}"
- concerning the date : I can go in July because it's my holiday month.,G,Preposition_Unnecessary,PREP,"{'G': 2.466796875, 'PREP': 3.494140625, 'DET': -4.38671875, 'SVA': -4.03515625}"
So I hope the world reaches agreement about this and computer engineers have to prevent these problems because something good could be something very dangerous.,G,Preposition_Unnecessary,PREP,"{'G': 2.6171875, 'PREP': 3.390625, 'DET': -4.38671875, 'SVA': -4.15234375}"
"As I knew the techniques to break into a place without being noticed, I should not have been afraid but tonight I had to steal the most precious diamond in the country, which was very well protected.",G,Preposition_Replacing,PREP,"{'G': 2.642578125, 'PREP': 3.373046875, 'DET': -4.46875, 'SVA': -4.1171875}"
"First of all, I can travel only in July because my son's school is going to finish at the end of June, so it is impossible for me to travel during June.",G,Preposition_Unnecessary,PREP,"{'G': 2.548828125, 'PREP': 3.447265625, 'DET': -4.5390625, 'SVA': -3.98828125}"
I am writing to reply to your letter about the first prize in your competition and to give you all the information for my two weeks at Camp California.,G,Preposition_Missing,PREP,"{'G': 2.57421875, 'PREP': 3.427734375, 'DET': -4.48828125, 'SVA': -4.046875}"
"I was very excited, because this is my favourite group : I'm always listening to their songs.",G,Preposition_Missing,PREP,"{'G': 2.779296875, 'PREP': 3.2734375, 'DET': -4.51171875, 'SVA': -4.1796875}"
"In the end everything depends on our attitude to life, including shopping.",G,Preposition_Replacing,PREP,"{'G': 2.4296875, 'PREP': 3.49609375, 'DET': -4.453125, 'SVA': -3.943359375}"
In addition a different actor appeared on the stage and I couldn't have dinner after the musical because the restaurant was closed.,G,Preposition_Replacing,PREP,"{'G': 2.861328125, 'PREP': 3.220703125, 'DET': -4.7421875, 'SVA': -4.08203125}"
I have to cook and the worst thing is I'm not allowed to listen to loud music anywhere at home.,G,Preposition_Unnecessary,PREP,"{'G': 2.83984375, 'PREP': 3.240234375, 'DET': -4.66015625, 'SVA': -4.125}"
"So, as you can see, modern technology has had an influence on my life.",G,Preposition_Replacing,PREP,"{'G': 2.537109375, 'PREP': 3.443359375, 'DET': -4.51953125, 'SVA': -4.0078125}"
I am writing this letter to complain about how terrible the show performed in your theatre was.,G,Preposition_Missing,PREP,"{'G': 2.642578125, 'PREP': 3.365234375, 'DET': -4.33984375, 'SVA': -4.203125}"
"On the other hand, I am a beginner at photography skills.",G,Preposition_Replacing,PREP,"{'G': 2.552734375, 'PREP': 3.451171875, 'DET': -4.57421875, 'SVA': -3.98046875}"
"Firstly, I can only travel in July because I have no time except in July as I am a postgraduate student. I would very much like to stay in a log cabin.",G,Preposition_Missing,PREP,"{'G': 2.5546875, 'PREP': 3.431640625, 'DET': -4.546875, 'SVA': -3.98828125}"
"He had been replaced by a really bad actor, of whom I don't even know the name.",G,Preposition_Missing,PREP,"{'G': 2.8359375, 'PREP': 3.193359375, 'DET': -4.5078125, 'SVA': -4.203125}"
"As to tennis I'm the best player in my whole school and, once, I got into the top 10 of my country's tennis players.",G,Preposition_Replacing,PREP,"{'G': 2.634765625, 'PREP': 3.396484375, 'DET': -4.54296875, 'SVA': -4.0703125}"
"First of all, I would like to travel in July because I have a lot of work in my company at the moment, so my boss said I can have my holiday only in July.",G,Preposition_Replacing,PREP,"{'G': 2.53515625, 'PREP': 3.451171875, 'DET': -4.52734375, 'SVA': -3.978515625}"
"So would you please reschedule the visit to the Science Museum for Wednesday afternoon, and we can cancel our shopping and free time, so we can go to the fashion show on Tuesday.",G,Preposition_Replacing,PREP,"{'G': 2.5703125, 'PREP': 3.4140625, 'DET': -4.5703125, 'SVA': -3.982421875}"
"I'd like to organize my trip for July because that is when I have vacations, also because it is summertime in the U.S.A. About accommodation at Camp I'd prefer a tent, because it's a new experience for me and I'd like to sleep in a tent to have a great time while having a new adventure.",G,Preposition_Replacing,PREP,"{'G': 2.630859375, 'PREP': 3.400390625, 'DET': -4.53125, 'SVA': -4.0703125}"
"I saw the show's advertisement hanging up on a wall in London where I was spending my holiday with some friends. I convinced them to go there with me because I had heard good reviews of your Company and, above all, because of the main star, Danny Brook.",G,Preposition_Replacing,PREP,"{'G': 2.564453125, 'PREP': 3.431640625, 'DET': -4.57421875, 'SVA': -3.9765625}"
Can you imagine you can contact anyone who is from any country whenever you want to?,G,Preposition_Unnecessary,PREP,"{'G': 2.455078125, 'PREP': 3.474609375, 'DET': -4.26953125, 'SVA': -4.09375}"
"On the night of the concert, I worked as well.",G,Preposition_Replacing,PREP,"{'G': 2.404296875, 'PREP': 3.513671875, 'DET': -4.390625, 'SVA': -3.966796875}"
I think you should have informed us of the change of star before starting the show.,G,Preposition_Unnecessary,PREP,"{'G': 2.341796875, 'PREP': 3.52734375, 'DET': -4.05859375, 'SVA': -4.1328125}"
You are interested in my last job! I really want to tell you all about my experience.,G,Preposition_Replacing,PREP,"{'G': 2.7109375, 'PREP': 3.32421875, 'DET': -4.515625, 'SVA': -4.12890625}"
The first disappointment confronted us at the main entrance ; there was no discount for our tickets available.,G,Preposition_Replacing,PREP,"{'G': 2.4921875, 'PREP': 3.453125, 'DET': -4.20703125, 'SVA': -4.1796875}"
"However, there was something good for me.",G,Preposition_Replacing,PREP,"{'G': 2.4375, 'PREP': 3.484375, 'DET': -4.33984375, 'SVA': -4.0234375}"
One of them is what kind of clothes are suitable on this camp.,G,Preposition_Unnecessary,PREP,"{'G': 2.21484375, 'PREP': 3.515625, 'DET': -3.98046875, 'SVA': -4.0390625}"
I think you can do a lot more things now than before with technology.,G,Preposition_Unnecessary,PREP,"{'G': 2.91015625, 'PREP': 3.126953125, 'DET': -4.64453125, 'SVA': -4.13671875}"
"So, that afternoon at lunchtime, I went into the teachers' room and opened her desk and took the paper out quietly and calmly.",G,Preposition_Replacing,PREP,"{'G': 2.53125, 'PREP': 3.44921875, 'DET': -4.4609375, 'SVA': -4.0234375}"
It was the worst weekend of the last few years.,G,Preposition_Replacing,PREP,"{'G': 2.4296875, 'PREP': 3.501953125, 'DET': -4.26953125, 'SVA': -4.07421875}"
"In my opinion, I think you should have this event in the afternoon instead of going shopping and move the shopping slot to the afternoon on Wednesday.",G,Preposition_Unnecessary,PREP,"{'G': 2.498046875, 'PREP': 3.470703125, 'DET': -4.44921875, 'SVA': -4.0234375}"
And also I would like to go in summer.,G,Preposition_Replacing,PREP,"{'G': 2.55078125, 'PREP': 3.44921875, 'DET': -4.53125, 'SVA': -4.0078125}"
Of course nobody knows the answer and maybe we should be happy about that.,G,Preposition_Replacing,PREP,"{'G': 2.5703125, 'PREP': 3.41015625, 'DET': -4.4453125, 'SVA': -4.06640625}"
I am very good at swimming.,G,Preposition_Missing,PREP,"{'G': 2.654296875, 'PREP': 3.35546875, 'DET': -4.40625, 'SVA': -4.171875}"
School is supposed to be our second home but it's not. We work hard and at the end of our education we still have nothing.,G,Preposition_Missing,PREP,"{'G': 2.3515625, 'PREP': 3.541015625, 'DET': -4.25390625, 'SVA': -4.01953125}"
"At the same time, I have got a small amount of money, but it was not important to me.",G,Preposition_Replacing,PREP,"{'G': 2.44921875, 'PREP': 3.490234375, 'DET': -4.453125, 'SVA': -3.962890625}"
"I got it two weeks ago at a concert, but although I've been to the doctor, I can't get over it!",G,Preposition_Replacing,PREP,"{'G': 2.482421875, 'PREP': 3.4765625, 'DET': -4.421875, 'SVA': -4.0078125}"
In your advertisement you informed us of their false existence.,G,Preposition_Replacing,PREP,"{'G': 2.1953125, 'PREP': 3.529296875, 'DET': -3.69140625, 'SVA': -4.265625}"
"The reason I am really writing, however, is to give you some details about my trip to California.",G,Preposition_Replacing,PREP,"{'G': 2.6875, 'PREP': 3.35546875, 'DET': -4.66015625, 'SVA': -4.0234375}"
"As I've told you, last month I went to a pop concert and I really enjoyed helping with the preparation.",G,Preposition_Replacing,PREP,"{'G': 2.708984375, 'PREP': 3.345703125, 'DET': -4.59375, 'SVA': -4.078125}"
"First of all, I must congratulate the people responsible for this good idea.",G,Preposition_Replacing,PREP,"{'G': 2.54296875, 'PREP': 3.43359375, 'DET': -4.45703125, 'SVA': -4.0390625}"
"At the end I feel very tired and angry, because I have spent the whole morning doing nothing, except for looking at them trying on different clothes, and that's not enjoyable at all, in fact it's really annoying.",G,Preposition_Replacing,PREP,"{'G': 2.482421875, 'PREP': 3.474609375, 'DET': -4.46875, 'SVA': -3.986328125}"
"Finally, technology is a word that we will never get out of our minds, and we don't know how, or at what speed, it will develop in the future.",G,Preposition_Replacing,PREP,"{'G': 2.578125, 'PREP': 3.416015625, 'DET': -4.55078125, 'SVA': -4.0}"
"What's more, your letter said about the chance to do two activities during the camp.",G,Preposition_Unnecessary,PREP,"{'G': 2.845703125, 'PREP': 3.205078125, 'DET': -4.65625, 'SVA': -4.11328125}"
"At that time, I decided to buy my own computer and every day I was improving my knowledge. First I came to write letters and articles, next I learned several computer games.",G,Preposition_Replacing,PREP,"{'G': 2.529296875, 'PREP': 3.443359375, 'DET': -4.51953125, 'SVA': -3.984375}"
As representative of my class may I kindly ask you to partially change your plan for our visit to London?,G,Preposition_Replacing,PREP,"{'G': 2.638671875, 'PREP': 3.3671875, 'DET': -4.67578125, 'SVA': -3.95703125}"
"They like designer clothes and everyone wears different modern clothes in terms of size, colour and shape.",G,Preposition_Unnecessary,PREP,"{'G': 2.62109375, 'PREP': 3.31640625, 'DET': -4.078125, 'SVA': -4.3125}"
"After the show I wanted something from the theatre's restaurant, but it was closed.",G,Preposition_Replacing,PREP,"{'G': 2.80859375, 'PREP': 3.26171875, 'DET': -4.68359375, 'SVA': -4.08203125}"
There are a lot of advantages to it.,G,Preposition_Replacing,PREP,"{'G': 1.201171875, 'PREP': 3.287109375, 'DET': -0.79345703125, 'SVA': -4.953125}"
It was amazing to be in the same room they were in.,G,Preposition_Missing,PREP,"{'G': 2.36328125, 'PREP': 3.54296875, 'DET': -4.28515625, 'SVA': -4.0234375}"
I would like to sing and take photographs. I've done a course in photography and I think that I am very good at it.,G,Preposition_Replacing,PREP,"{'G': 2.462890625, 'PREP': 3.48828125, 'DET': -4.3515625, 'SVA': -4.0546875}"
We were studying in the same class at school and he also knew Pat as well.,G,Preposition_Replacing,PREP,"{'G': 2.501953125, 'PREP': 3.470703125, 'DET': -4.39453125, 'SVA': -4.05078125}"
"In addition, I would like to travel in July because my school will have finished that month so I will be able to go on holiday.",G,Preposition_Replacing,PREP,"{'G': 2.541015625, 'PREP': 3.44140625, 'DET': -4.5390625, 'SVA': -3.98046875}"
I am really excited to travel to Camp California in the USA because I like to get to know people from other countries.,G,Preposition_Replacing,PREP,"{'G': 2.515625, 'PREP': 3.466796875, 'DET': -4.35546875, 'SVA': -4.1015625}"
I am very glad to receive such a wonderful surprise as to learn that I have won first prize.,G,Preposition_Unnecessary,PREP,"{'G': 2.828125, 'PREP': 3.216796875, 'DET': -4.5390625, 'SVA': -4.19140625}"
I am not asking for full payment but at least 50% of what I paid for nothing but the disappointment.,G,Preposition_Missing,PREP,"{'G': 2.486328125, 'PREP': 3.4765625, 'DET': -4.46875, 'SVA': -3.990234375}"
"I think it is very kind of you to ask me what my preferences are regarding the trip. I ought to let you know that I can only travel in the second week of July, because that is when my winter holidays start.",G,Preposition_Missing,PREP,"{'G': 2.568359375, 'PREP': 3.42578125, 'DET': -4.51171875, 'SVA': -4.02734375}"
"Taking photographs during the holiday is a very good memory for me, and I can share my adventures with my friends.",G,Preposition_Replacing,PREP,"{'G': 2.544921875, 'PREP': 3.4296875, 'DET': -4.30859375, 'SVA': -4.1484375}"
After she came home her mother was sitting in front of the TV and looked at the lottery numbers.,G,Preposition_Replacing,PREP,"{'G': 2.671875, 'PREP': 3.365234375, 'DET': -4.53125, 'SVA': -4.109375}"
It is in the Central Exhibition Hall and it is free for students.,G,Preposition_Replacing,PREP,"{'G': 2.484375, 'PREP': 3.46875, 'DET': -4.52734375, 'SVA': -3.94140625}"
"First of all, I think that technology has been one of the most important inventions in human history and that without it we couldn't be where we are right now.",G,Preposition_Replacing,PREP,"{'G': 2.580078125, 'PREP': 3.421875, 'DET': -4.5390625, 'SVA': -4.0234375}"
I would prefer to stay in a tent to staying in a cabin. Because it is something I feel more familiar with. I used to go camping with my family every summer.,G,Preposition_Missing,PREP,"{'G': 2.69921875, 'PREP': 3.34765625, 'DET': -4.58203125, 'SVA': -4.0859375}"
Another problem - we were very hungry that evening because the show was delayed for 45 minutes!,G,Preposition_Missing,PREP,"{'G': 2.591796875, 'PREP': 3.421875, 'DET': -4.4375, 'SVA': -4.12109375}"
On the other hand the facilities for access to the shopping center are not good.,G,Preposition_Replacing,PREP,"{'G': 2.408203125, 'PREP': 3.494140625, 'DET': -4.703125, 'SVA': -3.72265625}"
"I attended your show one evening, during my stay in London.",G,Preposition_Unnecessary,PREP,"{'G': 2.185546875, 'PREP': 3.603515625, 'DET': -4.0625, 'SVA': -3.98828125}"
"Finally, I wanted to buy something to drink, but the restaurant was closed because it was a bank holiday!",G,Preposition_Unnecessary,PREP,"{'G': 2.927734375, 'PREP': 3.146484375, 'DET': -4.74609375, 'SVA': -4.10546875}"
"On the one hand there are the materials from which the PCs are made, on the other hand is the huge waste problem.",G,Preposition_Unnecessary,PREP,"{'G': 2.41015625, 'PREP': 3.51171875, 'DET': -4.44921875, 'SVA': -3.9375}"
The best thing to do would be to show the cooking personnel because they are very nice.,G,Preposition_Replacing,PREP,"{'G': 2.630859375, 'PREP': 3.35546875, 'DET': -4.37890625, 'SVA': -4.1484375}"
"As regards the food, our mothers will help with that.",G,Preposition_Replacing,PREP,"{'G': 2.921875, 'PREP': 3.103515625, 'DET': -4.62109375, 'SVA': -4.16015625}"
"But, instead there was a different actor, who I had never heard of before!",G,Preposition_Replacing,PREP,"{'G': 2.888671875, 'PREP': 3.177734375, 'DET': -4.7421875, 'SVA': -4.08203125}"
"For example, there was the hunting of Princess Diana and her friend.",G,Preposition_Replacing,PREP,"{'G': 2.791015625, 'PREP': 3.2734375, 'DET': -4.65625, 'SVA': -4.09765625}"
I was working helping to build and dismantle the stage. Sometimes I had to check the sound by saying something into the microphone. That was my chance and I always pretended to be a singer and that I sang in a duet with the vocalist of the group. It was such great fun!,G,Preposition_Replacing,PREP,"{'G': 2.80859375, 'PREP': 3.248046875, 'DET': -4.56640625, 'SVA': -4.16015625}"
Nobody in the shop came with us to help.,G,Preposition_Replacing,PREP,"{'G': 2.599609375, 'PREP': 3.38671875, 'DET': -4.453125, 'SVA': -4.07421875}"
It would not only emphasize the sharp contrast between this and the classroom atmosphere but also show how they are as young people.,G,Preposition_Replacing,PREP,"{'G': 2.408203125, 'PREP': 3.509765625, 'DET': -4.203125, 'SVA': -4.1171875}"
"I saw the show's advertisement hanging up on a wall in London where I was spending my holiday with some friends. I convinced them to go there with me because I had heard good reviews of your Company and, above all, because of the main star, Danny Brook.",G,Preposition_Replacing,PREP,"{'G': 2.564453125, 'PREP': 3.431640625, 'DET': -4.57421875, 'SVA': -3.9765625}"
It is as if they lose their conscience while they are shopping.,G,Preposition_Replacing,PREP,"{'G': 2.40234375, 'PREP': 3.515625, 'DET': -4.30078125, 'SVA': -4.02734375}"
But we still have to admit that we can't live without them even though they give us some disadvantages.,G,Preposition_Missing,PREP,"{'G': 2.796875, 'PREP': 3.20703125, 'DET': -4.52734375, 'SVA': -4.14453125}"
"After all this, I wanted to make my evening pleasant but to my surprise the theatre restaurant was closed because of some sanitary problems.",G,Preposition_Missing,PREP,"{'G': 2.73046875, 'PREP': 3.322265625, 'DET': -4.59375, 'SVA': -4.10546875}"
Or I will have no option except to go to court.,G,Preposition_Unnecessary,PREP,"{'G': 2.650390625, 'PREP': 3.3828125, 'DET': -4.52734375, 'SVA': -4.08203125}"
"Finally, if you want to have an exciting experience here, I strongly suggest that you go to the musicals.",G,Preposition_Unnecessary,PREP,"{'G': 2.630859375, 'PREP': 3.376953125, 'DET': -4.46875, 'SVA': -4.09765625}"
Of course we can go out of the classroom at any time.,G,Preposition_Missing,PREP,"{'G': 2.271484375, 'PREP': 3.560546875, 'DET': -4.26953125, 'SVA': -3.92578125}"
I'm writing to you to make a complaint about the very disappointing evening I had at the Circle Theatre.,G,Preposition_Replacing,PREP,"{'G': 2.732421875, 'PREP': 3.330078125, 'DET': -4.62109375, 'SVA': -4.0859375}"
"which special place in the town will be left just as a commercial area, but of course with all the facilities to get there, like a big supermarket and mall centre, from different areas of the city.",G,Preposition_Replacing,PREP,"{'G': 2.5, 'PREP': 3.4765625, 'DET': -4.52734375, 'SVA': -3.966796875}"
They are just like alcoholics and these people go shopping every day because they can not stop themselves unless they have not got money to spend.,G,Preposition_Unnecessary,PREP,"{'G': 2.525390625, 'PREP': 3.4453125, 'DET': -4.4453125, 'SVA': -4.03125}"
"Moreover, the band was exhausted by this great laser show in the end.",G,Preposition_Replacing,PREP,"{'G': 2.43359375, 'PREP': 3.509765625, 'DET': -4.39453125, 'SVA': -4.00390625}"
"I would like to travel in July because I will be on my school vacation, so I would not miss my classes.",G,Preposition_Replacing,PREP,"{'G': 2.48046875, 'PREP': 3.47265625, 'DET': -4.375, 'SVA': -4.04296875}"
"Not only for the great nations, but also for each of their inhabitants.",G,Preposition_Missing,PREP,"{'G': 2.419921875, 'PREP': 3.4921875, 'DET': -4.40234375, 'SVA': -3.97265625}"
It just depends on your judgement and the way you plan to use technology.,G,Preposition_Replacing,PREP,"{'G': 2.421875, 'PREP': 3.498046875, 'DET': -4.234375, 'SVA': -4.1015625}"
Therefore my daily life will change in bad ways or goods ways. It depends on how I use the technology.,G,Preposition_Replacing,PREP,"{'G': 2.33203125, 'PREP': 3.544921875, 'DET': -4.17578125, 'SVA': -4.0625}"
We can talk about everybody's feelings about living and studying in a foreign country.,G,Preposition_Missing,PREP,"{'G': 2.537109375, 'PREP': 3.453125, 'DET': -4.453125, 'SVA': -4.05078125}"
I'm writing this letter to complain about the show which I saw at your theatre.,G,Preposition_Replacing,PREP,"{'G': 2.853515625, 'PREP': 3.21875, 'DET': -4.63671875, 'SVA': -4.140625}"
I am very disappointed because the things that were written in the advertisement were not really true.,G,Preposition_Replacing,PREP,"{'G': 2.4296875, 'PREP': 3.435546875, 'DET': -3.91015625, 'SVA': -4.3359375}"
"With nothing to lose, at all, but on the contrary, with a lot to learn.",G,Preposition_Unnecessary,PREP,"{'G': 2.4453125, 'PREP': 3.4921875, 'DET': -4.3359375, 'SVA': -4.046875}"
"The waterfall was made from real rock so that was the worst bit because it was really heavy and we had to carry it, but at the end of the month when the concert started, it was all over.",G,Preposition_Replacing,PREP,"{'G': 2.6015625, 'PREP': 3.421875, 'DET': -4.55078125, 'SVA': -4.0390625}"
We know it does not matter whether they are famous or not ; everyone deserves some privacy.,G,Preposition_Missing,PREP,"{'G': 2.78125, 'PREP': 3.265625, 'DET': -4.5546875, 'SVA': -4.1484375}"
"The Palace Hotel has been booked for the group, and, from there to the conference, we have organized the hotel's bus service to take the students to the conference.",G,Preposition_Unnecessary,PREP,"{'G': 2.662109375, 'PREP': 3.373046875, 'DET': -4.640625, 'SVA': -4.015625}"
Thank you for your last letter. I really envy you your holiday in the sun.,G,Preposition_Replacing,PREP,"{'G': 2.490234375, 'PREP': 3.447265625, 'DET': -4.2890625, 'SVA': -4.12109375}"
