text,labels,UID,v20_l4_e9_preds,v20_l4_e9_probs
I'm sorry that I've taken such a long time to reply your letter because I'm really busy and I have to study harder.,PREP,Preposition_Missing,G,"{'G': 3.037109375, 'PREP': 3.03515625, 'DET': -4.76171875, 'SVA': -4.1484375}"
One of my reasons travelling to London was this theatre.,PREP,Preposition_Missing,G,"{'G': 4.046875, 'PREP': 1.4169921875, 'DET': -5.05078125, 'SVA': -3.955078125}"
"She dreamed about good friends, the time that had long passed by and she dreamed from someone who she could tell her own secrets.",PREP,Preposition_Replacing,G,"{'G': 4.15234375, 'PREP': 1.1044921875, 'DET': -4.68359375, 'SVA': -4.12109375}"
After that a being climbed out from the potato.,PREP,Preposition_Replacing,G,"{'G': 4.29296875, 'PREP': 0.68994140625, 'DET': -5.8515625, 'SVA': -3.013671875}"
In a week my classmates and teachers started to talk about me.,PREP,Preposition_Replacing,G,"{'G': 3.037109375, 'PREP': 3.033203125, 'DET': -4.875, 'SVA': -4.06640625}"
We can't listen to music at class either.,PREP,Preposition_Replacing,G,"{'G': 3.83203125, 'PREP': 1.56640625, 'DET': -4.27734375, 'SVA': -4.44140625}"
We are especially looking forward to going on the river trip to Greenwich and the sightseeing by bus.,PREP,Preposition_Missing,G,"{'G': 4.359375, 'PREP': 0.75244140625, 'DET': -5.37890625, 'SVA': -3.529296875}"
It will be relaxing to go to Greenwich in the afternoon looking though the river.,PREP,Preposition_Replacing,G,"{'G': 4.76171875, 'PREP': -0.316650390625, 'DET': -5.00390625, 'SVA': -3.4375}"
A lot of men asked her to marry with them but she always refused.,PREP,Preposition_Unnecessary,G,"{'G': 4.94140625, 'PREP': -1.17578125, 'DET': -4.46875, 'SVA': -3.232421875}"
There are a lot of folk stories in the world and there are a lot of folk stories in Estonia. I would like to tell you one of them.,PREP,Preposition_Replacing,G,"{'G': 3.171875, 'PREP': 2.857421875, 'DET': -4.671875, 'SVA': -4.26953125}"
"Regarding accommodation in log cabins would be better for me, because they are more comfortable.",PREP,Preposition_Unnecessary,G,"{'G': 3.421875, 'PREP': 2.408203125, 'DET': -4.6484375, 'SVA': -4.265625}"
Despite of this we were still looking forward to the show and Danny Brook.,PREP,Preposition_Unnecessary,G,"{'G': 3.095703125, 'PREP': 2.94140625, 'DET': -4.77734375, 'SVA': -4.1328125}"
I would like to give you a suggestion about the size in the concert rooms.,PREP,Preposition_Replacing,G,"{'G': 3.46484375, 'PREP': 2.466796875, 'DET': -4.84765625, 'SVA': -4.2265625}"
Everyone at the school knew about my love to Larry including him.,PREP,Preposition_Replacing,G,"{'G': 4.25390625, 'PREP': 0.88134765625, 'DET': -4.9609375, 'SVA': -3.826171875}"
We had fun to 5 o'clock!,PREP,Preposition_Replacing,G,"{'G': 3.943359375, 'PREP': 0.77392578125, 'DET': -3.1484375, 'SVA': -4.6796875}"
What I particularly enjoyed was meeting the famous musicians I have been dreaming seeing.,PREP,Preposition_Missing,G,"{'G': 3.3984375, 'PREP': 2.55859375, 'DET': -4.7578125, 'SVA': -4.27734375}"
I am writing with reference to your letter concerning the organization of an international student conference in Wimbledon Art College.,PREP,Preposition_Replacing,G,"{'G': 4.0234375, 'PREP': 1.4912109375, 'DET': -5.19921875, 'SVA': -3.892578125}"
"There, Jacob approaches to him slowly and tells him.",PREP,Preposition_Unnecessary,G,"{'G': 4.94140625, 'PREP': -0.87890625, 'DET': -4.86328125, 'SVA': -3.236328125}"
"regarding the accommodation, I would prefer a log cabin. I think that will be safer about all my things.",PREP,Preposition_Replacing,G,"{'G': 3.876953125, 'PREP': 1.6787109375, 'DET': -4.80078125, 'SVA': -4.1171875}"
I had quickly entered in my grandmother's room and started to get some panties.,PREP,Preposition_Unnecessary,G,"{'G': 4.73046875, 'PREP': -0.234619140625, 'DET': -5.15625, 'SVA': -3.34375}"
"My golf teacher is my father and I've only played in a practising centre, but my father and his friends say I have good talent of golf.",PREP,Preposition_Replacing,G,"{'G': 3.1640625, 'PREP': 2.8671875, 'DET': -4.71484375, 'SVA': -4.2265625}"
"The main problem I had was the actor, because he wasn't Danny Brook.",PREP,Preposition_Missing,G,"{'G': 3.79296875, 'PREP': 1.9267578125, 'DET': -5.05078125, 'SVA': -4.05859375}"
Within a week my classmates and teachers started to talk from me.,PREP,Preposition_Replacing,G,"{'G': 5.01171875, 'PREP': -1.09765625, 'DET': -5.0078125, 'SVA': -2.9921875}"
"Nowadays, we have millions styles of fashion and every single person has their own fashion.",PREP,Preposition_Missing,G,"{'G': 3.314453125, 'PREP': 2.705078125, 'DET': -4.96484375, 'SVA': -4.11328125}"
"In deep within herself, Alex knew they were lost in the middle of nowhere, but she didn't want to admit it.",PREP,Preposition_Unnecessary,G,"{'G': 3.548828125, 'PREP': 2.337890625, 'DET': -4.90625, 'SVA': -4.1953125}"
I helped a pop concert as a volunteer.,PREP,Preposition_Missing,G,"{'G': 3.19140625, 'PREP': 2.779296875, 'DET': -4.76953125, 'SVA': -4.1796875}"
Your letter encloses an application form I have to fill in with some information for the trip.,PREP,Preposition_Replacing,G,"{'G': 4.140625, 'PREP': 1.2158203125, 'DET': -5.1484375, 'SVA': -3.87109375}"
These things provide me every convenience.,PREP,Preposition_Missing,G,"{'G': 4.6796875, 'PREP': -0.85791015625, 'DET': -3.966796875, 'SVA': -3.515625}"
I used to go to camping.,PREP,Preposition_Unnecessary,G,"{'G': 4.37890625, 'PREP': 0.57763671875, 'DET': -5.1015625, 'SVA': -3.60546875}"
I'm sorry to have to write this letter For you.,PREP,Preposition_Replacing,G,"{'G': 3.2421875, 'PREP': 2.794921875, 'DET': -4.92578125, 'SVA': -4.1171875}"
I have just received your letter and I am really looking forward to going to this trip.,PREP,Preposition_Replacing,G,"{'G': 3.060546875, 'PREP': 3.017578125, 'DET': -4.8359375, 'SVA': -4.11328125}"
"To complete my sadness, the main actor was replaced by another one who I'd never heard anything from, and did not have the same talent that the one shown on the advertisement has.",PREP,Preposition_Replacing,G,"{'G': 3.154296875, 'PREP': 2.89453125, 'DET': -4.79296875, 'SVA': -4.18359375}"
"Sally, although she knew it, seemed very surprised!",PREP,Preposition_Missing,G,"{'G': 3.015625, 'PREP': 3.0, 'DET': -4.5625, 'SVA': -4.27734375}"
Although Pat is very smart and intelligent.,PREP,Preposition_Unnecessary,G,"{'G': 3.427734375, 'PREP': 2.470703125, 'DET': -4.92578125, 'SVA': -4.09765625}"
"In reply of your letter, I will try to give you some advice.",PREP,Preposition_Replacing,G,"{'G': 3.505859375, 'PREP': 2.396484375, 'DET': -4.81640625, 'SVA': -4.23046875}"
"Needless to say, that we must turn our attention to these fields.",PREP,Preposition_Unnecessary,G,"{'G': 4.7109375, 'PREP': -0.348388671875, 'DET': -4.6328125, 'SVA': -3.658203125}"
The problem is finding a shop assistant who listens your problems and can help you.,PREP,Preposition_Missing,G,"{'G': 3.279296875, 'PREP': 2.650390625, 'DET': -4.60546875, 'SVA': -4.3046875}"
"Also in weekend shopping, you can't find somewhere to sit down comfortably to have a cup of tea.",PREP,Preposition_Replacing,G,"{'G': 3.0625, 'PREP': 2.984375, 'DET': -4.76953125, 'SVA': -4.1796875}"
