text,labels,UID,BB_RoBERTa_preds,BB_RoBERTa_probs
We have had a quite pleasant time except for that evening.,G,Preposition_Missing,PREP,"{'G': 3.341796875, 'PREP': 4.80078125, 'DET': -5.01171875, 'SVA': -4.26953125}"
The concert lasted for hours and at the end they wanted to pay me.,G,Preposition_Replacing,PREP,"{'G': 3.34765625, 'PREP': 4.8046875, 'DET': -5.0390625, 'SVA': -4.26171875}"
I accept and I want to inform you that I can travel only in July because I have booked my annual leave for that period.,G,Preposition_Replacing,PREP,"{'G': 3.39453125, 'PREP': 4.796875, 'DET': -5.04296875, 'SVA': -4.30859375}"
"Then, while I was going back to my classroom I saw he hadn't switched off the light in his room.",G,Preposition_Replacing,PREP,"{'G': 3.419921875, 'PREP': 4.7890625, 'DET': -5.046875, 'SVA': -4.34765625}"
"However, my class and I have seen an advertisement for a fashion and leisure show. We are attracted to this show and would like to go.",G,Preposition_Replacing,PREP,"{'G': 4.1953125, 'PREP': 4.3828125, 'DET': -5.4375, 'SVA': -4.84765625}"
"We have been told there are a lot of interesting paintings and ancient sculptures there, which we are all keen to see.",G,Preposition_Unnecessary,PREP,"{'G': 4.0, 'PREP': 4.5234375, 'DET': -5.1875, 'SVA': -4.875}"
"Firstly, the English lessons must be filmed as the most interesting lessons at our school because it will give students an interest in studying and improving their knowledge.",G,Preposition_Unnecessary,PREP,"{'G': 3.455078125, 'PREP': 4.7890625, 'DET': -5.05859375, 'SVA': -4.37109375}"
"In addition to all this, there was no discount on the price of the tickets for students either, contrary to what I was told on the phone when I asked for more information.",G,Preposition_Replacing,PREP,"{'G': 3.818359375, 'PREP': 4.640625, 'DET': -5.40234375, 'SVA': -4.55078125}"
"Normally, one person's dream is to be rich and famous but without that stuff about being without privacy",G,Preposition_Replacing,PREP,"{'G': 3.72265625, 'PREP': 4.703125, 'DET': -5.12890625, 'SVA': -4.640625}"
"Firstly, I have to say that I am studying at University and I wonder if I could travel in July because of the exams I have in May. Also I would not be able to travel there until the end of June.",G,Preposition_Replacing,PREP,"{'G': 3.435546875, 'PREP': 4.7890625, 'DET': -5.07421875, 'SVA': -4.33984375}"
"Some people when they are tired relax by sleeping, reading a book or watching television, but not me.",G,Preposition_Missing,PREP,"{'G': 3.2890625, 'PREP': 4.796875, 'DET': -5.0546875, 'SVA': -4.203125}"
It is supposed to be from 7 pm to 11 pm.,G,Preposition_Replacing,PREP,"{'G': 3.814453125, 'PREP': 4.6328125, 'DET': -5.41015625, 'SVA': -4.61328125}"
"The weather was delightful, except for this afternoon when it started to rain and we decided to stay the night inside a hole in the face of the mountain.",G,Preposition_Missing,PREP,"{'G': 3.390625, 'PREP': 4.796875, 'DET': -5.0546875, 'SVA': -4.3046875}"
"For weeks, I had prepared my plan, trying not to forget anything important.",G,Preposition_Replacing,PREP,"{'G': 3.86328125, 'PREP': 4.60546875, 'DET': -5.25, 'SVA': -4.70703125}"
At the end of the advertisement I noticed it said something about a perfect evening out.,G,Preposition_Unnecessary,PREP,"{'G': 3.52734375, 'PREP': 4.76953125, 'DET': -5.11328125, 'SVA': -4.42578125}"
"Instead of half past seven the show started at quarter past eight. I couldn't go to get any refreshment for two reasons, the first one is that there was no information about how long the start of the show was going to be late by.",G,Preposition_Replacing,PREP,"{'G': 4.1484375, 'PREP': 4.4375, 'DET': -5.4140625, 'SVA': -4.8203125}"
"In spite of liking all the sports you wrote about in your letter, I am only good at climbing and sailing, because I used to do them with my father when I was a child.",G,Preposition_Missing,PREP,"{'G': 4.1484375, 'PREP': 4.4375, 'DET': -5.48046875, 'SVA': -4.734375}"
The only day we can attend this show is Tuesday 14th March from 10 am to 7 pm in the Central Exhibition Hall.,G,Preposition_Unnecessary,PREP,"{'G': 3.3125, 'PREP': 4.8046875, 'DET': -5.01953125, 'SVA': -4.2265625}"
"Firstly, I can take my holiday only in the first two weeks of July because of my work.",G,Preposition_Missing,PREP,"{'G': 3.365234375, 'PREP': 4.796875, 'DET': -5.02734375, 'SVA': -4.28515625}"
He was really kind and friendly but really what I really enjoyed most about it was when he invited me out that night for a drink at the most luxurious pub I have ever been to.,G,Preposition_Replacing,PREP,"{'G': 3.96875, 'PREP': 4.5703125, 'DET': -5.375, 'SVA': -4.7109375}"
I went to London to see this musical but I was absolutely disappointed by the show.,G,Preposition_Replacing,PREP,"{'G': 3.99609375, 'PREP': 4.5234375, 'DET': -5.296875, 'SVA': -4.76953125}"
Not only is the plot interesting but also it catches your interest from the first moment.,G,Preposition_Replacing,PREP,"{'G': 3.806640625, 'PREP': 4.66015625, 'DET': -5.27734375, 'SVA': -4.640625}"
On the other hand I have never taken a course in climbing even though I would like to take up this hobby.,G,Preposition_Replacing,PREP,"{'G': 3.27734375, 'PREP': 4.80078125, 'DET': -4.98046875, 'SVA': -4.21875}"
Some people say that many important inventions in our life are not so good and useful as we have got used to thinking them.,G,Preposition_Unnecessary,PREP,"{'G': 3.373046875, 'PREP': 4.796875, 'DET': -4.98046875, 'SVA': -4.33984375}"
"After all of this we saw the show from the best place, near the stage and afterwards, the thing that I most liked, we were invited to see the group and got their signatures.",G,Preposition_Replacing,PREP,"{'G': 3.478515625, 'PREP': 4.77734375, 'DET': -5.078125, 'SVA': -4.39453125}"
- concerning the date : I can go in July because it's my holiday month.,G,Preposition_Unnecessary,PREP,"{'G': 3.322265625, 'PREP': 4.8046875, 'DET': -5.01953125, 'SVA': -4.24609375}"
So I hope the world reaches agreement about this and computer engineers have to prevent these problems because something good could be something very dangerous.,G,Preposition_Unnecessary,PREP,"{'G': 3.5546875, 'PREP': 4.75, 'DET': -5.0546875, 'SVA': -4.5}"
"As I knew the techniques to break into a place without being noticed, I should not have been afraid but tonight I had to steal the most precious diamond in the country, which was very well protected.",G,Preposition_Replacing,PREP,"{'G': 3.580078125, 'PREP': 4.76171875, 'DET': -5.1640625, 'SVA': -4.46484375}"
"First of all, I can travel only in July because my son's school is going to finish at the end of June, so it is impossible for me to travel during June.",G,Preposition_Unnecessary,PREP,"{'G': 3.3984375, 'PREP': 4.796875, 'DET': -5.05859375, 'SVA': -4.30078125}"
I've got lots of things about the concert to talk to you about.,G,Preposition_Missing,PREP,"{'G': 4.23828125, 'PREP': 4.328125, 'DET': -5.68359375, 'SVA': -4.6875}"
I would like to ask you about some other things.,G,Preposition_Missing,PREP,"{'G': 3.29296875, 'PREP': 4.80859375, 'DET': -5.01171875, 'SVA': -4.2109375}"
I am writing to reply to your letter about the first prize in your competition and to give you all the information for my two weeks at Camp California.,G,Preposition_Missing,PREP,"{'G': 4.20703125, 'PREP': 4.390625, 'DET': -5.57421875, 'SVA': -4.77734375}"
"I was very excited, because this is my favourite group : I'm always listening to their songs.",G,Preposition_Missing,PREP,"{'G': 3.982421875, 'PREP': 4.52734375, 'DET': -5.33203125, 'SVA': -4.76171875}"
"In the end everything depends on our attitude to life, including shopping.",G,Preposition_Replacing,PREP,"{'G': 3.318359375, 'PREP': 4.80859375, 'DET': -5.0, 'SVA': -4.2578125}"
In addition a different actor appeared on the stage and I couldn't have dinner after the musical because the restaurant was closed.,G,Preposition_Replacing,PREP,"{'G': 3.50390625, 'PREP': 4.77734375, 'DET': -5.12890625, 'SVA': -4.3984375}"
I have to cook and the worst thing is I'm not allowed to listen to loud music anywhere at home.,G,Preposition_Unnecessary,PREP,"{'G': 3.837890625, 'PREP': 4.625, 'DET': -5.296875, 'SVA': -4.66796875}"
"So, as you can see, modern technology has had an influence on my life.",G,Preposition_Replacing,PREP,"{'G': 3.447265625, 'PREP': 4.78125, 'DET': -5.08203125, 'SVA': -4.36328125}"
I am writing this letter to complain about how terrible the show performed in your theatre was.,G,Preposition_Missing,PREP,"{'G': 3.443359375, 'PREP': 4.76953125, 'DET': -5.2265625, 'SVA': -4.28515625}"
"On the other hand, I am a beginner at photography skills.",G,Preposition_Replacing,PREP,"{'G': 3.67578125, 'PREP': 4.60546875, 'DET': -5.625, 'SVA': -4.2578125}"
"Firstly, I can only travel in July because I have no time except in July as I am a postgraduate student. I would very much like to stay in a log cabin.",G,Preposition_Missing,PREP,"{'G': 3.619140625, 'PREP': 4.73828125, 'DET': -5.1953125, 'SVA': -4.49609375}"
"As to tennis I'm the best player in my whole school and, once, I got into the top 10 of my country's tennis players.",G,Preposition_Replacing,PREP,"{'G': 3.486328125, 'PREP': 4.77734375, 'DET': -5.08203125, 'SVA': -4.40625}"
"First of all, I would like to travel in July because I have a lot of work in my company at the moment, so my boss said I can have my holiday only in July.",G,Preposition_Replacing,PREP,"{'G': 3.365234375, 'PREP': 4.80078125, 'DET': -5.046875, 'SVA': -4.26953125}"
"So would you please reschedule the visit to the Science Museum for Wednesday afternoon, and we can cancel our shopping and free time, so we can go to the fashion show on Tuesday.",G,Preposition_Replacing,PREP,"{'G': 3.96875, 'PREP': 4.546875, 'DET': -5.453125, 'SVA': -4.65234375}"
"I'd like to organize my trip for July because that is when I have vacations, also because it is summertime in the U.S.A. About accommodation at Camp I'd prefer a tent, because it's a new experience for me and I'd like to sleep in a tent to have a great time while having a new adventure.",G,Preposition_Replacing,PREP,"{'G': 3.41796875, 'PREP': 4.79296875, 'DET': -5.05859375, 'SVA': -4.328125}"
"I saw the show's advertisement hanging up on a wall in London where I was spending my holiday with some friends. I convinced them to go there with me because I had heard good reviews of your Company and, above all, because of the main star, Danny Brook.",G,Preposition_Replacing,PREP,"{'G': 3.595703125, 'PREP': 4.75, 'DET': -5.1640625, 'SVA': -4.47265625}"
Can you imagine you can contact anyone who is from any country whenever you want to?,G,Preposition_Unnecessary,PREP,"{'G': 3.455078125, 'PREP': 4.78125, 'DET': -5.046875, 'SVA': -4.38671875}"
"On the night of the concert, I worked as well.",G,Preposition_Replacing,PREP,"{'G': 3.330078125, 'PREP': 4.8046875, 'DET': -5.04296875, 'SVA': -4.2421875}"
I think you should have informed us of the change of star before starting the show.,G,Preposition_Unnecessary,PREP,"{'G': 3.404296875, 'PREP': 4.7890625, 'DET': -5.046875, 'SVA': -4.328125}"
You are interested in my last job! I really want to tell you all about my experience.,G,Preposition_Replacing,PREP,"{'G': 3.513671875, 'PREP': 4.75390625, 'DET': -5.12109375, 'SVA': -4.40625}"
The first disappointment confronted us at the main entrance ; there was no discount for our tickets available.,G,Preposition_Replacing,PREP,"{'G': 4.1015625, 'PREP': 4.484375, 'DET': -5.40625, 'SVA': -4.82421875}"
"However, there was something good for me.",G,Preposition_Replacing,PREP,"{'G': 3.568359375, 'PREP': 4.7421875, 'DET': -5.0234375, 'SVA': -4.5703125}"
One of them is what kind of clothes are suitable on this camp.,G,Preposition_Unnecessary,PREP,"{'G': 3.26953125, 'PREP': 4.80078125, 'DET': -4.9453125, 'SVA': -4.2421875}"
I think you can do a lot more things now than before with technology.,G,Preposition_Unnecessary,PREP,"{'G': 3.31640625, 'PREP': 4.8046875, 'DET': -5.0234375, 'SVA': -4.2421875}"
"So, that afternoon at lunchtime, I went into the teachers' room and opened her desk and took the paper out quietly and calmly.",G,Preposition_Replacing,PREP,"{'G': 3.916015625, 'PREP': 4.6015625, 'DET': -5.34765625, 'SVA': -4.68359375}"
It was the worst weekend of the last few years.,G,Preposition_Replacing,PREP,"{'G': 3.357421875, 'PREP': 4.8046875, 'DET': -5.046875, 'SVA': -4.265625}"
"In my opinion, I think you should have this event in the afternoon instead of going shopping and move the shopping slot to the afternoon on Wednesday.",G,Preposition_Unnecessary,PREP,"{'G': 3.423828125, 'PREP': 4.78515625, 'DET': -5.0859375, 'SVA': -4.32421875}"
And also I would like to go in summer.,G,Preposition_Replacing,PREP,"{'G': 3.568359375, 'PREP': 4.75, 'DET': -5.21875, 'SVA': -4.43359375}"
Of course nobody knows the answer and maybe we should be happy about that.,G,Preposition_Replacing,PREP,"{'G': 3.94140625, 'PREP': 4.5859375, 'DET': -5.30078125, 'SVA': -4.73828125}"
School is supposed to be our second home but it's not. We work hard and at the end of our education we still have nothing.,G,Preposition_Missing,PREP,"{'G': 3.34765625, 'PREP': 4.8046875, 'DET': -5.0234375, 'SVA': -4.265625}"
"At the same time, I have got a small amount of money, but it was not important to me.",G,Preposition_Replacing,PREP,"{'G': 3.615234375, 'PREP': 4.73828125, 'DET': -5.25, 'SVA': -4.4453125}"
Specially at weekends.,G,Preposition_Missing,PREP,"{'G': 3.056640625, 'PREP': 4.7890625, 'DET': -5.23828125, 'SVA': -3.734375}"
"I got it two weeks ago at a concert, but although I've been to the doctor, I can't get over it!",G,Preposition_Replacing,PREP,"{'G': 3.609375, 'PREP': 4.73828125, 'DET': -5.26953125, 'SVA': -4.421875}"
In your advertisement you informed us of their false existence.,G,Preposition_Replacing,PREP,"{'G': 3.369140625, 'PREP': 4.796875, 'DET': -4.98828125, 'SVA': -4.32421875}"
"The reason I am really writing, however, is to give you some details about my trip to California.",G,Preposition_Replacing,PREP,"{'G': 4.0546875, 'PREP': 4.4921875, 'DET': -5.46875, 'SVA': -4.72265625}"
"As I've told you, last month I went to a pop concert and I really enjoyed helping with the preparation.",G,Preposition_Replacing,PREP,"{'G': 3.755859375, 'PREP': 4.68359375, 'DET': -5.34375, 'SVA': -4.53515625}"
"First of all, I must congratulate the people responsible for this good idea.",G,Preposition_Replacing,PREP,"{'G': 4.2421875, 'PREP': 4.3515625, 'DET': -5.51171875, 'SVA': -4.8203125}"
"For unknown reasons, I found the restaurant closed (there was no information giving a reason for closing it).",G,Preposition_Replacing,PREP,"{'G': 3.494140625, 'PREP': 4.7734375, 'DET': -5.07421875, 'SVA': -4.421875}"
"At the end I feel very tired and angry, because I have spent the whole morning doing nothing, except for looking at them trying on different clothes, and that's not enjoyable at all, in fact it's really annoying.",G,Preposition_Replacing,PREP,"{'G': 3.416015625, 'PREP': 4.796875, 'DET': -5.05859375, 'SVA': -4.32421875}"
"Finally, technology is a word that we will never get out of our minds, and we don't know how, or at what speed, it will develop in the future.",G,Preposition_Replacing,PREP,"{'G': 3.431640625, 'PREP': 4.7890625, 'DET': -5.03515625, 'SVA': -4.3671875}"
"What's more, your letter said about the chance to do two activities during the camp.",G,Preposition_Unnecessary,PREP,"{'G': 3.32421875, 'PREP': 4.8046875, 'DET': -5.02734375, 'SVA': -4.234375}"
"At that time, I decided to buy my own computer and every day I was improving my knowledge. First I came to write letters and articles, next I learned several computer games.",G,Preposition_Replacing,PREP,"{'G': 3.439453125, 'PREP': 4.78515625, 'DET': -5.03125, 'SVA': -4.37109375}"
"They like designer clothes and everyone wears different modern clothes in terms of size, colour and shape.",G,Preposition_Unnecessary,PREP,"{'G': 3.3984375, 'PREP': 4.79296875, 'DET': -4.98828125, 'SVA': -4.359375}"
"After the show I wanted something from the theatre's restaurant, but it was closed.",G,Preposition_Replacing,PREP,"{'G': 3.744140625, 'PREP': 4.6953125, 'DET': -5.32421875, 'SVA': -4.53125}"
"Thinking about the media's treatment of famous people, I've realised some things.",G,Preposition_Unnecessary,PREP,"{'G': 3.880859375, 'PREP': 4.6015625, 'DET': -5.23046875, 'SVA': -4.72265625}"
"When we arrived home, Pat told his mother what had happened.",G,Preposition_Unnecessary,PREP,"{'G': 3.931640625, 'PREP': 4.578125, 'DET': -5.41796875, 'SVA': -4.671875}"
It was amazing to be in the same room they were in.,G,Preposition_Missing,PREP,"{'G': 3.333984375, 'PREP': 4.8046875, 'DET': -5.01953125, 'SVA': -4.25390625}"
I would like to sing and take photographs. I've done a course in photography and I think that I am very good at it.,G,Preposition_Replacing,PREP,"{'G': 4.04296875, 'PREP': 4.50390625, 'DET': -5.34375, 'SVA': -4.796875}"
We were studying in the same class at school and he also knew Pat as well.,G,Preposition_Replacing,PREP,"{'G': 3.408203125, 'PREP': 4.7890625, 'DET': -5.0234375, 'SVA': -4.33984375}"
"In addition, I would like to travel in July because my school will have finished that month so I will be able to go on holiday.",G,Preposition_Replacing,PREP,"{'G': 3.357421875, 'PREP': 4.80078125, 'DET': -5.04296875, 'SVA': -4.265625}"
I am really excited to travel to Camp California in the USA because I like to get to know people from other countries.,G,Preposition_Replacing,PREP,"{'G': 3.630859375, 'PREP': 4.734375, 'DET': -5.23828125, 'SVA': -4.47265625}"
I am not asking for full payment but at least 50% of what I paid for nothing but the disappointment.,G,Preposition_Missing,PREP,"{'G': 3.431640625, 'PREP': 4.7890625, 'DET': -5.03515625, 'SVA': -4.359375}"
"I think it is very kind of you to ask me what my preferences are regarding the trip. I ought to let you know that I can only travel in the second week of July, because that is when my winter holidays start.",G,Preposition_Missing,PREP,"{'G': 3.486328125, 'PREP': 4.78125, 'DET': -5.1015625, 'SVA': -4.38671875}"
"Taking photographs during the holiday is a very good memory for me, and I can share my adventures with my friends.",G,Preposition_Replacing,PREP,"{'G': 3.40625, 'PREP': 4.79296875, 'DET': -5.0390625, 'SVA': -4.33203125}"
After she came home her mother was sitting in front of the TV and looked at the lottery numbers.,G,Preposition_Replacing,PREP,"{'G': 3.458984375, 'PREP': 4.78515625, 'DET': -5.07421875, 'SVA': -4.37890625}"
It is in the Central Exhibition Hall and it is free for students.,G,Preposition_Replacing,PREP,"{'G': 3.35546875, 'PREP': 4.80859375, 'DET': -5.046875, 'SVA': -4.265625}"
"First of all, I think that technology has been one of the most important inventions in human history and that without it we couldn't be where we are right now.",G,Preposition_Replacing,PREP,"{'G': 3.470703125, 'PREP': 4.78125, 'DET': -5.05859375, 'SVA': -4.39453125}"
For four years at university I never had any savings.,G,Preposition_Missing,PREP,"{'G': 3.365234375, 'PREP': 4.796875, 'DET': -5.01171875, 'SVA': -4.30078125}"
I would prefer to stay in a tent to staying in a cabin. Because it is something I feel more familiar with. I used to go camping with my family every summer.,G,Preposition_Missing,PREP,"{'G': 4.20703125, 'PREP': 4.38671875, 'DET': -5.4921875, 'SVA': -4.82421875}"
Another problem - we were very hungry that evening because the show was delayed for 45 minutes!,G,Preposition_Missing,PREP,"{'G': 3.3046875, 'PREP': 4.8046875, 'DET': -5.0078125, 'SVA': -4.22265625}"
On the other hand the facilities for access to the shopping center are not good.,G,Preposition_Replacing,PREP,"{'G': 2.333984375, 'PREP': 4.30859375, 'DET': -5.20703125, 'SVA': -2.37109375}"
"I attended your show one evening, during my stay in London.",G,Preposition_Unnecessary,PREP,"{'G': 3.279296875, 'PREP': 4.8046875, 'DET': -4.99609375, 'SVA': -4.20703125}"
Swimming is not my favourite sport but I prefer swimming to golf or tennis.,G,Preposition_Replacing,PREP,"{'G': 4.13671875, 'PREP': 4.41796875, 'DET': -5.43359375, 'SVA': -4.83203125}"
"On the one hand there are the materials from which the PCs are made, on the other hand is the huge waste problem.",G,Preposition_Unnecessary,PREP,"{'G': 3.255859375, 'PREP': 4.8046875, 'DET': -4.95703125, 'SVA': -4.203125}"
The best thing to do would be to show the cooking personnel because they are very nice.,G,Preposition_Replacing,PREP,"{'G': 3.484375, 'PREP': 4.78515625, 'DET': -5.1328125, 'SVA': -4.37109375}"
"As regards the food, our mothers will help with that.",G,Preposition_Replacing,PREP,"{'G': 3.6328125, 'PREP': 4.6875, 'DET': -5.3359375, 'SVA': -4.40234375}"
"For example, there was the hunting of Princess Diana and her friend.",G,Preposition_Replacing,PREP,"{'G': 3.548828125, 'PREP': 4.7421875, 'DET': -5.12890625, 'SVA': -4.4765625}"
I was working helping to build and dismantle the stage. Sometimes I had to check the sound by saying something into the microphone. That was my chance and I always pretended to be a singer and that I sang in a duet with the vocalist of the group. It was such great fun!,G,Preposition_Replacing,PREP,"{'G': 3.953125, 'PREP': 4.57421875, 'DET': -5.34765625, 'SVA': -4.69921875}"
Nobody in the shop came with us to help.,G,Preposition_Replacing,PREP,"{'G': 3.990234375, 'PREP': 4.3828125, 'DET': -5.17578125, 'SVA': -4.828125}"
It would not only emphasize the sharp contrast between this and the classroom atmosphere but also show how they are as young people.,G,Preposition_Replacing,PREP,"{'G': 3.310546875, 'PREP': 4.8046875, 'DET': -4.984375, 'SVA': -4.24609375}"
"I saw the show's advertisement hanging up on a wall in London where I was spending my holiday with some friends. I convinced them to go there with me because I had heard good reviews of your Company and, above all, because of the main star, Danny Brook.",G,Preposition_Replacing,PREP,"{'G': 3.595703125, 'PREP': 4.75, 'DET': -5.1640625, 'SVA': -4.47265625}"
It is as if they lose their conscience while they are shopping.,G,Preposition_Replacing,PREP,"{'G': 3.50390625, 'PREP': 4.76953125, 'DET': -5.19921875, 'SVA': -4.3828125}"
"After all this, I wanted to make my evening pleasant but to my surprise the theatre restaurant was closed because of some sanitary problems.",G,Preposition_Missing,PREP,"{'G': 3.986328125, 'PREP': 4.53125, 'DET': -5.3046875, 'SVA': -4.78515625}"
Or I will have no option except to go to court.,G,Preposition_Unnecessary,PREP,"{'G': 3.466796875, 'PREP': 4.734375, 'DET': -5.2890625, 'SVA': -4.2734375}"
"Finally, if you want to have an exciting experience here, I strongly suggest that you go to the musicals.",G,Preposition_Unnecessary,PREP,"{'G': 4.20703125, 'PREP': 4.3671875, 'DET': -5.44140625, 'SVA': -4.81640625}"
Of course we can go out of the classroom at any time.,G,Preposition_Missing,PREP,"{'G': 3.337890625, 'PREP': 4.8046875, 'DET': -5.0234375, 'SVA': -4.2578125}"
"which special place in the town will be left just as a commercial area, but of course with all the facilities to get there, like a big supermarket and mall centre, from different areas of the city.",G,Preposition_Replacing,PREP,"{'G': 4.02734375, 'PREP': 4.546875, 'DET': -5.375, 'SVA': -4.74609375}"
They are just like alcoholics and these people go shopping every day because they can not stop themselves unless they have not got money to spend.,G,Preposition_Unnecessary,PREP,"{'G': 3.5390625, 'PREP': 4.75390625, 'DET': -5.125, 'SVA': -4.4453125}"
Using the TV and computer makes people more closed.,G,Preposition_Unnecessary,PREP,"{'G': 3.392578125, 'PREP': 4.73828125, 'DET': -4.81640625, 'SVA': -4.5078125}"
"Moreover, the band was exhausted by this great laser show in the end.",G,Preposition_Replacing,PREP,"{'G': 3.541015625, 'PREP': 4.75, 'DET': -5.08203125, 'SVA': -4.4921875}"
After a lot of thought I told him.,G,Preposition_Unnecessary,PREP,"{'G': 3.546875, 'PREP': 4.76953125, 'DET': -5.17578125, 'SVA': -4.43359375}"
"I would like to travel in July because I will be on my school vacation, so I would not miss my classes.",G,Preposition_Replacing,PREP,"{'G': 3.396484375, 'PREP': 4.796875, 'DET': -5.0625, 'SVA': -4.30078125}"
"Not only for the great nations, but also for each of their inhabitants.",G,Preposition_Missing,PREP,"{'G': 3.380859375, 'PREP': 4.80078125, 'DET': -5.02734375, 'SVA': -4.3046875}"
It just depends on your judgement and the way you plan to use technology.,G,Preposition_Replacing,PREP,"{'G': 3.640625, 'PREP': 4.70703125, 'DET': -5.21484375, 'SVA': -4.515625}"
Therefore my daily life will change in bad ways or goods ways. It depends on how I use the technology.,G,Preposition_Replacing,PREP,"{'G': 3.306640625, 'PREP': 4.80859375, 'DET': -4.984375, 'SVA': -4.23828125}"
We can talk about everybody's feelings about living and studying in a foreign country.,G,Preposition_Missing,PREP,"{'G': 3.78125, 'PREP': 4.66015625, 'DET': -5.15234375, 'SVA': -4.6796875}"
I'm writing this letter to complain about the show which I saw at your theatre.,G,Preposition_Replacing,PREP,"{'G': 3.234375, 'PREP': 4.796875, 'DET': -5.07421875, 'SVA': -4.12109375}"
I am very disappointed because the things that were written in the advertisement were not really true.,G,Preposition_Replacing,PREP,"{'G': 3.681640625, 'PREP': 4.70703125, 'DET': -5.09765625, 'SVA': -4.625}"
"With nothing to lose, at all, but on the contrary, with a lot to learn.",G,Preposition_Unnecessary,PREP,"{'G': 3.486328125, 'PREP': 4.78125, 'DET': -5.10546875, 'SVA': -4.38671875}"
"The waterfall was made from real rock so that was the worst bit because it was really heavy and we had to carry it, but at the end of the month when the concert started, it was all over.",G,Preposition_Replacing,PREP,"{'G': 3.521484375, 'PREP': 4.7734375, 'DET': -5.1015625, 'SVA': -4.421875}"
We know it does not matter whether they are famous or not ; everyone deserves some privacy.,G,Preposition_Missing,PREP,"{'G': 3.3671875, 'PREP': 4.79296875, 'DET': -4.9765625, 'SVA': -4.328125}"
"The Palace Hotel has been booked for the group, and, from there to the conference, we have organized the hotel's bus service to take the students to the conference.",G,Preposition_Unnecessary,PREP,"{'G': 3.990234375, 'PREP': 4.55078125, 'DET': -5.44921875, 'SVA': -4.69140625}"
Thank you for your last letter. I really envy you your holiday in the sun.,G,Preposition_Replacing,PREP,"{'G': 3.26171875, 'PREP': 4.8046875, 'DET': -4.9765625, 'SVA': -4.19921875}"
"I would like to answer your questions. Please note that I can travel only in July because only then can I take holidays from my work, after the busy time in the months of May and June.",G,Preposition_Replacing,PREP,"{'G': 3.396484375, 'PREP': 4.796875, 'DET': -5.04296875, 'SVA': -4.30859375}"
"Because I would like to stay somewhere which differs from my home and everyday comforts, during these two weeks.",G,Preposition_Replacing,PREP,"{'G': 3.396484375, 'PREP': 4.796875, 'DET': -5.015625, 'SVA': -4.33203125}"
Hoping to hear of your decision soon.,G,Preposition_Replacing,PREP,"{'G': 3.68359375, 'PREP': 4.65625, 'DET': -5.375, 'SVA': -4.4609375}"
A lot of women would never agree with me and almost all the men in the world would never believe that in my opinion shopping is really not always enjoyable.,G,Preposition_Replacing,PREP,"{'G': 3.48046875, 'PREP': 4.78515625, 'DET': -5.03125, 'SVA': -4.4296875}"
"One day when they all sat down at the kitchen table to have their lunch Pat said,",G,Preposition_Unnecessary,PREP,"{'G': 3.57421875, 'PREP': 4.7421875, 'DET': -5.23828125, 'SVA': -4.42578125}"
"The next morning when I got to the high school I heard what I wasn't expecting, Pat had told everybody about my first experience of kissing.",G,Preposition_Replacing,PREP,"{'G': 3.958984375, 'PREP': 4.5703125, 'DET': -5.34375, 'SVA': -4.71875}"
"When I was in high school, I joined the swimming club.",G,Preposition_Unnecessary,PREP,"{'G': 3.751953125, 'PREP': 4.68359375, 'DET': -5.34765625, 'SVA': -4.53125}"
Modern technology helps me when I do my homework and play some games etc.,G,Preposition_Unnecessary,PREP,"{'G': 3.2109375, 'PREP': 4.8125, 'DET': -4.96875, 'SVA': -4.14453125}"
"Of course, it was my fault. I should have known better but I had to tell someone.",G,Preposition_Unnecessary,PREP,"{'G': 3.578125, 'PREP': 4.75, 'DET': -5.1328125, 'SVA': -4.47265625}"
She didn't tell me but when I came to the class everybody was looking at me and this boy as well.,G,Preposition_Replacing,PREP,"{'G': 4.14453125, 'PREP': 4.453125, 'DET': -5.47265625, 'SVA': -4.7578125}"
Now I want to explain about the problems.,G,Preposition_Missing,PREP,"{'G': 3.638671875, 'PREP': 4.66796875, 'DET': -5.3203125, 'SVA': -4.41796875}"
"If you think of the future you might think of faster and better machines, advanced technology or a better life.",G,Preposition_Replacing,PREP,"{'G': 3.359375, 'PREP': 4.80078125, 'DET': -4.9921875, 'SVA': -4.296875}"
"I am writing to you because I have some suggestions for next year's festival, and if it is possible I would like to give you some opinions about this year's festival.",G,Preposition_Replacing,PREP,"{'G': 3.478515625, 'PREP': 4.77734375, 'DET': -5.109375, 'SVA': -4.37890625}"
I must ask you for my money back.,G,Preposition_Replacing,PREP,"{'G': 3.421875, 'PREP': 4.76953125, 'DET': -5.04296875, 'SVA': -4.3828125}"
"These days, many kinds of pollution have been caused by our modern lifestyle.",G,Preposition_Unnecessary,PREP,"{'G': 3.533203125, 'PREP': 4.76171875, 'DET': -5.1171875, 'SVA': -4.453125}"
"We went there 3 years ago and I was only 19 years old and as everyone knows the age of majority, when you are able to go out in the USA, is 21 years old.",G,Preposition_Unnecessary,PREP,"{'G': 3.521484375, 'PREP': 4.76953125, 'DET': -5.10546875, 'SVA': -4.42578125}"
"They were giving two concerts, one on Friday and the other one on Saturday. They invited me to go on Friday.",G,Preposition_Replacing,PREP,"{'G': 3.328125, 'PREP': 4.80078125, 'DET': -5.02734375, 'SVA': -4.24609375}"
