text,labels,UID,prediction,Probabilities
Stephen are talking to Kenneth.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -2.626953125, 'PREP': -1.916015625, 'DET': -3.203125, 'SVA': 7.4609375}"
Some universities listen to those alumnus.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.234375, 'PREP': -2.142578125, 'DET': 9.203125, 'SVA': -3.171875}"
That louse aren't leaving.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.478515625, 'PREP': -2.544921875, 'DET': -3.072265625, 'SVA': 7.69921875}"
Anna criticizes these concealed children.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 6.85546875, 'PREP': -2.181640625, 'DET': -4.3984375, 'SVA': -2.75}"
"The weather was delightful, except for this afternoon when it started to rain and we decided to stay the night inside a hole in the face of the mountain.",G,Preposition_Missing,PREP,"{'G': 3.390625, 'PREP': 4.796875, 'DET': -5.0546875, 'SVA': -4.3046875}"
Only some patient's tutors that that committee works with should ever hide.,G,only_npi_scope,G,"{'G': 6.796875, 'PREP': -1.9150390625, 'DET': -4.734375, 'SVA': -2.751953125}"
Anna criticizes this concealed children.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.572265625, 'PREP': -2.423828125, 'DET': 9.3203125, 'SVA': -2.646484375}"
Benjamin won't distract this child.,G,determiner_noun_agreement_irregular_2,G,"{'G': 6.8359375, 'PREP': -2.083984375, 'DET': -4.8046875, 'SVA': -2.5703125}"
Most doors weren't irritating that hospital.,G,determiner_noun_agreement_1,G,"{'G': 6.76953125, 'PREP': -2.4375, 'DET': -4.39453125, 'SVA': -2.392578125}"
That woman said that she cleans a popsicle.,G,principle_A_case_1,G,"{'G': 6.73828125, 'PREP': -2.34375, 'DET': -4.67578125, 'SVA': -2.224609375}"
"Finally, at your last day, I suggest you do a sightseeing tour in our town.",PREP,Preposition_Replacing,G,"{'G': 4.28125, 'PREP': 4.26953125, 'DET': -5.55078125, 'SVA': -4.78125}"
Galileo had those glass.,DET,determiner_noun_agreement_1,DET,"{'G': -2.376953125, 'PREP': -2.138671875, 'DET': 9.2734375, 'SVA': -3.05078125}"
The parentheses has flung open.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.501953125, 'PREP': -2.869140625, 'DET': -2.7421875, 'SVA': 7.7421875}"
There was a face stunning Steve.,G,existential_there_quantifiers_1,G,"{'G': 6.79296875, 'PREP': -1.8857421875, 'DET': -4.8046875, 'SVA': -2.6875}"
The governments haven't investigated that some chairs disgust April.,G,wh_vs_that_no_gap,G,"{'G': 6.73828125, 'PREP': -2.453125, 'DET': -4.12890625, 'SVA': -2.5859375}"
Some essay haven't astounded Raymond.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -2.4296875, 'PREP': -2.4765625, 'DET': -3.220703125, 'SVA': 7.67578125}"
Colleen hadn't distracted these popular legislature.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.408203125, 'PREP': -2.232421875, 'DET': 9.28125, 'SVA': -2.95703125}"
Emily won't scare that women.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.619140625, 'PREP': -2.42578125, 'DET': 9.34375, 'SVA': -2.599609375}"
The granddaughters of Roger have run around the lake.,G,distractor_agreement_relational_noun,G,"{'G': 6.734375, 'PREP': -2.466796875, 'DET': -4.24609375, 'SVA': -2.43359375}"
I hope you will listen to my suggestions.,G,Preposition_Missing,G,"{'G': 5.08984375, 'PREP': 2.666015625, 'DET': -5.80078125, 'SVA': -4.390625}"
Who is this report shocking before disagreeing with Peter?,G,adjunct_island,G,"{'G': 6.78515625, 'PREP': -1.498046875, 'DET': -5.03125, 'SVA': -2.984375}"
Catherine won't run around these oasis.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.314453125, 'PREP': -2.21484375, 'DET': 9.2421875, 'SVA': -3.0546875}"
Ann will lift those geese.,G,determiner_noun_agreement_irregular_2,G,"{'G': 6.87890625, 'PREP': -1.9287109375, 'DET': -4.50390625, 'SVA': -2.98828125}"
Craig is arriving at that malls.,DET,determiner_noun_agreement_2,DET,"{'G': -2.55859375, 'PREP': -2.357421875, 'DET': 9.3359375, 'SVA': -2.724609375}"
The waitresses wouldn't say Heather didn't remember herself.,G,principle_A_domain_2,G,"{'G': 6.83984375, 'PREP': -2.064453125, 'DET': -4.609375, 'SVA': -2.72265625}"
"For weeks, I had prepared my plan, trying not to forget anything important.",G,Preposition_Replacing,PREP,"{'G': 3.86328125, 'PREP': 4.60546875, 'DET': -5.25, 'SVA': -4.70703125}"
The theses disagrees with Karen.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.8876953125, 'PREP': -3.08203125, 'DET': -3.375, 'SVA': 7.66015625}"
Girls are questioning this child that had researched those restaurants.,G,wh_questions_subject_gap,G,"{'G': 6.82421875, 'PREP': -1.75, 'DET': -4.5625, 'SVA': -3.13671875}"
Many actresses who should talk about Nina have ascended some slopes.,G,distractor_agreement_relative_clause,G,"{'G': 6.78125, 'PREP': -2.330078125, 'DET': -4.3125, 'SVA': -2.60546875}"
Janice has hated these alumnus.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.5078125, 'PREP': -2.220703125, 'DET': 9.3203125, 'SVA': -2.87890625}"
The commentary about the Impressionists hurt Joel.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.087890625, 'PREP': -2.984375, 'DET': -3.2734375, 'SVA': 7.75390625}"
That beef did bore this displeased people.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.53515625, 'PREP': -2.453125, 'DET': 9.3046875, 'SVA': -2.64453125}"
All waitresses see that drawings.,DET,determiner_noun_agreement_1,DET,"{'G': -2.7734375, 'PREP': -2.482421875, 'DET': 9.3828125, 'SVA': -2.392578125}"
Dan researched those hypothesis.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.509765625, 'PREP': -2.220703125, 'DET': 9.3125, 'SVA': -2.8828125}"
A son of most doctors aren't looking to insult Suzanne.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.30859375, 'PREP': -2.638671875, 'DET': -3.244140625, 'SVA': 7.6953125}"
Samantha stunned this bad hospital.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 6.765625, 'PREP': -2.34765625, 'DET': -4.703125, 'SVA': -2.220703125}"
I decided to go to the Circle Theatre with the hope that your show would provide me all these emotions that I had been looking for in Great Britain.,PREP,Preposition_Missing,G,"{'G': 4.90234375, 'PREP': 3.4296875, 'DET': -5.5546875, 'SVA': -4.890625}"
These girls escape from those student.,DET,determiner_noun_agreement_2,DET,"{'G': -2.25, 'PREP': -2.201171875, 'DET': 9.2109375, 'SVA': -3.103515625}"
Deborah looks like this red sketches.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.62890625, 'PREP': -2.423828125, 'DET': 9.3515625, 'SVA': -2.599609375}"
Every senator that wasn't praising some drivers were liking to go fishing.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.19921875, 'PREP': -2.96484375, 'DET': -3.072265625, 'SVA': 7.734375}"
A sketch of most computers fall.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.34765625, 'PREP': -2.376953125, 'DET': -3.37109375, 'SVA': 7.64453125}"
Gregory are breaking most couches.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -2.546875, 'PREP': -2.06640625, 'DET': -3.2421875, 'SVA': 7.515625}"
Some ladies wouldn't talk to those customers.,G,determiner_noun_agreement_2,G,"{'G': 6.84375, 'PREP': -2.1875, 'DET': -4.54296875, 'SVA': -2.61328125}"
Michael appreciated that medium.,G,determiner_noun_agreement_irregular_1,G,"{'G': 6.7578125, 'PREP': -2.279296875, 'DET': -4.8984375, 'SVA': -2.18359375}"
These students think that Russell can distract them.,G,principle_A_domain_1,G,"{'G': 6.74609375, 'PREP': -2.2734375, 'DET': -3.8203125, 'SVA': -3.029296875}"
What is the actor arriving at without visiting those cafes?,G,adjunct_island,G,"{'G': 6.84765625, 'PREP': -1.458984375, 'DET': -4.93359375, 'SVA': -3.138671875}"
Roger praised this determined children.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.615234375, 'PREP': -2.435546875, 'DET': 9.3359375, 'SVA': -2.58984375}"
Candice cared for those teachers.,G,determiner_noun_agreement_1,G,"{'G': 6.828125, 'PREP': -2.259765625, 'DET': -4.4140625, 'SVA': -2.578125}"
The Borgias criticized those actor.,DET,determiner_noun_agreement_2,DET,"{'G': -2.482421875, 'PREP': -2.1640625, 'DET': 9.3125, 'SVA': -2.939453125}"
Gina exited this green oases.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.806640625, 'PREP': -2.44140625, 'DET': 9.3984375, 'SVA': -2.404296875}"
A lot of cafes haven't worried these child.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.283203125, 'PREP': -2.263671875, 'DET': 9.2265625, 'SVA': -3.025390625}"
Carmen doesn't expect there to be a lot of granddaughters of some girls buying every mall.,G,existential_there_object_raising,G,"{'G': 6.8359375, 'PREP': -2.13671875, 'DET': -4.5859375, 'SVA': -2.681640625}"
Can you imagine you and your friends going a picnic to the Moon with a silvery skirt with astronaut boots with fire coming out at the bottom of your boots?,PREP,Preposition_Missing,G,"{'G': 6.0, 'PREP': 1.0322265625, 'DET': -5.4765625, 'SVA': -4.14453125}"
"First of all, I don't think it's professional to change the principal actor in the last minute, the play should have been with Danny Brook, but it wasn't.",PREP,Preposition_Replacing,G,"{'G': 4.359375, 'PREP': 4.2265625, 'DET': -5.56640625, 'SVA': -4.8046875}"
Claire could bike to this exposed high school.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 6.80078125, 'PREP': -2.208984375, 'DET': -4.5546875, 'SVA': -2.57421875}"
Judy did admire this fungi.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.609375, 'PREP': -2.42578125, 'DET': 9.3359375, 'SVA': -2.609375}"
The essays about science does disgust that legislature.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.095703125, 'PREP': -3.09765625, 'DET': -3.10546875, 'SVA': 7.73828125}"
Todd disturbs these upset child.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.533203125, 'PREP': -2.25, 'DET': 9.3203125, 'SVA': -2.8203125}"
Nancy appreciates this syntheses.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.748046875, 'PREP': -2.421875, 'DET': 9.3828125, 'SVA': -2.48046875}"
At the end of the advertisement I noticed it said something about a perfect evening out.,G,Preposition_Unnecessary,PREP,"{'G': 3.52734375, 'PREP': 4.76953125, 'DET': -5.11328125, 'SVA': -4.42578125}"
The pamphlets about Harvard University does distract every library.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.03125, 'PREP': -3.158203125, 'DET': -3.09375, 'SVA': 7.7109375}"
A cousin of some teachers hasn't attacked the Borgias.,G,distractor_agreement_relational_noun,G,"{'G': 6.76953125, 'PREP': -2.412109375, 'DET': -4.70703125, 'SVA': -2.126953125}"
All actors kiss those popular children.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 6.78515625, 'PREP': -2.3515625, 'DET': -3.892578125, 'SVA': -2.8515625}"
"The waterfall was made from real rock so that was the worst bit because it was really heavy and we had to carry it, but the end of the month when the concert started, it was all over.",PREP,Preposition_Missing,PREP,"{'G': 3.513671875, 'PREP': 4.7734375, 'DET': -5.09375, 'SVA': -4.421875}"
I would like to travel only on July because it's the only month when I'm free.,PREP,Preposition_Replacing,PREP,"{'G': 3.392578125, 'PREP': 4.796875, 'DET': -5.0546875, 'SVA': -4.30078125}"
The pedestrians weren't singing.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 6.66015625, 'PREP': -2.61328125, 'DET': -3.900390625, 'SVA': -2.44921875}"
Matt can reveal one school and Lawrence can reveal a few brown school.,G,ellipsis_n_bar_2,G,"{'G': 6.78125, 'PREP': -1.83984375, 'DET': -4.66015625, 'SVA': -2.890625}"
The paintings of a library doesn't distract Margaret.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.322265625, 'PREP': -2.900390625, 'DET': -2.97265625, 'SVA': 7.75}"
"Furthermore, this party will be in your hotel like in the previous years.",PREP,Preposition_Replacing,PREP,"{'G': 3.484375, 'PREP': 4.765625, 'DET': -5.09375, 'SVA': -4.41015625}"
The men has saluted.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.93359375, 'PREP': -3.041015625, 'DET': -3.333984375, 'SVA': 7.671875}"
Edward's father saw.,G,drop_argument,G,"{'G': 6.703125, 'PREP': -1.5009765625, 'DET': -3.841796875, 'SVA': -3.740234375}"
Girls examines most newspaper articles.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -1.630859375, 'PREP': -2.818359375, 'DET': -3.9296875, 'SVA': 7.5703125}"
A lot of boys are disagreeing with that dancers.,DET,determiner_noun_agreement_2,DET,"{'G': -2.189453125, 'PREP': -2.39453125, 'DET': 9.1796875, 'SVA': -2.978515625}"
The son of most customers haven't thought Jacqueline isn't biking to these cafes.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.4375, 'PREP': -3.044921875, 'DET': -3.716796875, 'SVA': 7.44140625}"
"Instead of half past seven the show started at quarter past eight. I couldn't go to get any refreshment for two reasons, the first one is that there was no information about how long the start of the show was going to be late by.",G,Preposition_Replacing,PREP,"{'G': 4.1484375, 'PREP': 4.4375, 'DET': -5.4140625, 'SVA': -4.8203125}"
The play about current events does impress Sheila.,G,distractor_agreement_relational_noun,G,"{'G': 6.765625, 'PREP': -2.365234375, 'DET': -4.78125, 'SVA': -2.115234375}"
Sally walked through that public park.,G,determiner_noun_agreement_2,G,"{'G': 6.77734375, 'PREP': -2.3125, 'DET': -4.7421875, 'SVA': -2.240234375}"
Linda bought that green theses.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.76171875, 'PREP': -2.322265625, 'DET': 9.3984375, 'SVA': -2.5546875}"
Most children conceal these smart dancer.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.408203125, 'PREP': -2.158203125, 'DET': 9.2890625, 'SVA': -3.0234375}"
The senators astound Katherine.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 6.65625, 'PREP': -2.6328125, 'DET': -4.23828125, 'SVA': -2.18359375}"
The shoes astounded this association.,G,determiner_noun_agreement_2,G,"{'G': 6.73828125, 'PREP': -2.341796875, 'DET': -4.72265625, 'SVA': -2.201171875}"
Might a pedestrian ever talk about Becca?,G,matrix_question_npi_licensor_present,G,"{'G': 6.8671875, 'PREP': -1.8623046875, 'DET': -4.6015625, 'SVA': -2.998046875}"
Some guest wasn't walking through that oases.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.564453125, 'PREP': -2.287109375, 'DET': 9.3515625, 'SVA': -2.78515625}"
The students hate Emily.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 6.703125, 'PREP': -2.533203125, 'DET': -4.09375, 'SVA': -2.43359375}"
It's themselves that all governments do remember.,G,principle_A_reconstruction,G,"{'G': 6.7734375, 'PREP': -2.255859375, 'DET': -3.841796875, 'SVA': -3.0390625}"
Denise won't hate those pedestrian.,DET,determiner_noun_agreement_2,DET,"{'G': -2.416015625, 'PREP': -2.220703125, 'DET': 9.28125, 'SVA': -2.962890625}"
Maria astounded this dancer.,G,determiner_noun_agreement_1,G,"{'G': 6.80078125, 'PREP': -2.24609375, 'DET': -4.77734375, 'SVA': -2.34375}"
Monet dropped by those library.,DET,determiner_noun_agreement_1,DET,"{'G': -2.515625, 'PREP': -2.265625, 'DET': 9.3203125, 'SVA': -2.814453125}"
Many ladies weren't passing this old oases.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.607421875, 'PREP': -2.486328125, 'DET': 9.3359375, 'SVA': -2.556640625}"
Stephen describes that person.,G,determiner_noun_agreement_irregular_2,G,"{'G': 6.68359375, 'PREP': -2.517578125, 'DET': -4.86328125, 'SVA': -1.86328125}"
"In spite of liking all the sports you wrote about in your letter, I am only good at climbing and sailing, because I used to do them with my father when I was a child.",G,Preposition_Missing,PREP,"{'G': 4.1484375, 'PREP': 4.4375, 'DET': -5.48046875, 'SVA': -4.734375}"
The men haven't discovered that candle.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 6.74609375, 'PREP': -2.48046875, 'DET': -4.3203125, 'SVA': -2.390625}"
Whose steps does Melissa descend and Carrie hide?,G,coordinate_structure_constraint_complex_left_branch,G,"{'G': 6.84765625, 'PREP': -2.064453125, 'DET': -4.60546875, 'SVA': -2.7890625}"
A dancer saw those new gloves.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 6.85546875, 'PREP': -2.14453125, 'DET': -4.4921875, 'SVA': -2.666015625}"
This girl who wouldn't flee from the Borgias doesn't plan to climb down many ladders.,G,distractor_agreement_relative_clause,G,"{'G': 6.796875, 'PREP': -2.294921875, 'DET': -4.7578125, 'SVA': -2.298828125}"
The only day we can attend this show is Tuesday 14th March from 10 am to 7 pm in the Central Exhibition Hall.,G,Preposition_Unnecessary,PREP,"{'G': 3.3125, 'PREP': 4.8046875, 'DET': -5.01953125, 'SVA': -4.2265625}"
Liam's mentor wasn't disagreeing with Tracy.,G,transitive,G,"{'G': 6.7578125, 'PREP': -2.4296875, 'DET': -4.44921875, 'SVA': -2.36328125}"
Some convertible hasn't hurt these guests.,G,determiner_noun_agreement_1,G,"{'G': 6.8359375, 'PREP': -2.32421875, 'DET': -4.453125, 'SVA': -2.48046875}"
All guests are hiding these octopus.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.34375, 'PREP': -2.2578125, 'DET': 9.25, 'SVA': -2.97265625}"
Every actress remembered those doctors.,G,determiner_noun_agreement_2,G,"{'G': 6.8359375, 'PREP': -2.21484375, 'DET': -4.578125, 'SVA': -2.474609375}"
Elaine had fled from those unlucky girl.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.26953125, 'PREP': -2.1015625, 'DET': 9.2265625, 'SVA': -3.17578125}"
"Firstly, I can take my holiday only in the first two weeks of July because of my work.",G,Preposition_Missing,PREP,"{'G': 3.365234375, 'PREP': 4.796875, 'DET': -5.02734375, 'SVA': -4.28515625}"
"It was great to hear from you, haven't seen you since last summer holiday, hope everything is fine in your place.",PREP,Preposition_Replacing,PREP,"{'G': 3.591796875, 'PREP': 4.734375, 'DET': -5.15234375, 'SVA': -4.4921875}"
Gregory has expected there to be some skirts loosening.,G,existential_there_object_raising,G,"{'G': 6.83203125, 'PREP': -2.197265625, 'DET': -4.5703125, 'SVA': -2.603515625}"
Current events annoy this popular organizations.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.751953125, 'PREP': -2.400390625, 'DET': 9.3984375, 'SVA': -2.5}"
Tina cures this unemployed teenager.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 6.7421875, 'PREP': -2.46484375, 'DET': -4.5859375, 'SVA': -2.19140625}"
Nancy washed Claire.,G,causative,G,"{'G': 6.68359375, 'PREP': -2.373046875, 'DET': -4.84765625, 'SVA': -1.9541015625}"
Cindy watches herself.,G,anaphor_gender_agreement,G,"{'G': 6.85546875, 'PREP': -2.150390625, 'DET': -4.58203125, 'SVA': -2.6171875}"
Rhonda's associate is hated by Denise's nephews.,G,passive_1,G,"{'G': 6.77734375, 'PREP': -1.5, 'DET': -4.19921875, 'SVA': -3.564453125}"
Some lady that is talking to most waitresses hasn't fled from Carol.,G,distractor_agreement_relative_clause,G,"{'G': 6.77734375, 'PREP': -2.306640625, 'DET': -4.71484375, 'SVA': -2.298828125}"
There isn't a documentary disagreeing.,G,existential_there_quantifiers_1,G,"{'G': 6.734375, 'PREP': -2.34765625, 'DET': -4.46875, 'SVA': -2.42578125}"
The Lutherans sell that white paintings.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.64453125, 'PREP': -2.396484375, 'DET': 9.359375, 'SVA': -2.6015625}"
The women hasn't disliked the Impressionists.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.046875, 'PREP': -3.2421875, 'DET': -2.96875, 'SVA': 7.69921875}"
The adult's wife that is revealing many children has not ever complained.,G,sentential_negation_npi_scope,G,"{'G': 6.83984375, 'PREP': -1.6962890625, 'DET': -4.578125, 'SVA': -3.1484375}"
This library that might admire some cashiers doesn't judge many committees to benefit.,G,distractor_agreement_relative_clause,G,"{'G': 6.80078125, 'PREP': -2.23828125, 'DET': -4.91796875, 'SVA': -2.240234375}"
George thinks about many books that could confuse Anne.,G,wh_questions_subject_gap,G,"{'G': 6.79296875, 'PREP': -2.294921875, 'DET': -4.55859375, 'SVA': -2.48046875}"
These dancers weren't talking to those lost child.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -1.7734375, 'PREP': -2.216796875, 'DET': 8.953125, 'SVA': -3.44921875}"
We would like to ask if we could go to this show on the 15th March instead off doing the visit to the Science Museum.,PREP,Preposition_Replacing,G,"{'G': 4.6171875, 'PREP': 3.84765625, 'DET': -5.83984375, 'SVA': -4.69921875}"
Some report had disagreed with this thesis.,G,determiner_noun_agreement_irregular_1,G,"{'G': 6.8046875, 'PREP': -2.146484375, 'DET': -4.96484375, 'SVA': -2.2734375}"
Veronica often brought these slopes.,G,npi_present_2,G,"{'G': 6.84375, 'PREP': -2.16015625, 'DET': -4.609375, 'SVA': -2.5703125}"
Melinda hasn't discovered that oases.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.623046875, 'PREP': -2.3671875, 'DET': 9.359375, 'SVA': -2.65625}"
Pedestrians wasn't arguing about Wayne.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -1.3955078125, 'PREP': -3.373046875, 'DET': -3.51171875, 'SVA': 7.515625}"
Victoria approached this serious men.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.60546875, 'PREP': -2.494140625, 'DET': 9.3203125, 'SVA': -2.541015625}"
Tracy is talked about by some offspring.,G,animate_subject_passive,G,"{'G': 6.80078125, 'PREP': -2.33203125, 'DET': -4.5234375, 'SVA': -2.451171875}"
Clyde hasn't appreciated these paralyses.,G,determiner_noun_agreement_irregular_1,G,"{'G': 6.83984375, 'PREP': -2.302734375, 'DET': -4.40625, 'SVA': -2.583984375}"
"However, among all of them I like swimming and tennis the best. I have a lot of experience with swimming and have represented my school before.",G,Preposition_Replacing,G,"{'G': 4.6484375, 'PREP': 3.783203125, 'DET': -5.59375, 'SVA': -4.83984375}"
Tanya passes these purple oasis.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.458984375, 'PREP': -2.1875, 'DET': 9.3125, 'SVA': -2.9453125}"
That car upsets those school.,DET,determiner_noun_agreement_2,DET,"{'G': -2.576171875, 'PREP': -2.111328125, 'DET': 9.3515625, 'SVA': -2.8984375}"
The granddaughters of Walter has boasted about a teenager.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.857421875, 'PREP': -3.271484375, 'DET': -3.1640625, 'SVA': 7.67578125}"
He was really kind and friendly but really what I really enjoyed most about it was when he invited me out that night for a drink at the most luxurious pub I have ever been to.,G,Preposition_Replacing,PREP,"{'G': 3.96875, 'PREP': 4.5703125, 'DET': -5.375, 'SVA': -4.7109375}"
Only those hospitals ever long to conceal Patrick.,G,only_npi_licensor_present,G,"{'G': 6.77734375, 'PREP': -2.384765625, 'DET': -4.33203125, 'SVA': -2.50390625}"
Most waitresses who concealed Laura spurs Martin to aggravate Kevin.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -0.85595703125, 'PREP': -3.353515625, 'DET': -4.18359375, 'SVA': 7.30078125}"
What I liked most was meeting the band.,G,Preposition_Unnecessary,G,"{'G': 5.47265625, 'PREP': 2.00390625, 'DET': -5.921875, 'SVA': -3.99609375}"
The cars is falling.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -1.9609375, 'PREP': -2.767578125, 'DET': -3.541015625, 'SVA': 7.64453125}"
The fathers of Patricia hasn't anticipated Irene to flee from Becca.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.0546875, 'PREP': -3.08984375, 'DET': -3.18359375, 'SVA': 7.73828125}"
I went to London to see this musical but I was absolutely disappointed by the show.,G,Preposition_Replacing,PREP,"{'G': 3.99609375, 'PREP': 4.5234375, 'DET': -5.296875, 'SVA': -4.76953125}"
Andrea isn't kissing herself.,G,anaphor_gender_agreement,G,"{'G': 6.86328125, 'PREP': -2.052734375, 'DET': -4.47265625, 'SVA': -2.880859375}"
That box might look like those picture.,DET,determiner_noun_agreement_2,DET,"{'G': -2.33984375, 'PREP': -2.060546875, 'DET': 9.2578125, 'SVA': -3.166015625}"
"In the other hand it is not as important, the main reason is I really look forward to going to this camp and, one more time, thanks a lot!",PREP,Preposition_Replacing,PREP,"{'G': 3.373046875, 'PREP': 4.796875, 'DET': -5.015625, 'SVA': -4.3046875}"
A lot of trucks bore that confident children.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.69140625, 'PREP': -2.421875, 'DET': 9.3671875, 'SVA': -2.53515625}"
Stephanie explains that a lot of children had referenced her.,G,principle_A_domain_1,G,"{'G': 6.8359375, 'PREP': -1.6708984375, 'DET': -4.5, 'SVA': -3.244140625}"
Most girls could think about that louse.,G,determiner_noun_agreement_irregular_1,G,"{'G': 6.8046875, 'PREP': -2.328125, 'DET': -4.265625, 'SVA': -2.642578125}"
Tonya helps these out in the open doctors.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 6.83984375, 'PREP': -2.28125, 'DET': -4.39453125, 'SVA': -2.609375}"
"I'm sure that if you listen to it you will start reading the book immediately, and find out there are many challenges for your new career.",PREP,Preposition_Replacing,G,"{'G': 4.91015625, 'PREP': 3.353515625, 'DET': -5.63671875, 'SVA': -4.8359375}"
"Pat, affected by this situation, told Nick all the situation and the class secret.",PREP,Preposition_Missing,PREP,"{'G': 3.46875, 'PREP': 4.77734375, 'DET': -5.03515625, 'SVA': -4.4140625}"
Guy is sitting down a patient's mentors.,G,causative,G,"{'G': 6.7890625, 'PREP': -2.267578125, 'DET': -3.921875, 'SVA': -2.96875}"
Carl was talking about that red cafes.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.568359375, 'PREP': -2.28125, 'DET': 9.3515625, 'SVA': -2.787109375}"
Not only is the plot interesting but also it catches your interest from the first moment.,G,Preposition_Replacing,PREP,"{'G': 3.806640625, 'PREP': 4.66015625, 'DET': -5.27734375, 'SVA': -4.640625}"
The phenomena wasn't disturbing Claire.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.466796875, 'PREP': -2.970703125, 'DET': -2.662109375, 'SVA': 7.74609375}"
Most commentaries about the Balkans will disagree.,G,intransitive,G,"{'G': 6.2109375, 'PREP': -2.830078125, 'DET': -4.74609375, 'SVA': -0.99658203125}"
The books about Spain doesn't bore doctors.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.34375, 'PREP': -2.943359375, 'DET': -2.888671875, 'SVA': 7.73046875}"
Most cashiers that were fleeing from Gregory do complain.,G,distractor_agreement_relative_clause,G,"{'G': 6.6875, 'PREP': -2.5625, 'DET': -4.0234375, 'SVA': -2.462890625}"
The actor's grandmother who had scared the banks had not ever seen most screens.,G,sentential_negation_npi_scope,G,"{'G': 6.83984375, 'PREP': -1.736328125, 'DET': -4.5234375, 'SVA': -3.119140625}"
Mary had not ever smiled.,G,sentential_negation_npi_licensor_present,G,"{'G': 6.80078125, 'PREP': -1.6591796875, 'DET': -4.73828125, 'SVA': -2.99609375}"
Hats distract this ill man.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 6.6796875, 'PREP': -2.59765625, 'DET': -4.32421875, 'SVA': -2.1796875}"
