text,labels,UID,prediction,Probabilities
The pedestrians weren't singing.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 5.1171875, 'PREP': -2.37109375, 'DET': -4.30859375, 'SVA': -2.341796875}"
Matt can reveal one school and Lawrence can reveal a few brown school.,G,ellipsis_n_bar_2,G,"{'G': 4.9296875, 'PREP': -1.6943359375, 'DET': -3.810546875, 'SVA': -3.150390625}"
The paintings of a library doesn't distract Margaret.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.375, 'PREP': -1.6376953125, 'DET': -2.224609375, 'SVA': 6.109375}"
"Furthermore, this party will be in your hotel like in the previous years.",PREP,Preposition_Replacing,PREP,"{'G': 2.521484375, 'PREP': 3.455078125, 'DET': -4.45703125, 'SVA': -4.0390625}"
The men has saluted.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.46484375, 'PREP': -1.625, 'DET': -2.072265625, 'SVA': 6.1015625}"
Edward's father saw.,G,drop_argument,G,"{'G': 5.1640625, 'PREP': -2.333984375, 'DET': -4.6015625, 'SVA': -2.21875}"
Girls examines most newspaper articles.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 4.37890625, 'PREP': -2.876953125, 'DET': -4.53125, 'SVA': -0.310791015625}"
A lot of boys are disagreeing with that dancers.,DET,determiner_noun_agreement_2,DET,"{'G': -1.666015625, 'PREP': -1.720703125, 'DET': 8.1953125, 'SVA': -1.900390625}"
The son of most customers haven't thought Jacqueline isn't biking to these cafes.,SVA,distractor_agreement_relational_noun,G,"{'G': 4.4453125, 'PREP': -2.6171875, 'DET': -5.3359375, 'SVA': -0.07098388671875}"
"Instead of half past seven the show started at quarter past eight. I couldn't go to get any refreshment for two reasons, the first one is that there was no information about how long the start of the show was going to be late by.",G,Preposition_Replacing,PREP,"{'G': 2.587890625, 'PREP': 3.419921875, 'DET': -4.51171875, 'SVA': -4.0546875}"
The play about current events does impress Sheila.,G,distractor_agreement_relational_noun,G,"{'G': 5.15234375, 'PREP': -2.244140625, 'DET': -4.57421875, 'SVA': -2.33203125}"
Sally walked through that public park.,G,determiner_noun_agreement_2,G,"{'G': 5.1796875, 'PREP': -2.146484375, 'DET': -4.54296875, 'SVA': -2.5}"
Linda bought that green theses.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.19140625, 'PREP': -1.4853515625, 'DET': 8.4609375, 'SVA': -1.4287109375}"
Most children conceal these smart dancer.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.25, 'PREP': -1.1787109375, 'DET': 8.4765625, 'SVA': -1.71875}"
The senators astound Katherine.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 4.60546875, 'PREP': -2.642578125, 'DET': -5.109375, 'SVA': -0.481201171875}"
The shoes astounded this association.,G,determiner_noun_agreement_2,G,"{'G': 5.0390625, 'PREP': -2.521484375, 'DET': -4.890625, 'SVA': -1.5634765625}"
Might a pedestrian ever talk about Becca?,G,matrix_question_npi_licensor_present,G,"{'G': 5.0, 'PREP': -2.365234375, 'DET': -3.84765625, 'SVA': -2.55078125}"
Some guest wasn't walking through that oases.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.060546875, 'PREP': -1.4423828125, 'DET': 8.4296875, 'SVA': -1.685546875}"
The students hate Emily.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 5.1796875, 'PREP': -2.271484375, 'DET': -4.81640625, 'SVA': -2.125}"
It's themselves that all governments do remember.,G,principle_A_reconstruction,G,"{'G': 4.66015625, 'PREP': -0.77978515625, 'DET': -3.8515625, 'SVA': -3.71484375}"
Denise won't hate those pedestrian.,DET,determiner_noun_agreement_2,DET,"{'G': -2.234375, 'PREP': -1.30078125, 'DET': 8.484375, 'SVA': -1.6103515625}"
Maria astounded this dancer.,G,determiner_noun_agreement_1,G,"{'G': 5.12109375, 'PREP': -2.375, 'DET': -4.30859375, 'SVA': -2.330078125}"
Monet dropped by those library.,DET,determiner_noun_agreement_1,DET,"{'G': -2.59765625, 'PREP': -1.0341796875, 'DET': 8.53125, 'SVA': -1.3623046875}"
Many ladies weren't passing this old oases.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.19921875, 'PREP': -1.279296875, 'DET': 8.4765625, 'SVA': -1.6845703125}"
Stephen describes that person.,G,determiner_noun_agreement_irregular_2,G,"{'G': 5.1171875, 'PREP': -2.419921875, 'DET': -4.39453125, 'SVA': -2.23046875}"
"In spite of liking all the sports you wrote about in your letter, I am only good at climbing and sailing, because I used to do them with my father when I was a child.",G,Preposition_Missing,PREP,"{'G': 2.80859375, 'PREP': 3.255859375, 'DET': -4.68359375, 'SVA': -4.078125}"
The men haven't discovered that candle.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.16796875, 'PREP': -2.34765625, 'DET': -4.65625, 'SVA': -2.171875}"
Whose steps does Melissa descend and Carrie hide?,G,coordinate_structure_constraint_complex_left_branch,G,"{'G': 5.02734375, 'PREP': -2.380859375, 'DET': -3.919921875, 'SVA': -2.515625}"
A dancer saw those new gloves.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 5.125, 'PREP': -2.39453125, 'DET': -4.40625, 'SVA': -2.26953125}"
This girl who wouldn't flee from the Borgias doesn't plan to climb down many ladders.,G,distractor_agreement_relative_clause,G,"{'G': 4.9453125, 'PREP': -2.59375, 'DET': -4.3671875, 'SVA': -1.75}"
The only day we can attend this show is Tuesday 14th March from 10 am to 7 pm in the Central Exhibition Hall.,G,Preposition_Unnecessary,PREP,"{'G': 2.45703125, 'PREP': 3.48046875, 'DET': -4.5, 'SVA': -3.943359375}"
Liam's mentor wasn't disagreeing with Tracy.,G,transitive,G,"{'G': 5.15625, 'PREP': -2.345703125, 'DET': -4.5703125, 'SVA': -2.23828125}"
Some convertible hasn't hurt these guests.,G,determiner_noun_agreement_1,G,"{'G': 5.140625, 'PREP': -2.408203125, 'DET': -4.5078125, 'SVA': -2.205078125}"
All guests are hiding these octopus.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.32421875, 'PREP': -0.927734375, 'DET': 8.4609375, 'SVA': -1.873046875}"
Every actress remembered those doctors.,G,determiner_noun_agreement_2,G,"{'G': 5.19140625, 'PREP': -2.26171875, 'DET': -4.625, 'SVA': -2.357421875}"
Elaine had fled from those unlucky girl.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.330078125, 'PREP': -1.326171875, 'DET': 8.515625, 'SVA': -1.4375}"
"Firstly, I can take my holiday only in the first two weeks of July because of my work.",G,Preposition_Missing,PREP,"{'G': 2.427734375, 'PREP': 3.484375, 'DET': -4.3984375, 'SVA': -3.978515625}"
"It was great to hear from you, haven't seen you since last summer holiday, hope everything is fine in your place.",PREP,Preposition_Replacing,PREP,"{'G': 2.5234375, 'PREP': 3.4453125, 'DET': -4.3984375, 'SVA': -4.078125}"
Gregory has expected there to be some skirts loosening.,G,existential_there_object_raising,G,"{'G': 5.109375, 'PREP': -2.4140625, 'DET': -4.265625, 'SVA': -2.330078125}"
Current events annoy this popular organizations.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.47265625, 'PREP': -1.115234375, 'DET': 8.53125, 'SVA': -1.4599609375}"
Tina cures this unemployed teenager.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 5.17578125, 'PREP': -2.330078125, 'DET': -4.55078125, 'SVA': -2.306640625}"
Nancy washed Claire.,G,causative,G,"{'G': 5.0703125, 'PREP': -2.4609375, 'DET': -4.3671875, 'SVA': -2.12890625}"
Cindy watches herself.,G,anaphor_gender_agreement,G,"{'G': 5.15625, 'PREP': -2.19921875, 'DET': -4.45703125, 'SVA': -2.517578125}"
Rhonda's associate is hated by Denise's nephews.,G,passive_1,G,"{'G': 5.18359375, 'PREP': -2.267578125, 'DET': -4.69921875, 'SVA': -2.2734375}"
Some lady that is talking to most waitresses hasn't fled from Carol.,G,distractor_agreement_relative_clause,G,"{'G': 4.9921875, 'PREP': -2.587890625, 'DET': -4.4140625, 'SVA': -1.8134765625}"
There isn't a documentary disagreeing.,G,existential_there_quantifiers_1,G,"{'G': 5.08203125, 'PREP': -2.505859375, 'DET': -4.63671875, 'SVA': -1.8525390625}"
The Lutherans sell that white paintings.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.1640625, 'PREP': -1.34765625, 'DET': 8.4609375, 'SVA': -1.6435546875}"
The women hasn't disliked the Impressionists.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.4443359375, 'PREP': -1.658203125, 'DET': -2.0859375, 'SVA': 6.109375}"
The adult's wife that is revealing many children has not ever complained.,G,sentential_negation_npi_scope,G,"{'G': 5.16796875, 'PREP': -2.19921875, 'DET': -4.48828125, 'SVA': -2.498046875}"
This library that might admire some cashiers doesn't judge many committees to benefit.,G,distractor_agreement_relative_clause,G,"{'G': 5.02734375, 'PREP': -2.513671875, 'DET': -4.27734375, 'SVA': -2.072265625}"
George thinks about many books that could confuse Anne.,G,wh_questions_subject_gap,G,"{'G': 5.08203125, 'PREP': -2.328125, 'DET': -4.0546875, 'SVA': -2.546875}"
These dancers weren't talking to those lost child.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.322265625, 'PREP': -1.2119140625, 'DET': 8.5, 'SVA': -1.568359375}"
We would like to ask if we could go to this show on the 15th March instead off doing the visit to the Science Museum.,PREP,Preposition_Replacing,PREP,"{'G': 2.46875, 'PREP': 3.470703125, 'DET': -4.49609375, 'SVA': -3.943359375}"
Some report had disagreed with this thesis.,G,determiner_noun_agreement_irregular_1,G,"{'G': 5.1875, 'PREP': -2.15625, 'DET': -4.57421875, 'SVA': -2.51171875}"
Veronica often brought these slopes.,G,npi_present_2,G,"{'G': 5.046875, 'PREP': -2.4140625, 'DET': -4.03515625, 'SVA': -2.427734375}"
Melinda hasn't discovered that oases.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.1015625, 'PREP': -1.4970703125, 'DET': 8.4375, 'SVA': -1.55859375}"
Pedestrians wasn't arguing about Wayne.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -1.31640625, 'PREP': -1.8662109375, 'DET': -2.068359375, 'SVA': 6.12890625}"
Victoria approached this serious men.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.478515625, 'PREP': -1.1240234375, 'DET': 8.5390625, 'SVA': -1.4453125}"
Tracy is talked about by some offspring.,G,animate_subject_passive,G,"{'G': 5.16796875, 'PREP': -2.302734375, 'DET': -4.578125, 'SVA': -2.294921875}"
Clyde hasn't appreciated these paralyses.,G,determiner_noun_agreement_irregular_1,G,"{'G': 5.16796875, 'PREP': -2.345703125, 'DET': -4.53515625, 'SVA': -2.298828125}"
"However, among all of them I like swimming and tennis the best. I have a lot of experience with swimming and have represented my school before.",G,Preposition_Replacing,PREP,"{'G': 2.66796875, 'PREP': 3.365234375, 'DET': -4.5625, 'SVA': -4.05859375}"
Tanya passes these purple oasis.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.46875, 'PREP': -1.046875, 'DET': 8.515625, 'SVA': -1.533203125}"
That car upsets those school.,DET,determiner_noun_agreement_2,DET,"{'G': -2.6015625, 'PREP': -1.15625, 'DET': 8.5234375, 'SVA': -1.208984375}"
The granddaughters of Walter has boasted about a teenager.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.13671875, 'PREP': -1.791015625, 'DET': -2.453125, 'SVA': 6.12890625}"
He was really kind and friendly but really what I really enjoyed most about it was when he invited me out that night for a drink at the most luxurious pub I have ever been to.,G,Preposition_Replacing,PREP,"{'G': 2.759765625, 'PREP': 3.279296875, 'DET': -4.62890625, 'SVA': -4.078125}"
Only those hospitals ever long to conceal Patrick.,G,only_npi_licensor_present,G,"{'G': 5.0625, 'PREP': -2.3515625, 'DET': -4.05859375, 'SVA': -2.501953125}"
Most waitresses who concealed Laura spurs Martin to aggravate Kevin.,SVA,distractor_agreement_relative_clause,G,"{'G': 4.7578125, 'PREP': -2.58984375, 'DET': -5.140625, 'SVA': -0.76025390625}"
What I liked most was meeting the band.,G,Preposition_Unnecessary,G,"{'G': 4.51171875, 'PREP': 0.3818359375, 'DET': -5.125, 'SVA': -3.640625}"
The cars is falling.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -1.4697265625, 'PREP': -1.52734375, 'DET': -2.17578125, 'SVA': 6.0703125}"
The fathers of Patricia hasn't anticipated Irene to flee from Becca.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.2060546875, 'PREP': -1.7705078125, 'DET': -2.3828125, 'SVA': 6.12890625}"
I went to London to see this musical but I was absolutely disappointed by the show.,G,Preposition_Replacing,PREP,"{'G': 2.62890625, 'PREP': 3.392578125, 'DET': -4.5234375, 'SVA': -4.06640625}"
Andrea isn't kissing herself.,G,anaphor_gender_agreement,G,"{'G': 5.1484375, 'PREP': -2.166015625, 'DET': -4.375, 'SVA': -2.607421875}"
That box might look like those picture.,DET,determiner_noun_agreement_2,DET,"{'G': -2.619140625, 'PREP': -1.064453125, 'DET': 8.53125, 'SVA': -1.265625}"
"In the other hand it is not as important, the main reason is I really look forward to going to this camp and, one more time, thanks a lot!",PREP,Preposition_Replacing,PREP,"{'G': 2.42578125, 'PREP': 3.505859375, 'DET': -4.41015625, 'SVA': -3.9765625}"
A lot of trucks bore that confident children.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.087890625, 'PREP': -1.41796875, 'DET': 8.453125, 'SVA': -1.6962890625}"
Stephanie explains that a lot of children had referenced her.,G,principle_A_domain_1,G,"{'G': 5.17578125, 'PREP': -2.09375, 'DET': -4.42578125, 'SVA': -2.671875}"
Most girls could think about that louse.,G,determiner_noun_agreement_irregular_1,G,"{'G': 5.20703125, 'PREP': -2.18359375, 'DET': -4.625, 'SVA': -2.451171875}"
Tonya helps these out in the open doctors.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 5.2109375, 'PREP': -2.16796875, 'DET': -4.62890625, 'SVA': -2.4921875}"
"I'm sure that if you listen to it you will start reading the book immediately, and find out there are many challenges for your new career.",PREP,Preposition_Replacing,PREP,"{'G': 2.572265625, 'PREP': 3.419921875, 'DET': -4.42578125, 'SVA': -4.08984375}"
"Pat, affected by this situation, told Nick all the situation and the class secret.",PREP,Preposition_Missing,PREP,"{'G': 2.57421875, 'PREP': 3.423828125, 'DET': -4.43359375, 'SVA': -4.09765625}"
Guy is sitting down a patient's mentors.,G,causative,G,"{'G': 5.140625, 'PREP': -2.3359375, 'DET': -4.60546875, 'SVA': -2.193359375}"
Carl was talking about that red cafes.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.03125, 'PREP': -1.4794921875, 'DET': 8.3984375, 'SVA': -1.69140625}"
Not only is the plot interesting but also it catches your interest from the first moment.,G,Preposition_Replacing,PREP,"{'G': 2.46875, 'PREP': 3.46875, 'DET': -4.26953125, 'SVA': -4.12109375}"
The phenomena wasn't disturbing Claire.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.4052734375, 'PREP': -1.7451171875, 'DET': -2.05859375, 'SVA': 6.12890625}"
Most commentaries about the Balkans will disagree.,G,intransitive,SVA,"{'G': 0.8388671875, 'PREP': -2.908203125, 'DET': -3.548828125, 'SVA': 5.09375}"
The books about Spain doesn't bore doctors.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.4814453125, 'PREP': -1.6669921875, 'DET': -2.009765625, 'SVA': 6.109375}"
Most cashiers that were fleeing from Gregory do complain.,G,distractor_agreement_relative_clause,G,"{'G': 5.10546875, 'PREP': -2.439453125, 'DET': -4.5625, 'SVA': -2.013671875}"
The actor's grandmother who had scared the banks had not ever seen most screens.,G,sentential_negation_npi_scope,G,"{'G': 5.1328125, 'PREP': -2.142578125, 'DET': -4.34375, 'SVA': -2.626953125}"
Mary had not ever smiled.,G,sentential_negation_npi_licensor_present,G,"{'G': 5.12109375, 'PREP': -2.125, 'DET': -4.2578125, 'SVA': -2.681640625}"
Hats distract this ill man.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.05859375, 'PREP': -1.5693359375, 'DET': -4.73046875, 'SVA': -2.8203125}"
On the other hand I have never taken a course in climbing even though I would like to take up this hobby.,G,Preposition_Replacing,PREP,"{'G': 2.548828125, 'PREP': 3.4453125, 'DET': -4.53125, 'SVA': -4.00390625}"
Kimberley breaks these blue cup.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.46484375, 'PREP': -1.140625, 'DET': 8.5234375, 'SVA': -1.43359375}"
Some people say that many important inventions in our life are not so good and useful as we have got used to thinking them.,G,Preposition_Unnecessary,PREP,"{'G': 2.630859375, 'PREP': 3.26953125, 'DET': -4.0859375, 'SVA': -4.3203125}"
This cashier wouldn't fire this displeased girl.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 5.125, 'PREP': -2.3046875, 'DET': -4.22265625, 'SVA': -2.517578125}"
All organizations think about themselves arguing about Monica.,G,principle_A_case_2,G,"{'G': 5.11328125, 'PREP': -2.3046875, 'DET': -4.33203125, 'SVA': -2.37109375}"
Some dancers figure out that a jacket bores Janice.,G,wh_vs_that_no_gap,G,"{'G': 5.109375, 'PREP': -2.349609375, 'DET': -4.23046875, 'SVA': -2.435546875}"
I also helped some special requests of the singer which weren't so difficult to arrange.,PREP,Preposition_Missing,G,"{'G': 5.19921875, 'PREP': -2.03515625, 'DET': -4.66015625, 'SVA': -2.568359375}"
The analysis was irritating those senators.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 5.1796875, 'PREP': -2.26171875, 'DET': -4.51953125, 'SVA': -2.42578125}"
Some paralysis embarrasses a lot of drivers.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 4.65625, 'PREP': -2.701171875, 'DET': -4.95703125, 'SVA': -0.64306640625}"
Lucille thinks Andrew won't upset himself.,G,principle_A_domain_3,G,"{'G': 5.13671875, 'PREP': -2.283203125, 'DET': -4.36328125, 'SVA': -2.46484375}"
"It took me three months to learn the language and by this time the whole family had fallen in love with me, that when they decided to move to London, they invited me and now we all live here and I feel like part of the family, even though it was very hard at the beginning.",PREP,Preposition_Missing,PREP,"{'G': 2.4921875, 'PREP': 3.46484375, 'DET': -4.40625, 'SVA': -4.0390625}"
Richard shouldn't have this clean tooth.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 5.08203125, 'PREP': -2.205078125, 'DET': -4.03515625, 'SVA': -2.70703125}"
She didn't tell me but when I came in the class everybody was looking at me and this boy as well.,PREP,Preposition_Replacing,PREP,"{'G': 2.5625, 'PREP': 3.40234375, 'DET': -4.26171875, 'SVA': -4.1875}"
Many pedestrians lifted those movie theaters.,G,determiner_noun_agreement_2,SVA,"{'G': 0.9169921875, 'PREP': -2.787109375, 'DET': -3.876953125, 'SVA': 5.05859375}"
At surfing I am not good at all.,G,Preposition_Replacing,PREP,"{'G': 2.99609375, 'PREP': 3.05078125, 'DET': -4.7265625, 'SVA': -4.1640625}"
Most fungi exists.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -1.4326171875, 'PREP': -1.8427734375, 'DET': -1.8798828125, 'SVA': 6.13671875}"
The teenager see.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -1.6943359375, 'PREP': -1.5244140625, 'DET': -1.7421875, 'SVA': 6.08203125}"
Each girl wasn't there failing to boycott some art gallery.,G,existential_there_quantifiers_2,G,"{'G': 5.015625, 'PREP': -2.470703125, 'DET': -4.09765625, 'SVA': -2.251953125}"
The shoe unfold.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': 2.46875, 'PREP': -2.78125, 'DET': -4.47265625, 'SVA': 2.814453125}"
"After all of this we saw the show from the best place, near the stage and afterwards, the thing that I most liked, we were invited to see the group and got their signatures.",G,Preposition_Replacing,PREP,"{'G': 2.548828125, 'PREP': 3.43359375, 'DET': -4.55078125, 'SVA': -3.98046875}"
The teeth alarm Rodney.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 5.12890625, 'PREP': -2.421875, 'DET': -4.54296875, 'SVA': -2.103515625}"
The louse have broken a unicycle.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -1.578125, 'PREP': -1.525390625, 'DET': -1.98046875, 'SVA': 6.08203125}"
Anne leaves this person.,G,determiner_noun_agreement_irregular_2,G,"{'G': 5.1875, 'PREP': -2.275390625, 'DET': -4.5859375, 'SVA': -2.357421875}"
Brenda observed.,G,drop_argument,G,"{'G': 5.19140625, 'PREP': -2.251953125, 'DET': -4.6953125, 'SVA': -2.283203125}"
A lot of granddaughters of Deborah who were arriving at these grocery stores had not ever hurt Adam.,G,sentential_negation_npi_scope,G,"{'G': 5.1328125, 'PREP': -2.3515625, 'DET': -4.44140625, 'SVA': -2.30078125}"
This dress shocked these legislatures.,G,determiner_noun_agreement_2,G,"{'G': 5.203125, 'PREP': -2.244140625, 'DET': -4.64453125, 'SVA': -2.375}"
- concerning the date : I can go in July because it's my holiday month.,G,Preposition_Unnecessary,PREP,"{'G': 2.466796875, 'PREP': 3.494140625, 'DET': -4.38671875, 'SVA': -4.03515625}"
The pamphlets about Jesus is appearing.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.259765625, 'PREP': -1.6943359375, 'DET': -2.359375, 'SVA': 6.1171875}"
I would like to tell you that I was really disappointed with my evening at your theatre.,G,Preposition_Missing,G,"{'G': 3.13671875, 'PREP': 2.90625, 'DET': -4.7734375, 'SVA': -4.171875}"
The men haven't dated.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 5.1796875, 'PREP': -2.32421875, 'DET': -4.734375, 'SVA': -2.142578125}"
Some museum discusses this cafe.,G,determiner_noun_agreement_2,G,"{'G': 5.140625, 'PREP': -2.451171875, 'DET': -4.65625, 'SVA': -2.00390625}"
Kenneth knew these student.,DET,determiner_noun_agreement_1,DET,"{'G': -2.544921875, 'PREP': -1.091796875, 'DET': 8.53125, 'SVA': -1.373046875}"
These senators who didn't respect Valerie aren't longing to tour a school.,G,distractor_agreement_relative_clause,SVA,"{'G': 2.703125, 'PREP': -2.78125, 'DET': -4.84375, 'SVA': 2.806640625}"
Sally hadn't passed this good movie theater.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 5.11328125, 'PREP': -2.375, 'DET': -4.31640625, 'SVA': -2.349609375}"
Most hospitals are there revealing who should hire those customers.,G,existential_there_quantifiers_2,G,"{'G': 5.2109375, 'PREP': -2.1640625, 'DET': -4.7734375, 'SVA': -2.361328125}"
So I hope the world reaches agreement about this and computer engineers have to prevent these problems because something good could be something very dangerous.,G,Preposition_Unnecessary,PREP,"{'G': 2.6171875, 'PREP': 3.390625, 'DET': -4.38671875, 'SVA': -4.15234375}"
Some driver didn't sell that ill horse.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 5.16015625, 'PREP': -2.201171875, 'DET': -4.33203125, 'SVA': -2.60546875}"
"Peter and Sue asked to Francis for some help with their exam subjects and Francis, all week, was too busy to help them.",PREP,Preposition_Unnecessary,G,"{'G': 3.162109375, 'PREP': 2.865234375, 'DET': -4.671875, 'SVA': -4.25390625}"
Sheila thought about this media.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.640625, 'PREP': -0.93603515625, 'DET': 8.53125, 'SVA': -1.396484375}"
I am writing to express my dissatisfaction about the show you put on two weeks ago at your theatre.,PREP,Preposition_Replacing,PREP,"{'G': 2.505859375, 'PREP': 3.46875, 'DET': -4.37890625, 'SVA': -4.0703125}"
These people hire this clever men.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.279296875, 'PREP': -1.2080078125, 'DET': 8.4765625, 'SVA': -1.6474609375}"
Those guests fire these teacher.,DET,determiner_noun_agreement_2,DET,"{'G': -2.373046875, 'PREP': -1.2099609375, 'DET': 8.5078125, 'SVA': -1.50390625}"
The thesis wasn't inducing Florence's electrician to scare Alice.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.16796875, 'PREP': -2.330078125, 'DET': -4.63671875, 'SVA': -2.203125}"
Some door annoys that hidden men.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.203125, 'PREP': -1.4287109375, 'DET': 8.4765625, 'SVA': -1.498046875}"
"From this moment, I knew without the shadow of a doubt that my mother would know it sooner or later.",PREP,Preposition_Missing,PREP,"{'G': 2.765625, 'PREP': 3.28125, 'DET': -4.49609375, 'SVA': -4.18359375}"
These phenomena isn't annoying pedestrians.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -1.453125, 'PREP': -1.75, 'DET': -1.97265625, 'SVA': 6.12109375}"
The senators that hadn't investigated a legislature aren't chatting.,G,distractor_agreement_relative_clause,G,"{'G': 3.54296875, 'PREP': -2.90234375, 'DET': -4.8359375, 'SVA': 1.3857421875}"
"As I knew the techniques to break into a place without being noticed, I should not have been afraid but tonight I had to steal the most precious diamond in the country, which was very well protected.",G,Preposition_Replacing,PREP,"{'G': 2.642578125, 'PREP': 3.373046875, 'DET': -4.46875, 'SVA': -4.1171875}"
We have discussed about it a lot of times.,PREP,Preposition_Unnecessary,G,"{'G': 4.0234375, 'PREP': 1.365234375, 'DET': -4.76953125, 'SVA': -4.1171875}"
This student cured at least seven cats.,G,superlative_quantifiers_2,G,"{'G': 5.15625, 'PREP': -2.318359375, 'DET': -4.51953125, 'SVA': -2.294921875}"
Most ladies discover all college campuses that Carrie cleans that shocked this school.,G,wh_questions_subject_gap_long_distance,G,"{'G': 5.1953125, 'PREP': -2.228515625, 'DET': -4.578125, 'SVA': -2.421875}"
Jennifer isn't touring these old oases.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.13671875, 'PREP': -2.384765625, 'DET': -4.40625, 'SVA': -2.3046875}"
Who do Nancy's grandfathers that were hiring those customers return to?,G,complex_NP_island,G,"{'G': 5.19921875, 'PREP': -2.208984375, 'DET': -4.67578125, 'SVA': -2.376953125}"
Julie toured that clean movie theaters.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.166015625, 'PREP': -1.4521484375, 'DET': 8.453125, 'SVA': -1.521484375}"
"First of all, I can travel only in July because my son's school is going to finish at the end of June, so it is impossible for me to travel during June.",G,Preposition_Unnecessary,PREP,"{'G': 2.548828125, 'PREP': 3.447265625, 'DET': -4.5390625, 'SVA': -3.98828125}"
We are also enthusiastic about your sightseeing in bus and the River trip to Greenwich on Monday and visiting to the National Art Gallery on Wednesday.,PREP,Preposition_Unnecessary,PREP,"{'G': 2.703125, 'PREP': 3.345703125, 'DET': -4.578125, 'SVA': -4.0859375}"
The cashiers who distracts Jesus requires this lady to praise Diane.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -0.93017578125, 'PREP': -1.9931640625, 'DET': -2.572265625, 'SVA': 6.12109375}"
Every adult notices these ox.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.669921875, 'PREP': -1.171875, 'DET': 8.515625, 'SVA': -1.0771484375}"
The actresses forget that unemployed alumnus.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.17578125, 'PREP': -2.291015625, 'DET': -4.7109375, 'SVA': -2.21875}"
Catherine has boycotted those gray oases.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.17578125, 'PREP': -2.28125, 'DET': -4.51953125, 'SVA': -2.400390625}"
A lady who was observing many patients escapes from those hills.,G,distractor_agreement_relative_clause,G,"{'G': 3.05859375, 'PREP': -2.875, 'DET': -4.63671875, 'SVA': 2.150390625}"
That actor that argued about many cashiers have motivated those universities to criticize customers.,SVA,distractor_agreement_relative_clause,SVA,"{'G': 0.17578125, 'PREP': -2.515625, 'DET': -3.453125, 'SVA': 5.6796875}"
