text,labels,UID,prediction,Probabilities
Joseph examined these synopsis.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.705078125, 'PREP': -2.705078125, 'DET': 11.1953125, 'SVA': -1.572265625}"
Every guest is irritating this serious child.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 7.21875, 'PREP': -2.404296875, 'DET': -5.3125, 'SVA': -3.123046875}"
Wendy had toured this high schools.,DET,determiner_noun_agreement_2,DET,"{'G': -2.53125, 'PREP': -2.64453125, 'DET': 11.0859375, 'SVA': -1.859375}"
Those ladies arrive at this public parks.,DET,determiner_noun_agreement_2,DET,"{'G': -2.60546875, 'PREP': -2.609375, 'DET': 11.1328125, 'SVA': -1.841796875}"
Many lakes that had bothered Kenneth exists.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.1328125, 'PREP': -3.16796875, 'DET': -1.841796875, 'SVA': 9.3671875}"
Many teachers return to that grocery store.,G,regular_plural_subject_verb_agreement_1,G,"{'G': 7.1875, 'PREP': -2.505859375, 'DET': -5.11328125, 'SVA': -3.05859375}"
Girls didn't love that man.,G,determiner_noun_agreement_irregular_1,G,"{'G': 7.21875, 'PREP': -2.40234375, 'DET': -5.16796875, 'SVA': -3.2421875}"
Bill's dentists have cleaned three windows and those brothers of Beverly have cleaned at least as many brown windows.,G,ellipsis_n_bar_2,G,"{'G': 7.234375, 'PREP': -2.177734375, 'DET': -5.70703125, 'SVA': -3.1953125}"
Larry walked through one dirty museum and every senator walked through many.,G,ellipsis_n_bar_1,G,"{'G': 7.25, 'PREP': -2.279296875, 'DET': -5.48828125, 'SVA': -3.228515625}"
Sonia hasn't praised those women.,G,determiner_noun_agreement_irregular_1,G,"{'G': 7.21875, 'PREP': -2.42578125, 'DET': -5.16796875, 'SVA': -3.19921875}"
These guys flee from those uncertain person.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.771484375, 'PREP': -2.625, 'DET': 11.171875, 'SVA': -1.5849609375}"
Michael isn't referencing this long synopsis.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 7.22265625, 'PREP': -2.40625, 'DET': -5.109375, 'SVA': -3.275390625}"
All cashiers scan these commentary.,DET,determiner_noun_agreement_2,DET,"{'G': -2.619140625, 'PREP': -2.783203125, 'DET': 11.21875, 'SVA': -1.6533203125}"
Pat was the only person who had known it.,PREP,Preposition_Missing,G,"{'G': 7.21484375, 'PREP': -2.12109375, 'DET': -5.84765625, 'SVA': -3.125}"
John is questioning this students.,DET,determiner_noun_agreement_2,DET,"{'G': -2.4453125, 'PREP': -2.619140625, 'DET': 11.0390625, 'SVA': -2.01171875}"
The man see.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.3984375, 'PREP': -3.083984375, 'DET': -1.5478515625, 'SVA': 9.4296875}"
Some doctor that won't distract most pedestrians do cure that horse.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.19921875, 'PREP': -3.09375, 'DET': -1.8564453125, 'SVA': 9.375}"
"Firstly, I can only travel in July because I have no time except July as I am a postgraduate student. I would very much like to stay in a log cabin.",PREP,Preposition_Missing,PREP,"{'G': 2.548828125, 'PREP': 4.70703125, 'DET': -6.59765625, 'SVA': -5.58984375}"
"However, there are a few times when you can not enjoy shopping.",G,Preposition_Unnecessary,G,"{'G': 5.2578125, 'PREP': 1.216796875, 'DET': -6.68359375, 'SVA': -4.375}"
Jill has sold these public park.,DET,determiner_noun_agreement_1,DET,"{'G': -2.671875, 'PREP': -2.654296875, 'DET': 11.1484375, 'SVA': -1.666015625}"
"In reply to your letter received the 13th of June, I first would like to say that it is a great pleasure for me to have been chosen.",PREP,Preposition_Missing,G,"{'G': 4.859375, 'PREP': 1.48046875, 'DET': -6.51953125, 'SVA': -4.296875}"
This shirt astounded those senator.,DET,determiner_noun_agreement_1,DET,"{'G': -2.830078125, 'PREP': -2.53125, 'DET': 11.1953125, 'SVA': -1.62890625}"
Bradley was admiring this geese.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.544921875, 'PREP': -2.705078125, 'DET': 11.15625, 'SVA': -1.77734375}"
"The first and most important thing is that modern technology has made our life easier, for instance the rice cooker is a great invention, all you have to do is put rice in it and switch it on, it makes cooking more efficient.",G,Preposition_Replacing,PREP,"{'G': 2.162109375, 'PREP': 5.21875, 'DET': -6.69921875, 'SVA': -5.71484375}"
I am writing to you because I would like to provide the information that you ask for.,G,Preposition_Missing,G,"{'G': 6.03515625, 'PREP': 0.353759765625, 'DET': -6.74609375, 'SVA': -4.234375}"
"First, the actors that the Circle theatre publicised on their tickets for Over the Rainbow were not there, which was very disappointing because the actors starring the musical were one of its major attractions.",PREP,Preposition_Missing,G,"{'G': 4.828125, 'PREP': 1.6435546875, 'DET': -6.66015625, 'SVA': -4.3984375}"
Some actor who hadn't hugged most drivers don't slump over.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.27734375, 'PREP': -3.126953125, 'DET': -1.7138671875, 'SVA': 9.4140625}"
"For men and women appearance is important and they spend a lot of money in buying clothes, cosmetics, accessories, jewellery etc.",PREP,Preposition_Unnecessary,PREP,"{'G': 2.298828125, 'PREP': 5.08984375, 'DET': -6.7109375, 'SVA': -5.73046875}"
All adults who hire Bruce ascend some slope.,G,distractor_agreement_relative_clause,G,"{'G': 7.16015625, 'PREP': -2.52734375, 'DET': -5.3125, 'SVA': -2.80859375}"
Kristin praised this good documentary.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 7.1953125, 'PREP': -2.48046875, 'DET': -5.0859375, 'SVA': -3.13671875}"
"Fans weren't allowed to take any sharp things in with them, like knives or scissors.",G,Preposition_Missing,PREP,"{'G': 1.94140625, 'PREP': 5.390625, 'DET': -6.5859375, 'SVA': -5.67578125}"
I have taken a Photography course and I enjoy taking photos of animals.,G,Preposition_Replacing,G,"{'G': 5.234375, 'PREP': 1.166015625, 'DET': -6.72265625, 'SVA': -4.23046875}"
We just worked in building the stage and all that sort of thing.,PREP,Preposition_Replacing,PREP,"{'G': 1.7802734375, 'PREP': 5.50390625, 'DET': -6.48046875, 'SVA': -5.66015625}"
The alumnus haven't struggled.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.337890625, 'PREP': -3.169921875, 'DET': -1.5537109375, 'SVA': 9.4453125}"
This medium distract some student.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.341796875, 'PREP': -3.078125, 'DET': -1.6533203125, 'SVA': 9.390625}"
The actress were exercising.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.283203125, 'PREP': -3.154296875, 'DET': -1.6455078125, 'SVA': 9.421875}"
Benjamin was folding a blouse.,G,causative,G,"{'G': 7.22265625, 'PREP': -2.412109375, 'DET': -5.31640625, 'SVA': -3.087890625}"
A pepper aggravates those woman.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.751953125, 'PREP': -2.7734375, 'DET': 11.25, 'SVA': -1.41796875}"
"In my opinion, it is great that science and technology improve our life.",G,Preposition_Unnecessary,G,"{'G': 4.640625, 'PREP': 1.705078125, 'DET': -6.5234375, 'SVA': -4.3125}"
The woman have coughed.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.33203125, 'PREP': -3.146484375, 'DET': -1.5966796875, 'SVA': 9.4375}"
Those students remembers Carolyn.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -2.099609375, 'PREP': -3.158203125, 'DET': -1.8818359375, 'SVA': 9.359375}"
A driver that works with all children litters.,G,distractor_agreement_relative_clause,G,"{'G': 7.1875, 'PREP': -2.33203125, 'DET': -5.7265625, 'SVA': -2.8359375}"
The nieces of Wendy does look like many photographs.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.935546875, 'PREP': -3.1015625, 'DET': -2.20703125, 'SVA': 9.265625}"
Many universities that confused that guy were intending to change.,G,distractor_agreement_relative_clause,G,"{'G': 7.203125, 'PREP': -2.4375, 'DET': -5.29296875, 'SVA': -3.046875}"
"As you possibly already know, the end - of - conference party will take place in the main reception room at the same hotel.",G,Preposition_Replacing,G,"{'G': 4.6484375, 'PREP': 1.7529296875, 'DET': -6.58203125, 'SVA': -4.4140625}"
Every patient that did discover movies don't win.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.251953125, 'PREP': -3.126953125, 'DET': -1.740234375, 'SVA': 9.3984375}"
Chad weren't admiring Dawn.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -1.8564453125, 'PREP': -3.162109375, 'DET': -2.216796875, 'SVA': 9.25}"
"For this conference I suggest wearing something very comfortable but elegant. The organisation wants all the men to wear a jacket, but a tie is not necessary.",G,Preposition_Unnecessary,G,"{'G': 5.03125, 'PREP': 1.41015625, 'DET': -6.66015625, 'SVA': -4.34765625}"
Write to me as soon as possible.,G,Preposition_Missing,G,"{'G': 7.17578125, 'PREP': -2.103515625, 'DET': -5.953125, 'SVA': -2.984375}"
The geese haven't woken up.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 7.1953125, 'PREP': -2.45703125, 'DET': -5.1953125, 'SVA': -3.099609375}"
Samuel visits those adults.,G,determiner_noun_agreement_1,G,"{'G': 7.0625, 'PREP': -2.7265625, 'DET': -4.69140625, 'SVA': -2.8671875}"
Jesus sees this exposed oxen.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.798828125, 'PREP': -2.306640625, 'DET': 11.0234375, 'SVA': -1.8916015625}"
The person is hiding this eggplant.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 7.1875, 'PREP': -2.498046875, 'DET': -5.203125, 'SVA': -3.00390625}"
The report about the Impressionists don't disagree with Rose.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.140625, 'PREP': -3.1171875, 'DET': -1.91015625, 'SVA': 9.359375}"
Barbara hasn't explored all cafes.,G,regular_plural_subject_verb_agreement_1,G,"{'G': 7.2265625, 'PREP': -2.38671875, 'DET': -5.33984375, 'SVA': -3.140625}"
Those guys returns to Lori.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -2.0859375, 'PREP': -3.154296875, 'DET': -1.916015625, 'SVA': 9.359375}"
And do you have any idea of how much money I need to bring?,PREP,Preposition_Unnecessary,G,"{'G': 6.2265625, 'PREP': 0.1387939453125, 'DET': -6.71484375, 'SVA': -4.2734375}"
Most dancers boast about these bases.,G,determiner_noun_agreement_irregular_1,G,"{'G': 7.14453125, 'PREP': -2.568359375, 'DET': -4.93359375, 'SVA': -3.068359375}"
The Borgias think about these pictures.,G,determiner_noun_agreement_2,G,"{'G': 7.17578125, 'PREP': -2.515625, 'DET': -5.18359375, 'SVA': -2.97265625}"
Patrick hasn't hidden these orange oasis.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.69921875, 'PREP': -2.6953125, 'DET': 11.21875, 'SVA': -1.6025390625}"
"Furthermore, on the advertisement I got, it was written that the theatre restaurant was open.",PREP,Preposition_Replacing,PREP,"{'G': 1.6953125, 'PREP': 5.5625, 'DET': -6.38671875, 'SVA': -5.6796875}"
That's a place where you lose too much time and health.,G,Preposition_Unnecessary,PREP,"{'G': 2.3828125, 'PREP': 4.97265625, 'DET': -6.69921875, 'SVA': -5.7109375}"
The drivers isn't thinking about Helen.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.1171875, 'PREP': -3.130859375, 'DET': -1.9052734375, 'SVA': 9.359375}"
The newspaper articles about Winston Churchill do disappear.,G,distractor_agreement_relational_noun,G,"{'G': 7.203125, 'PREP': -2.41796875, 'DET': -5.36328125, 'SVA': -3.044921875}"
Carla did break this feet.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.580078125, 'PREP': -2.62109375, 'DET': 11.140625, 'SVA': -1.865234375}"
The person haven't slumped over.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.345703125, 'PREP': -3.16015625, 'DET': -1.5595703125, 'SVA': 9.4453125}"
"He doesn't want help because he wants to prove the little boy and himself that he is not really old, even if he has lived many years.",PREP,Preposition_Missing,G,"{'G': 4.8046875, 'PREP': 1.599609375, 'DET': -6.55859375, 'SVA': -4.3984375}"
A lot of patients that haven't listened to that actress can disagree with themselves.,G,principle_A_c_command,G,"{'G': 7.23046875, 'PREP': -2.337890625, 'DET': -5.41015625, 'SVA': -3.15625}"
Rodney didn't kiss those displeased women.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 7.1953125, 'PREP': -2.4921875, 'DET': -5.09375, 'SVA': -3.111328125}"
"I've recently started classes so all the rules were given to us, as you know, on the first day.",G,Preposition_Missing,PREP,"{'G': 3.412109375, 'PREP': 3.755859375, 'DET': -6.84375, 'SVA': -5.33984375}"
Erin slowed that car.,G,causative,G,"{'G': 7.09765625, 'PREP': -2.654296875, 'DET': -4.9375, 'SVA': -2.8515625}"
Lawrence had concealed what that cake resembles.,G,wh_vs_that_with_gap,G,"{'G': 7.2265625, 'PREP': -2.400390625, 'DET': -5.17578125, 'SVA': -3.248046875}"
Denise praises this fast children.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.595703125, 'PREP': -2.537109375, 'DET': 11.0625, 'SVA': -1.91796875}"
It's himself who Theodore wouldn't talk about.,G,principle_A_reconstruction,G,"{'G': 7.2109375, 'PREP': -2.0546875, 'DET': -5.80859375, 'SVA': -3.271484375}"
Samuel cleans this smooth teeth.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.759765625, 'PREP': -2.412109375, 'DET': 11.1171875, 'SVA': -1.890625}"
Some window has hurt this customers.,DET,determiner_noun_agreement_2,DET,"{'G': -2.271484375, 'PREP': -2.7578125, 'DET': 11.03125, 'SVA': -2.046875}"
Brett might also fire Sarah.,G,npi_present_2,G,"{'G': 7.16796875, 'PREP': -2.5390625, 'DET': -5.23046875, 'SVA': -2.8671875}"
Who will some guy remember while disgusting Tonya?,G,adjunct_island,G,"{'G': 7.17578125, 'PREP': -2.345703125, 'DET': -5.62109375, 'SVA': -2.88671875}"
Modern technology also allows you to go into the Internet to get any information you need.,PREP,Preposition_Replacing,G,"{'G': 4.18359375, 'PREP': 2.416015625, 'DET': -6.609375, 'SVA': -4.6953125}"
Tonya can't break these forks.,G,causative,G,"{'G': 7.20703125, 'PREP': -2.466796875, 'DET': -5.09765625, 'SVA': -3.169921875}"
These students walk through those new oases.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 7.19140625, 'PREP': -2.484375, 'DET': -5.05078125, 'SVA': -3.1484375}"
The newspaper articles about Galileo appear.,G,distractor_agreement_relational_noun,G,"{'G': 7.09765625, 'PREP': -2.6328125, 'DET': -4.96875, 'SVA': -2.875}"
Suzanne talked about these women.,G,determiner_noun_agreement_irregular_2,G,"{'G': 7.15625, 'PREP': -2.5703125, 'DET': -4.9296875, 'SVA': -3.0625}"
The waitresses mess up many chairs.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 7.12109375, 'PREP': -2.4609375, 'DET': -5.55078125, 'SVA': -2.6953125}"
These museums remember this dancers.,DET,determiner_noun_agreement_2,DET,"{'G': -2.548828125, 'PREP': -2.685546875, 'DET': 11.140625, 'SVA': -1.8291015625}"
Theodore can scare this scared women.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.466796875, 'PREP': -2.681640625, 'DET': 11.078125, 'SVA': -1.904296875}"
I would like to make some comments about the event that I went.,PREP,Preposition_Missing,G,"{'G': 4.5859375, 'PREP': 1.7890625, 'DET': -6.53515625, 'SVA': -4.39453125}"
Raymond hadn't noticed those young woman.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.537109375, 'PREP': -2.849609375, 'DET': 11.1875, 'SVA': -1.60546875}"
Matt does imagine himself hurting Elizabeth.,G,principle_A_case_2,G,"{'G': 7.18359375, 'PREP': -2.49609375, 'DET': -5.12109375, 'SVA': -3.076171875}"
Martin described those bad analysis.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.69140625, 'PREP': -2.62109375, 'DET': 11.125, 'SVA': -1.6728515625}"
I have gone out onto the street and I have asked people this question.,G,Preposition_Unnecessary,PREP,"{'G': 1.6171875, 'PREP': 5.578125, 'DET': -6.34765625, 'SVA': -5.59375}"
Adults discover those woman.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.5625, 'PREP': -2.845703125, 'DET': 11.2109375, 'SVA': -1.61328125}"
Technology is very important for my life.,PREP,Preposition_Replacing,G,"{'G': 4.515625, 'PREP': 1.89453125, 'DET': -6.56640625, 'SVA': -4.453125}"
Kevin had talked to that man.,G,determiner_noun_agreement_irregular_2,G,"{'G': 7.20703125, 'PREP': -2.458984375, 'DET': -5.12890625, 'SVA': -3.15234375}"
Vincent thinks Michelle shouldn't conceal herself.,G,principle_A_domain_3,G,"{'G': 7.21484375, 'PREP': -2.41796875, 'DET': -5.32421875, 'SVA': -3.072265625}"
The cactus isn't appearing.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 7.1796875, 'PREP': -2.505859375, 'DET': -5.16796875, 'SVA': -3.0078125}"
Karen is kissing this troubled cashiers.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.658203125, 'PREP': -2.466796875, 'DET': 11.0625, 'SVA': -1.912109375}"
A movie about the Lutherans don't bore Thomas.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.197265625, 'PREP': -3.130859375, 'DET': -1.8125, 'SVA': 9.3828125}"
Holly thought that she isn't confusing Margaret.,G,principle_A_case_1,G,"{'G': 7.2265625, 'PREP': -2.369140625, 'DET': -5.36328125, 'SVA': -3.15234375}"
The man haven't questioned Todd.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.2265625, 'PREP': -3.17578125, 'DET': -1.703125, 'SVA': 9.4140625}"
"I was very disappointed because I was longing for to see them, as a fan.",PREP,Preposition_Unnecessary,PREP,"{'G': 0.1824951171875, 'PREP': 5.52734375, 'DET': -4.46484375, 'SVA': -4.5859375}"
Most malls aren't there disappearing.,G,existential_there_quantifiers_2,G,"{'G': 7.19921875, 'PREP': -2.4375, 'DET': -5.0625, 'SVA': -3.240234375}"
I have just received your letter which made me so happy. I am writing to reply to your questions.,G,Preposition_Missing,G,"{'G': 5.71484375, 'PREP': 0.677734375, 'DET': -6.78125, 'SVA': -4.1875}"
The socks unfolds.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.259765625, 'PREP': -3.197265625, 'DET': -1.580078125, 'SVA': 9.4140625}"
The jackets wrinkles.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.201171875, 'PREP': -3.19140625, 'DET': -1.6826171875, 'SVA': 9.3984375}"
The Korean restaurants appeared to be the most popular to foreigners.,PREP,Preposition_Replacing,PREP,"{'G': 0.96728515625, 'PREP': 5.546875, 'DET': -5.78515625, 'SVA': -4.84375}"
Every child were managing to shock some cashier.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -1.931640625, 'PREP': -3.15234375, 'DET': -2.138671875, 'SVA': 9.2890625}"
It's herself who Beverly will discuss.,G,principle_A_reconstruction,G,"{'G': 7.19921875, 'PREP': -2.23046875, 'DET': -5.68359375, 'SVA': -3.0703125}"
The committees talks about some malls.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.1953125, 'PREP': -3.19921875, 'DET': -1.69921875, 'SVA': 9.40625}"
Katherine hugs this big teachers.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.69140625, 'PREP': -2.5078125, 'DET': 11.109375, 'SVA': -1.853515625}"
These bicycles annoys Thomas.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -1.4541015625, 'PREP': -3.107421875, 'DET': -2.7421875, 'SVA': 9.046875}"
These women drop by this orange school.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 7.19921875, 'PREP': -2.447265625, 'DET': -5.15625, 'SVA': -3.15625}"
A lot of syntheses annoys Carl.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -0.90478515625, 'PREP': -3.078125, 'DET': -3.328125, 'SVA': 8.671875}"
"Of course, you should give a refund for the money spent, not only to me but to all the audience.",G,Preposition_Replacing,PREP,"{'G': 1.314453125, 'PREP': 5.65625, 'DET': -6.1015625, 'SVA': -5.3671875}"
Some senators sound like that bad analysis.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 7.19921875, 'PREP': -2.43359375, 'DET': -5.2578125, 'SVA': -3.0859375}"
A lot of students hadn't respected that concealed restaurant.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 7.234375, 'PREP': -2.34765625, 'DET': -5.1640625, 'SVA': -3.37109375}"
The crises aren't scaring many committees.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 7.203125, 'PREP': -2.412109375, 'DET': -5.22265625, 'SVA': -3.18359375}"
Patricia loved those cashiers.,G,determiner_noun_agreement_1,G,"{'G': 7.0703125, 'PREP': -2.712890625, 'DET': -4.796875, 'SVA': -2.818359375}"
"I have a summer holiday from at the end of June to the beginning of September as I am a student, but I am planning to work in August in a part - time job.",PREP,Preposition_Unnecessary,G,"{'G': 4.9921875, 'PREP': 1.2783203125, 'DET': -6.55078125, 'SVA': -4.20703125}"
Most boys return to that actress.,G,determiner_noun_agreement_2,G,"{'G': 7.171875, 'PREP': -2.537109375, 'DET': -5.109375, 'SVA': -2.99609375}"
Jane leaves these child.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.66796875, 'PREP': -2.75, 'DET': 11.2421875, 'SVA': -1.607421875}"
Even Elizabeth has really realized who have hidden.,G,npi_present_1,G,"{'G': 7.2578125, 'PREP': -2.21875, 'DET': -5.58984375, 'SVA': -3.26953125}"
I am replying to your letter about the first prize in the competition that I won and there are a number of things I would like to make clear.,G,Preposition_Replacing,G,"{'G': 6.09765625, 'PREP': 0.302978515625, 'DET': -6.7734375, 'SVA': -4.2109375}"
"After having thought about this video and asked various people so as to know what they suggested, I reached the following conclusions : we must film the lessons which are the most important and the activities which take up a great part of a day at school ; this being in three parts.",G,Preposition_Replacing,PREP,"{'G': 2.482421875, 'PREP': 4.90625, 'DET': -6.71484375, 'SVA': -5.7421875}"
The organization that has shocked these ladies motivates Katherine to forfeit.,G,distractor_agreement_relative_clause,G,"{'G': 7.16796875, 'PREP': -2.4375, 'DET': -5.56640625, 'SVA': -2.7578125}"
I would like to book my tickets for the beginning of July.,G,Preposition_Replacing,PREP,"{'G': -0.0242462158203125, 'PREP': 5.4921875, 'DET': -3.556640625, 'SVA': -5.01953125}"
"Nowadays, we use a lot of modern technology both at home and the office but it has its advantages and disadvantages.",PREP,Preposition_Missing,G,"{'G': 4.53125, 'PREP': 1.91015625, 'DET': -6.55078125, 'SVA': -4.46875}"
Donald drops by these oasis.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.689453125, 'PREP': -2.783203125, 'DET': 11.25, 'SVA': -1.5224609375}"
Some dogs find these good movie theater.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.767578125, 'PREP': -2.609375, 'DET': 11.1484375, 'SVA': -1.58984375}"
Martin shouldn't discuss this man.,G,determiner_noun_agreement_irregular_2,G,"{'G': 7.2109375, 'PREP': -2.435546875, 'DET': -5.0625, 'SVA': -3.2734375}"
Some diagnoses has stunned Sherry.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.080078125, 'PREP': -3.14453125, 'DET': -1.9453125, 'SVA': 9.3515625}"
Many drivers investigate this governments.,DET,determiner_noun_agreement_1,DET,"{'G': -2.634765625, 'PREP': -2.578125, 'DET': 11.125, 'SVA': -1.845703125}"
Lisa has discovered those big children.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 7.2109375, 'PREP': -2.4453125, 'DET': -5.0703125, 'SVA': -3.23046875}"
This girl that has shocked senators hasn't baked.,G,distractor_agreement_relative_clause,G,"{'G': 7.21484375, 'PREP': -2.41796875, 'DET': -5.40625, 'SVA': -3.01953125}"
The coats unfold.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 7.1015625, 'PREP': -2.640625, 'DET': -5.06640625, 'SVA': -2.7890625}"
All teachers should clean this forks.,DET,determiner_noun_agreement_1,DET,"{'G': -2.572265625, 'PREP': -2.6015625, 'DET': 11.109375, 'SVA': -1.8876953125}"
"But, as the days went by, she was surprised because she realized she was getting used not telling secrets anymore.",PREP,Preposition_Missing,PREP,"{'G': 2.09375, 'PREP': 5.30078125, 'DET': -6.63671875, 'SVA': -5.7578125}"
The teacher haven't fought.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.294921875, 'PREP': -3.169921875, 'DET': -1.6171875, 'SVA': 9.4296875}"
Jacqueline explains that she was worrying Heather.,G,principle_A_case_1,G,"{'G': 7.21875, 'PREP': -2.416015625, 'DET': -5.328125, 'SVA': -3.076171875}"
All grocery stores didn't shock these adults.,G,determiner_noun_agreement_2,G,"{'G': 7.2109375, 'PREP': -2.435546875, 'DET': -5.16015625, 'SVA': -3.1796875}"
The teenagers have talked about Steven.,G,animate_subject_trans,G,"{'G': 7.16796875, 'PREP': -2.529296875, 'DET': -5.109375, 'SVA': -3.005859375}"
The bank that is disturbing most organizations boasts.,G,distractor_agreement_relative_clause,G,"{'G': 7.1953125, 'PREP': -2.326171875, 'DET': -5.6796875, 'SVA': -2.91015625}"
"In the bus or even on the tube, I can talk with a friend via a mobile phone when I feel bored.",PREP,Preposition_Replacing,G,"{'G': 4.37109375, 'PREP': 2.078125, 'DET': -6.53515625, 'SVA': -4.52734375}"
All documentaries embarrass Todd.,G,regular_plural_subject_verb_agreement_1,G,"{'G': 6.7578125, 'PREP': -2.85546875, 'DET': -5.17578125, 'SVA': -1.78515625}"
The prints of Deborah was annoying the patients.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.08203125, 'PREP': -3.1015625, 'DET': -2.005859375, 'SVA': 9.3359375}"
In that moment I felt so nervous and terrified that I fainted.,PREP,Preposition_Replacing,PREP,"{'G': 1.859375, 'PREP': 5.45703125, 'DET': -6.53515625, 'SVA': -5.67578125}"
The convertible distracts a committee.,G,transitive,G,"{'G': 6.97265625, 'PREP': -2.67578125, 'DET': -5.45703125, 'SVA': -2.166015625}"
Keith got a job.,G,irregular_past_participle_verbs,G,"{'G': 7.203125, 'PREP': -2.419921875, 'DET': -5.3828125, 'SVA': -3.01171875}"
Laura hadn't praised those scared drivers.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 7.2109375, 'PREP': -2.455078125, 'DET': -5.15234375, 'SVA': -3.158203125}"
The bird that upsets these guests wastes away.,G,distractor_agreement_relative_clause,G,"{'G': 7.18359375, 'PREP': -2.40234375, 'DET': -5.59765625, 'SVA': -2.81640625}"
Brett said that he brought most hills.,G,principle_A_case_1,G,"{'G': 7.23046875, 'PREP': -2.35546875, 'DET': -5.4140625, 'SVA': -3.125}"
Many chairs aren't disgusting these unlucky child.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.544921875, 'PREP': -2.791015625, 'DET': 11.171875, 'SVA': -1.669921875}"
Raymond hasn't known who that child has fired.,G,wh_vs_that_with_gap,G,"{'G': 7.25, 'PREP': -2.3125, 'DET': -5.30078125, 'SVA': -3.33203125}"
"Firstly, the material of which clothes are made is a wide variety.",PREP,Preposition_Missing,PREP,"{'G': 2.13671875, 'PREP': 5.25, 'DET': -6.6484375, 'SVA': -5.7421875}"
The guy haven't conspired.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.287109375, 'PREP': -3.16796875, 'DET': -1.6318359375, 'SVA': 9.4296875}"
