text,labels,UID,BB_RoBERTa_preds,BB_RoBERTa_probs
We have a good and rich sponsor. That's why we could buy a lot of different materials with different colours and we tried to be polite with actors even if they didn't want to wear that piece of clothing which we thought was most suitable to their style.,PREP,Preposition_Replacing,G,"{'G': 4.78515625, 'PREP': 3.59375, 'DET': -5.61328125, 'SVA': -4.83984375}"
"My confession caused a disaster in her life and that of her family, and they called the police to take me out of the planet or to be arrested, so that I couldn't see her again.",PREP,Preposition_Replacing,G,"{'G': 4.71484375, 'PREP': 3.75, 'DET': -5.578125, 'SVA': -4.89453125}"
"Despite of being tiring, it was rewarding because I noticed that all the singers are ordinary people who want to see their fans happy and satisfied and it is true I experienced that.",PREP,Preposition_Unnecessary,G,"{'G': 4.65234375, 'PREP': 3.830078125, 'DET': -5.32421875, 'SVA': -5.046875}"
Before I bought my ticket and made train and hotel reservations I'd read a lot of good reviews about that show and I thought it would be a great event to share with friends.,PREP,Preposition_Replacing,G,"{'G': 4.46484375, 'PREP': 4.1328125, 'DET': -5.56640625, 'SVA': -4.90234375}"
I have filled two albums about birds and flowers.,PREP,Preposition_Replacing,G,"{'G': 5.06640625, 'PREP': 2.927734375, 'DET': -5.86328125, 'SVA': -4.44140625}"
"The shopping centre is just opposite of the hotel. However, some people may want to just wait at the hotel, having a cup of coffee.",PREP,Preposition_Unnecessary,G,"{'G': 4.30859375, 'PREP': 4.3046875, 'DET': -5.75390625, 'SVA': -4.734375}"
I had to make the fans keep a queue.,PREP,Preposition_Missing,G,"{'G': 5.99609375, 'PREP': 0.77685546875, 'DET': -5.37109375, 'SVA': -3.90234375}"
Also there is a bus provided by the organisation to take all the students at the hotel.,PREP,Preposition_Replacing,G,"{'G': 5.05078125, 'PREP': 3.15234375, 'DET': -5.90625, 'SVA': -4.63671875}"
I have chosen between the activities offered to do photography. I have already been a member of a photography club so I am experienced.,PREP,Preposition_Replacing,G,"{'G': 4.62890625, 'PREP': 3.890625, 'DET': -5.71875, 'SVA': -4.81640625}"
Choosing gives me such great pleasure because I never have to worry from where I get money for my wishes.,PREP,Preposition_Replacing,G,"{'G': 5.3828125, 'PREP': 2.4609375, 'DET': -5.390625, 'SVA': -4.80078125}"
They tried to contact with my parents.,PREP,Preposition_Unnecessary,G,"{'G': 5.62109375, 'PREP': 1.7724609375, 'DET': -5.54296875, 'SVA': -4.30078125}"
When the show started the person who was acting it was not Danny Brook and the replacement didn't seem to be an actor.,PREP,Preposition_Missing,G,"{'G': 5.82421875, 'PREP': 1.4599609375, 'DET': -5.484375, 'SVA': -4.34375}"
I enjoyed it very much and I want to convey my pleasure to you though this letter.,PREP,Preposition_Replacing,G,"{'G': 4.93359375, 'PREP': 3.154296875, 'DET': -5.74609375, 'SVA': -4.61328125}"
And I was really disappointed from the different actor's performance.,PREP,Preposition_Replacing,G,"{'G': 5.046875, 'PREP': 3.072265625, 'DET': -5.3515625, 'SVA': -4.9375}"
I'm writing to you to describe some problems with your theatre's show. First I have to say to you that there was a different actor to the one advertised starring the play.,PREP,Preposition_Missing,G,"{'G': 5.08203125, 'PREP': 2.880859375, 'DET': -5.95703125, 'SVA': -4.3515625}"
"The old man and woman tried to get her to stay their house, but they couldn't.",PREP,Preposition_Missing,G,"{'G': 5.29296875, 'PREP': 2.525390625, 'DET': -5.41796875, 'SVA': -4.6484375}"
Television is a good way to be informed with the news.,PREP,Preposition_Replacing,G,"{'G': 6.66796875, 'PREP': -0.79931640625, 'DET': -5.37109375, 'SVA': -3.271484375}"
It all began when Paul went downstairs of the Heavy Sleep.,PREP,Preposition_Replacing,G,"{'G': 4.76171875, 'PREP': 3.630859375, 'DET': -5.796875, 'SVA': -4.73046875}"
I was sure that it was Pat who told to everyone.,PREP,Preposition_Unnecessary,G,"{'G': 5.90625, 'PREP': 1.0234375, 'DET': -5.390625, 'SVA': -4.078125}"
"Besides this, I think that some of the concert halls were too small that I felt very uncomfortable.",PREP,Preposition_Missing,G,"{'G': 4.984375, 'PREP': 3.1953125, 'DET': -5.32421875, 'SVA': -5.00390625}"
I'm looking forward to seeing you on the conference.,PREP,Preposition_Replacing,G,"{'G': 5.29296875, 'PREP': 2.2421875, 'DET': -5.96484375, 'SVA': -4.05078125}"
Their family could explain them how they avoid things.,PREP,Preposition_Missing,G,"{'G': 6.37109375, 'PREP': -0.492431640625, 'DET': -3.8515625, 'SVA': -4.31640625}"
"1. First of all, I was really furious about watching a show starring by a different actor, instead of Danny Brook,",PREP,Preposition_Unnecessary,G,"{'G': 4.984375, 'PREP': 3.248046875, 'DET': -5.78125, 'SVA': -4.6796875}"
I was afraid that someone was near my house and wanted to get to my house.,PREP,Preposition_Replacing,G,"{'G': 4.80859375, 'PREP': 3.552734375, 'DET': -5.61328125, 'SVA': -4.85546875}"
Immediately she interrupted and told to the man that she was a secret agent.,PREP,Preposition_Unnecessary,G,"{'G': 5.38671875, 'PREP': 2.3515625, 'DET': -5.81640625, 'SVA': -4.38671875}"
"To be honest, I wanted to share this feeling to someone else but I needed to keep it very secret.",PREP,Preposition_Replacing,G,"{'G': 5.5546875, 'PREP': 1.974609375, 'DET': -5.765625, 'SVA': -4.2734375}"
For my surprise Danny Brook never appeared.,PREP,Preposition_Replacing,G,"{'G': 5.51171875, 'PREP': 2.16015625, 'DET': -5.59375, 'SVA': -4.515625}"
"Finally, I just want to say that the perfect evening that the advertisement promised and that we all wanted turned out to be regrettable for the wasted money.",PREP,Preposition_Replacing,G,"{'G': 4.8671875, 'PREP': 3.447265625, 'DET': -5.625, 'SVA': -4.80078125}"
He told me that he had to tell to my grandmother.,PREP,Preposition_Unnecessary,G,"{'G': 6.13671875, 'PREP': 0.408935546875, 'DET': -5.53125, 'SVA': -3.638671875}"
"There is not enough time to do a lot of things ; and if I want to do them, I realize that my life is devoted to my duties without leaving any time to pleasures.",PREP,Preposition_Replacing,G,"{'G': 5.48046875, 'PREP': 2.236328125, 'DET': -5.453125, 'SVA': -4.64453125}"
We hadn't so many machines than they have.,PREP,Preposition_Replacing,G,"{'G': 5.39453125, 'PREP': 2.138671875, 'DET': -4.83203125, 'SVA': -4.8828125}"
"I'm sorry to be writing to you for such a bad thing, but my evening at your theatre wasn't as perfect as you advertised : it wasn't perfect at all!",PREP,Preposition_Replacing,G,"{'G': 4.61328125, 'PREP': 3.927734375, 'DET': -5.58984375, 'SVA': -4.91796875}"
You know what kind of clothes I need and could you give some advice how much money I will need?,PREP,Preposition_Missing,G,"{'G': 4.71484375, 'PREP': 3.759765625, 'DET': -5.53125, 'SVA': -5.00390625}"
I was regretting having risked staying at the park alone.,PREP,Preposition_Replacing,G,"{'G': 5.50390625, 'PREP': 2.046875, 'DET': -5.84765625, 'SVA': -4.19921875}"
Change wasn't common and Governments didn't invest enough money on it.,PREP,Preposition_Replacing,G,"{'G': 6.81640625, 'PREP': -2.208984375, 'DET': -4.42578125, 'SVA': -2.705078125}"
Both cases often happen in shopping.,PREP,Preposition_Replacing,G,"{'G': 5.375, 'PREP': 1.2236328125, 'DET': -3.505859375, 'SVA': -4.98828125}"
There's no need to go to the shops when I can order things by the computer.,PREP,Preposition_Replacing,G,"{'G': 4.86328125, 'PREP': 3.45703125, 'DET': -5.74609375, 'SVA': -4.78125}"
All my friends were trying to keep their distance with me.,PREP,Preposition_Replacing,G,"{'G': 6.70703125, 'PREP': -1.521484375, 'DET': -3.9296875, 'SVA': -3.671875}"
It wasn't really a perfect evening like you promised on your flyer.,PREP,Preposition_Replacing,G,"{'G': 4.96875, 'PREP': 3.17578125, 'DET': -5.6796875, 'SVA': -4.7109375}"
She persuaded him to go to the sea to ask a lot of things for her.,PREP,Preposition_Missing,G,"{'G': 5.83203125, 'PREP': 1.37890625, 'DET': -5.64453125, 'SVA': -4.14453125}"
There I soon realised that I had to learn how to drive if I wanted some quality life for my daughter and myself.,PREP,Preposition_Missing,G,"{'G': 4.98046875, 'PREP': 3.248046875, 'DET': -5.484375, 'SVA': -4.890625}"
"I think I told you about my plans of to join a group that helps at concerts, didn't I?",PREP,Preposition_Unnecessary,G,"{'G': 5.40234375, 'PREP': 2.517578125, 'DET': -5.63671875, 'SVA': -4.6796875}"
"I would like to ask if we need any money to pay or buy anything because you didn't specify what is included in the trip, such as food.",PREP,Preposition_Missing,G,"{'G': 4.375, 'PREP': 4.1640625, 'DET': -5.41015625, 'SVA': -4.921875}"
"Suddenly, all my classmates applauded and smiled to me with respect.",PREP,Preposition_Replacing,G,"{'G': 5.57421875, 'PREP': 2.033203125, 'DET': -5.48828125, 'SVA': -4.54296875}"
"And at last, the most disappointing thing, the advertisement also said that Danny Brook would be there, my favourite actor, but there was someone else instead of him.",PREP,Preposition_Unnecessary,G,"{'G': 4.64453125, 'PREP': 3.86328125, 'DET': -5.53515625, 'SVA': -4.93359375}"
It starts 10:00 am and finishes at 9:00 p.m.,PREP,Preposition_Missing,G,"{'G': 4.5078125, 'PREP': 3.990234375, 'DET': -5.8515625, 'SVA': -4.65234375}"
Our homes should just protect us dangers from outside.,PREP,Preposition_Missing,G,"{'G': 6.74609375, 'PREP': -1.9013671875, 'DET': -3.8515625, 'SVA': -3.32421875}"
I am looking forward to hearing the news from your group.,PREP,Preposition_Replacing,G,"{'G': 4.94140625, 'PREP': 2.873046875, 'DET': -6.453125, 'SVA': -3.826171875}"
The advertisement of the musical said that it was going to be Danny Brook. Unfortunately there was someone else - an actor who I do not like and if I had known that he was going to be there I would not have gone to see him.,PREP,Preposition_Replacing,G,"{'G': 5.06640625, 'PREP': 3.05859375, 'DET': -5.59765625, 'SVA': -4.7578125}"
A DAY OF MY LIFE,PREP,Preposition_Replacing,G,"{'G': 6.67578125, 'PREP': -2.4453125, 'DET': -4.58984375, 'SVA': -1.9794921875}"
I have learned a lot with the Internet. It gives me the opportunity to know more about things I never knew.,PREP,Preposition_Missing,G,"{'G': 4.39453125, 'PREP': 4.2109375, 'DET': -5.63671875, 'SVA': -4.82421875}"
One of my reasons travelling to London was this theatre.,PREP,Preposition_Missing,G,"{'G': 5.0625, 'PREP': 2.91015625, 'DET': -5.87109375, 'SVA': -4.45703125}"
Then I phoned to Pat to explain my big problem.,PREP,Preposition_Unnecessary,G,"{'G': 4.78125, 'PREP': 3.53515625, 'DET': -5.828125, 'SVA': -4.6484375}"
"She dreamed about good friends, the time that had long passed by and she dreamed from someone who she could tell her own secrets.",PREP,Preposition_Replacing,G,"{'G': 4.8828125, 'PREP': 3.439453125, 'DET': -5.4921875, 'SVA': -4.93359375}"
After that a being climbed out from the potato.,PREP,Preposition_Replacing,G,"{'G': 6.76953125, 'PREP': -1.8955078125, 'DET': -5.05078125, 'SVA': -2.46875}"
In a week my classmates and teachers started to talk about me.,PREP,Preposition_Replacing,G,"{'G': 6.875, 'PREP': -1.4267578125, 'DET': -4.82421875, 'SVA': -3.2109375}"
"For all these reasons, and if you want to keep me as a customer, I would be grateful if you gave me some or all my money back.",PREP,Preposition_Missing,G,"{'G': 4.3515625, 'PREP': 4.28125, 'DET': -5.5625, 'SVA': -4.89453125}"
We can't listen to music at class either.,PREP,Preposition_Replacing,G,"{'G': 5.31640625, 'PREP': 2.4375, 'DET': -5.86328125, 'SVA': -4.3359375}"
We are especially looking forward to going on the river trip to Greenwich and the sightseeing by bus.,PREP,Preposition_Missing,G,"{'G': 6.03125, 'PREP': 0.74658203125, 'DET': -5.84765625, 'SVA': -3.591796875}"
"I saw your advertisement for your show in the circle theatre, over the rainbow.",PREP,Preposition_Replacing,G,"{'G': 4.3125, 'PREP': 4.26171875, 'DET': -5.6171875, 'SVA': -4.7421875}"
"When we arrived to the shopping centre, I saw a lot of people.",PREP,Preposition_Replacing,G,"{'G': 4.62890625, 'PREP': 3.806640625, 'DET': -5.89453125, 'SVA': -4.63671875}"
I am writing regarding to our visit to the Circle Theatre on the 17th June.,PREP,Preposition_Unnecessary,G,"{'G': 5.7109375, 'PREP': 1.49609375, 'DET': -6.0, 'SVA': -3.84765625}"
"But the most important thing was that it would be really surprising to her, because she could hardly expect such a present.",PREP,Preposition_Replacing,G,"{'G': 4.8984375, 'PREP': 3.466796875, 'DET': -5.57421875, 'SVA': -4.88671875}"
It will be relaxing to go to Greenwich in the afternoon looking though the river.,PREP,Preposition_Replacing,G,"{'G': 5.2734375, 'PREP': 2.525390625, 'DET': -5.83203125, 'SVA': -4.40625}"
A lot of men asked her to marry with them but she always refused.,PREP,Preposition_Unnecessary,G,"{'G': 5.1796875, 'PREP': 2.85546875, 'DET': -5.44921875, 'SVA': -4.85546875}"
"Last summer I went to the Amazon on an expedition with 10 other people : a guide, a doctor, a scientist & all the rest of us as me were just curious.",PREP,Preposition_Replacing,G,"{'G': 4.30078125, 'PREP': 4.296875, 'DET': -5.59375, 'SVA': -4.7890625}"
There are a lot of folk stories in the world and there are a lot of folk stories in Estonia. I would like to tell you one of them.,PREP,Preposition_Replacing,G,"{'G': 4.3515625, 'PREP': 4.28515625, 'DET': -5.53515625, 'SVA': -4.88671875}"
Despite of this we were still looking forward to the show and Danny Brook.,PREP,Preposition_Unnecessary,G,"{'G': 5.1953125, 'PREP': 2.8046875, 'DET': -5.84765625, 'SVA': -4.5234375}"
For the attention to the manager : I am writing to complain about the organization of the musical show that the Circle Theatre presented.,PREP,Preposition_Replacing,G,"{'G': 4.40234375, 'PREP': 4.10546875, 'DET': -5.734375, 'SVA': -4.6640625}"
I would like to give you a suggestion about the size in the concert rooms.,PREP,Preposition_Replacing,G,"{'G': 5.69921875, 'PREP': 1.7021484375, 'DET': -5.59765625, 'SVA': -4.328125}"
And as lastly that was the worst night I had ever had so I asked for my money back but they wouldn't give me it so I had an argument with the people who worked there but I couldn't get my money back.,PREP,Preposition_Unnecessary,G,"{'G': 4.34375, 'PREP': 4.25390625, 'DET': -5.4765625, 'SVA': -4.8828125}"
"Secondly, I am very keen at sports.",PREP,Preposition_Replacing,G,"{'G': 4.734375, 'PREP': 3.525390625, 'DET': -5.87109375, 'SVA': -4.56640625}"
Everyone at the school knew about my love to Larry including him.,PREP,Preposition_Replacing,G,"{'G': 6.515625, 'PREP': -0.5234375, 'DET': -5.52734375, 'SVA': -3.16015625}"
We had fun to 5 o'clock!,PREP,Preposition_Replacing,G,"{'G': 4.73828125, 'PREP': 3.6328125, 'DET': -5.69140625, 'SVA': -4.8046875}"
What I particularly enjoyed was meeting the famous musicians I have been dreaming seeing.,PREP,Preposition_Missing,G,"{'G': 5.30859375, 'PREP': 2.548828125, 'DET': -5.6640625, 'SVA': -4.578125}"
I am writing with reference to your letter concerning the organization of an international student conference in Wimbledon Art College.,PREP,Preposition_Replacing,G,"{'G': 5.91015625, 'PREP': 1.119140625, 'DET': -5.85546875, 'SVA': -3.779296875}"
"On balance then, I think that the houses that we see on films won't really exist.",PREP,Preposition_Replacing,G,"{'G': 5.078125, 'PREP': 3.0546875, 'DET': -5.47265625, 'SVA': -4.89453125}"
"There, Jacob approaches to him slowly and tells him.",PREP,Preposition_Unnecessary,G,"{'G': 5.48046875, 'PREP': 2.296875, 'DET': -5.52734375, 'SVA': -4.61328125}"
"I mean, all those flashing lights, their changing colours, I believe they helped a lot.",PREP,Preposition_Missing,G,"{'G': 4.765625, 'PREP': 3.650390625, 'DET': -5.60546875, 'SVA': -4.89453125}"
And I'd like to know about what kind of clothes to take and how much money to take too.,PREP,Preposition_Unnecessary,G,"{'G': 4.4609375, 'PREP': 4.10546875, 'DET': -5.3828125, 'SVA': -4.96875}"
"regarding the accommodation, I would prefer a log cabin. I think that will be safer about all my things.",PREP,Preposition_Replacing,G,"{'G': 5.22265625, 'PREP': 2.65625, 'DET': -5.98046875, 'SVA': -4.3515625}"
Due to all this trouble I think we should have our money back.,PREP,Preposition_Replacing,G,"{'G': 5.29296875, 'PREP': 2.396484375, 'DET': -6.0, 'SVA': -4.16796875}"
One of them is the area of fashion.,PREP,Preposition_Missing,G,"{'G': 6.73046875, 'PREP': -2.216796875, 'DET': -4.48828125, 'SVA': -2.5}"
Within a week my classmates and teachers started to talk from me.,PREP,Preposition_Replacing,G,"{'G': 6.84765625, 'PREP': -1.796875, 'DET': -4.79296875, 'SVA': -2.8359375}"
"Nowadays, we have millions styles of fashion and every single person has their own fashion.",PREP,Preposition_Missing,G,"{'G': 5.1171875, 'PREP': 3.080078125, 'DET': -5.65234375, 'SVA': -4.84375}"
Pat kept this a secret for two months but one day revealed it by accident to a boy from her class.,PREP,Preposition_Replacing,G,"{'G': 4.6796875, 'PREP': 3.830078125, 'DET': -5.58203125, 'SVA': -4.9765625}"
"In deep within herself, Alex knew they were lost in the middle of nowhere, but she didn't want to admit it.",PREP,Preposition_Unnecessary,G,"{'G': 5.07421875, 'PREP': 3.1015625, 'DET': -5.546875, 'SVA': -4.81640625}"
I wondered why I made the mistake inviting Pat.,PREP,Preposition_Missing,G,"{'G': 4.72265625, 'PREP': 3.56640625, 'DET': -5.92578125, 'SVA': -4.53125}"
"When I have received the photos I took, I will write you again to give them to you.",PREP,Preposition_Missing,G,"{'G': 4.90625, 'PREP': 3.306640625, 'DET': -5.70703125, 'SVA': -4.6953125}"
I helped a pop concert as a volunteer.,PREP,Preposition_Missing,G,"{'G': 4.51171875, 'PREP': 3.791015625, 'DET': -6.11328125, 'SVA': -4.3671875}"
"As requested, the aim of this report is to assess the suitability for a group of American students of the visit at the Etruscan Museum.",PREP,Preposition_Replacing,G,"{'G': 4.66015625, 'PREP': 3.857421875, 'DET': -5.78515625, 'SVA': -4.8046875}"
"Finally, I decided to visit her but I wanted that it to be a surprise.",PREP,Preposition_Unnecessary,G,"{'G': 4.78125, 'PREP': 3.572265625, 'DET': -5.65234375, 'SVA': -4.7890625}"
These things provide me every convenience.,PREP,Preposition_Missing,G,"{'G': 4.453125, 'PREP': 3.2734375, 'DET': -4.671875, 'SVA': -4.859375}"
I used to go to camping.,PREP,Preposition_Unnecessary,G,"{'G': 5.7109375, 'PREP': 1.474609375, 'DET': -5.625, 'SVA': -4.046875}"
I have just received your letter and I am really looking forward to going to this trip.,PREP,Preposition_Replacing,G,"{'G': 5.47265625, 'PREP': 2.05078125, 'DET': -5.76953125, 'SVA': -4.23828125}"
"To complete my sadness, the main actor was replaced by another one who I'd never heard anything from, and did not have the same talent that the one shown on the advertisement has.",PREP,Preposition_Replacing,G,"{'G': 5.390625, 'PREP': 2.416015625, 'DET': -5.5703125, 'SVA': -4.62109375}"
"Sally, although she knew it, seemed very surprised!",PREP,Preposition_Missing,G,"{'G': 4.69140625, 'PREP': 3.818359375, 'DET': -5.44140625, 'SVA': -5.02734375}"
"The idea of going to the science museum is fantastic. I read about the museum, and it is really interesting in the history of science.",PREP,Preposition_Replacing,G,"{'G': 4.390625, 'PREP': 4.23828125, 'DET': -5.55078125, 'SVA': -4.8984375}"
I had the pleasure listening to your variety of concerts.,PREP,Preposition_Missing,G,"{'G': 6.09375, 'PREP': 0.5849609375, 'DET': -5.50390625, 'SVA': -3.75}"
Although Pat is very smart and intelligent.,PREP,Preposition_Unnecessary,G,"{'G': 5.05078125, 'PREP': 3.076171875, 'DET': -5.0234375, 'SVA': -5.1875}"
"First, I am very disappointed with the star.",PREP,Preposition_Replacing,G,"{'G': 4.94921875, 'PREP': 3.091796875, 'DET': -5.90625, 'SVA': -4.41796875}"
I am very glad to hear that I have won the prize and thank you very much about that.,PREP,Preposition_Replacing,G,"{'G': 4.49609375, 'PREP': 3.921875, 'DET': -5.6328125, 'SVA': -4.69140625}"
"Everything is possible, but it would be fun to see this type of gadget in old clothes, like a dress of the Middle Ages.",PREP,Preposition_Replacing,G,"{'G': 4.48828125, 'PREP': 4.11328125, 'DET': -5.640625, 'SVA': -4.87109375}"
"Needless to say, that we must turn our attention to these fields.",PREP,Preposition_Unnecessary,G,"{'G': 5.5078125, 'PREP': 2.119140625, 'DET': -5.7578125, 'SVA': -4.3671875}"
"Based on a very simple story, the story of an old man fishing, it is a deep reflection about age.",PREP,Preposition_Replacing,G,"{'G': 4.37890625, 'PREP': 4.1953125, 'DET': -5.69921875, 'SVA': -4.7578125}"
"Do not change about the talks by writers, because it is a good idea if people can talk about their own books.",PREP,Preposition_Unnecessary,G,"{'G': 4.796875, 'PREP': 3.6328125, 'DET': -5.67578125, 'SVA': -4.85546875}"
"You have to be much smarter than your student, and you also need to prepare for lessons, for it is your responsibility to provide your student with the right information.",PREP,Preposition_Replacing,G,"{'G': 4.39453125, 'PREP': 4.171875, 'DET': -5.60546875, 'SVA': -4.8046875}"
He's not good not because he was born with this tendency to harm but the other characters have made him like that.,PREP,Preposition_Missing,G,"{'G': 5.15625, 'PREP': 2.97265625, 'DET': -5.36328125, 'SVA': -4.9765625}"
The problem is finding a shop assistant who listens your problems and can help you.,PREP,Preposition_Missing,G,"{'G': 5.90234375, 'PREP': 1.4033203125, 'DET': -5.52734375, 'SVA': -4.37890625}"
"Also in weekend shopping, you can't find somewhere to sit down comfortably to have a cup of tea.",PREP,Preposition_Replacing,G,"{'G': 5.0, 'PREP': 3.10546875, 'DET': -5.71484375, 'SVA': -4.625}"
"First, there was a big delay about the performance.",PREP,Preposition_Replacing,G,"{'G': 4.890625, 'PREP': 3.28125, 'DET': -5.98828125, 'SVA': -4.44921875}"
"I went with two friends on the 21st August, and one of the reasons was that we are big fans of Danny Brook and we were looking forward to seeing his show.",PREP,Preposition_Missing,G,"{'G': 4.640625, 'PREP': 3.87890625, 'DET': -5.48828125, 'SVA': -4.9765625}"
It is a good idea to include the visit to the Science Museum and the National Art Gallery at the morning on Tuesday and Wednesday respectively.,PREP,Preposition_Replacing,G,"{'G': 4.421875, 'PREP': 4.1796875, 'DET': -5.703125, 'SVA': -4.796875}"
"To be fair, I must say that I've noticed one drawback on shopping : you need money!",PREP,Preposition_Replacing,G,"{'G': 5.30078125, 'PREP': 2.5, 'DET': -5.64453125, 'SVA': -4.56640625}"
