text,labels,UID,O_RoBERTa_preds,O_RoBERTa_probs
"Many times we buy things that, actually, we don't need and, sometimes you are surprised when you check the balance of your bank account and then you need to cut down your expenses for 2 months.",PREP,Preposition_Missing,G,"{'G': 4.66015625, 'PREP': 1.759765625, 'DET': -6.55859375, 'SVA': -4.4375}"
The bus had left about fifteen minutes.,PREP,Preposition_Missing,G,"{'G': 4.9375, 'PREP': 1.546875, 'DET': -6.66796875, 'SVA': -4.47265625}"
"The door is broken, we can replace it quickly and it is not expensive when it is plastic.",PREP,Preposition_Missing,G,"{'G': 4.109375, 'PREP': 2.4921875, 'DET': -6.59765625, 'SVA': -4.69921875}"
I would prefer to stay in a tent since I have never had the exciting experience sleeping close to nature.,PREP,Preposition_Missing,G,"{'G': 5.11328125, 'PREP': 1.3037109375, 'DET': -6.66015625, 'SVA': -4.33984375}"
"At first she walked around the bay - side market, looking for all the people who were there.",PREP,Preposition_Replacing,G,"{'G': 5.5625, 'PREP': 0.87255859375, 'DET': -6.8046875, 'SVA': -4.2265625}"
"The dangerous man who we'd gone to buy drugs was upset with my brother and had decided to kill him, but I had killed him first.",PREP,Preposition_Missing,G,"{'G': 6.15625, 'PREP': 0.194091796875, 'DET': -6.81640625, 'SVA': -4.09375}"
In the hall outside our classroom we have seen an advertisement for the London Fashion and Leisure Show and we would like to go to the show that is possible.,PREP,Preposition_Missing,G,"{'G': 4.59765625, 'PREP': 1.7822265625, 'DET': -6.53515625, 'SVA': -4.390625}"
"Taking everything account, the drawbacks far outweigh its benefits.",PREP,Preposition_Missing,G,"{'G': 5.8828125, 'PREP': -1.4384765625, 'DET': -5.95703125, 'SVA': -1.9931640625}"
"If I had the choice, I would never go shopping to the big supermarkets.",PREP,Preposition_Replacing,G,"{'G': 6.09765625, 'PREP': 0.26220703125, 'DET': -6.703125, 'SVA': -4.23828125}"
"I don't know what the weather is like, and you are paid for travel costs, but I am wondering that it includes two activities.",PREP,Preposition_Replacing,G,"{'G': 5.3046875, 'PREP': 1.162109375, 'DET': -6.71875, 'SVA': -4.375}"
If I search something like a telephone number or an address I also look it up on the Internet.,PREP,Preposition_Missing,G,"{'G': 5.0625, 'PREP': 1.2021484375, 'DET': -6.56640625, 'SVA': -4.140625}"
I wonder you could explain to me why.,PREP,Preposition_Missing,G,"{'G': 5.7890625, 'PREP': 0.5634765625, 'DET': -6.75390625, 'SVA': -4.15625}"
"As the record says, our hockey team has been on the top of the league for three successive years.",PREP,Preposition_Replacing,G,"{'G': 4.51171875, 'PREP': 1.9130859375, 'DET': -6.57421875, 'SVA': -4.4375}"
"It's about how much money I will need to go out at night, to spend with food and that kind of thing.",PREP,Preposition_Replacing,G,"{'G': 4.2109375, 'PREP': 2.337890625, 'DET': -6.546875, 'SVA': -4.66796875}"
"We young people don't remember when technology wasn't part of our daily life, but our parents, or grandparents remember it well when they were young, and everything was made in a different way. For example our parents didn't have computers at home when they were teenagers.",PREP,Preposition_Missing,G,"{'G': 5.1484375, 'PREP': 1.369140625, 'DET': -6.69140625, 'SVA': -4.4375}"
I would be very grateful for you could give me more details as soon as possible.,PREP,Preposition_Replacing,G,"{'G': 4.98828125, 'PREP': 1.42578125, 'DET': -6.6015625, 'SVA': -4.3828125}"
I have sent to you a photocopy of our tickets.,PREP,Preposition_Unnecessary,G,"{'G': 4.265625, 'PREP': 2.19140625, 'DET': -6.54296875, 'SVA': -4.5078125}"
Thank you for organising the programme about the trip to London.,PREP,Preposition_Replacing,G,"{'G': 4.765625, 'PREP': 1.650390625, 'DET': -6.64453125, 'SVA': -4.3203125}"
"When I get the camp, I'd like to swim and climb.",PREP,Preposition_Missing,G,"{'G': 5.23828125, 'PREP': 1.0888671875, 'DET': -6.68359375, 'SVA': -4.18359375}"
"Finally, technology is a word that we will never get out of our minds, and we don't know how, or in what speed, it will develop in the future.",PREP,Preposition_Replacing,G,"{'G': 4.5625, 'PREP': 1.859375, 'DET': -6.53125, 'SVA': -4.4765625}"
It was so easy. I mean we just carried all the instruments from the musicians to the Club and we put them on the stage.,PREP,Preposition_Replacing,G,"{'G': 4.15234375, 'PREP': 2.396484375, 'DET': -6.609375, 'SVA': -4.58203125}"
We arrived at the theatre in time and we had to wait all that time until the show began.,PREP,Preposition_Replacing,G,"{'G': 4.546875, 'PREP': 1.90234375, 'DET': -6.578125, 'SVA': -4.48046875}"
You have to wait at a long queue for more than 15 minutes.,PREP,Preposition_Replacing,G,"{'G': 4.65625, 'PREP': 1.7607421875, 'DET': -6.58203125, 'SVA': -4.3984375}"
"First of all, I would like to say something about the star : I went to the theatre because I wanted to see Danny Brook, but once there I found an actor who I had never heard about.",PREP,Preposition_Replacing,G,"{'G': 5.203125, 'PREP': 1.25, 'DET': -6.7265625, 'SVA': -4.3203125}"
But I think it's not only our fault but evidence of how much they have integrated themselves in our life.,PREP,Preposition_Replacing,G,"{'G': 4.453125, 'PREP': 1.919921875, 'DET': -6.5078125, 'SVA': -4.41796875}"
"Anyway, I would like to know that how many people are going to this Camp.",PREP,Preposition_Unnecessary,G,"{'G': 6.21484375, 'PREP': 0.14013671875, 'DET': -6.75390625, 'SVA': -4.19921875}"
Also I like swimming and I've got two years' experience of teaching swimming in a leisure centre.,PREP,Preposition_Replacing,G,"{'G': 4.2890625, 'PREP': 2.1640625, 'DET': -6.5234375, 'SVA': -4.515625}"
I want to know if it is available during that time.,PREP,Preposition_Replacing,G,"{'G': 4.1015625, 'PREP': 2.5234375, 'DET': -6.56640625, 'SVA': -4.765625}"
The reason I'm writing this letter for you is that during my stay in London I felt very disappointed about your theatre.,PREP,Preposition_Replacing,G,"{'G': 4.55078125, 'PREP': 1.86328125, 'DET': -6.55078125, 'SVA': -4.46875}"
"But at the breaks and after work, I had a chance to talk with the engineers, and I learnt something about setting up the equipment.",PREP,Preposition_Replacing,G,"{'G': 4.734375, 'PREP': 1.6845703125, 'DET': -6.59765625, 'SVA': -4.390625}"
I really liked.,PREP,Preposition_Missing,G,"{'G': 6.2265625, 'PREP': -0.1856689453125, 'DET': -6.609375, 'SVA': -3.849609375}"
In my opinion the hall of the rock concerts was too small. You have to consider booking a bigger one for next year because these kinds of events are attended by a lot of young people.,PREP,Preposition_Replacing,G,"{'G': 4.7109375, 'PREP': 1.6826171875, 'DET': -6.6015625, 'SVA': -4.37109375}"
Thank you for asking me to choose the list of activities.,PREP,Preposition_Missing,G,"{'G': 5.37109375, 'PREP': 1.046875, 'DET': -6.765625, 'SVA': -4.19140625}"
I would like to stay in a log cabin because I have had bad experiences about tents.,PREP,Preposition_Replacing,G,"{'G': 5.00390625, 'PREP': 1.396484375, 'DET': -6.62109375, 'SVA': -4.3515625}"
Also when I visited the theatre's restaurant I found it closed because of renovation.,PREP,Preposition_Replacing,G,"{'G': 4.375, 'PREP': 2.033203125, 'DET': -6.5390625, 'SVA': -4.484375}"
Even though we want to make things as comfortable as possible to our students.,PREP,Preposition_Replacing,G,"{'G': 4.6328125, 'PREP': 1.771484375, 'DET': -6.53515625, 'SVA': -4.41015625}"
Home is an institution that creates humans and makes them as people and good members of their communities.,PREP,Preposition_Unnecessary,G,"{'G': 5.5546875, 'PREP': 0.99072265625, 'DET': -6.83203125, 'SVA': -4.35546875}"
Thank you very much for your letter. I'm very happy to receive some news about you.,PREP,Preposition_Replacing,G,"{'G': 6.078125, 'PREP': 0.288330078125, 'DET': -6.78125, 'SVA': -4.16015625}"
"To my mind, the class attending a lesson must be shown at first.",PREP,Preposition_Unnecessary,G,"{'G': 5.9609375, 'PREP': 0.432861328125, 'DET': -6.84765625, 'SVA': -4.140625}"
When I completed a month to this job my executive told John to go to the office.,PREP,Preposition_Replacing,G,"{'G': 5.390625, 'PREP': 1.0576171875, 'DET': -6.6953125, 'SVA': -4.2890625}"
This is just a note to confirm you that I have received your letter.,PREP,Preposition_Missing,G,"{'G': 4.1875, 'PREP': 2.201171875, 'DET': -6.49609375, 'SVA': -4.48046875}"
"Finally, I am aware of the fact that the last day you have some hours free before you catch your plane.",PREP,Preposition_Missing,G,"{'G': 5.16015625, 'PREP': 1.33203125, 'DET': -6.69140625, 'SVA': -4.41796875}"
"Thank you very much for your letter, which informed me that I have won the first prize for two weeks at Camp California in the U.S.A. Here is some information as requested.",PREP,Preposition_Replacing,G,"{'G': 4.421875, 'PREP': 2.072265625, 'DET': -6.578125, 'SVA': -4.5546875}"
"It is an obligation to shop medicines, clothes for winter, doctor's visits, and so forth.",PREP,Preposition_Missing,G,"{'G': 4.765625, 'PREP': 1.57421875, 'DET': -6.52734375, 'SVA': -4.30078125}"
"Lastly, I think that all these changes won't really be noticed as we change things daily and slowly instead abruptly.",PREP,Preposition_Missing,G,"{'G': 4.6328125, 'PREP': 1.7802734375, 'DET': -6.55859375, 'SVA': -4.42578125}"
This was the reason why we were horrible trouble with the police.,PREP,Preposition_Missing,G,"{'G': 3.646484375, 'PREP': 3.24609375, 'DET': -6.6640625, 'SVA': -5.0078125}"
from.,PREP,Preposition_Unnecessary,G,"{'G': 4.35546875, 'PREP': 0.3935546875, 'DET': -5.94140625, 'SVA': -2.11328125}"
It takes me less than a minute to get in touch with my friend Nigel living in Australia - thousands kilometres away from me.,PREP,Preposition_Missing,G,"{'G': 4.90625, 'PREP': 1.451171875, 'DET': -6.6015625, 'SVA': -4.265625}"
I would like to travel the first two weeks of July because in June I will be working and at the end of July I am planning to go to Paris to attend a French course.,PREP,Preposition_Missing,G,"{'G': 5.05078125, 'PREP': 1.1669921875, 'DET': -6.5859375, 'SVA': -4.06640625}"
"Yesterday afternoon, when I went home, my mother wanted to talk to me about something, so I went into her bedroom to speak with her.",PREP,Preposition_Replacing,G,"{'G': 5.03125, 'PREP': 1.3720703125, 'DET': -6.57421875, 'SVA': -4.3671875}"
"Danny Brook didn't act at the performance, there was another, unknown, actor.",PREP,Preposition_Replacing,G,"{'G': 6.953125, 'PREP': -1.4931640625, 'DET': -6.38671875, 'SVA': -3.2421875}"
I was so glad to receive your last letter because I'd started to think that you were angry about me for not writing for a long time.,PREP,Preposition_Replacing,G,"{'G': 4.25, 'PREP': 2.373046875, 'DET': -6.6484375, 'SVA': -4.69140625}"
"Also it means meeting other people, having fun together, travelling at all the places on the island.",PREP,Preposition_Replacing,G,"{'G': 4.4140625, 'PREP': 2.0625, 'DET': -6.55078125, 'SVA': -4.546875}"
As well will have the responsibility looking after my brother when they aren't at home.,PREP,Preposition_Missing,G,"{'G': 4.6875, 'PREP': 1.65234375, 'DET': -6.5546875, 'SVA': -4.3125}"
I thought about you while reading the book because I remembered you have booked a place in a Detective course.,PREP,Preposition_Replacing,G,"{'G': 5.078125, 'PREP': 1.2763671875, 'DET': -6.63671875, 'SVA': -4.2578125}"
I was so disappointed with that.,PREP,Preposition_Replacing,G,"{'G': 6.2578125, 'PREP': -0.07098388671875, 'DET': -6.56640625, 'SVA': -4.1015625}"
In fact there would be only one possibility in July because I will finish with my exams at the end of that month and begin vocational training the 1st of August.,PREP,Preposition_Unnecessary,G,"{'G': 5.765625, 'PREP': 0.583984375, 'DET': -6.66015625, 'SVA': -4.25}"
"I will still be at school in June, and I am going to spend the whole August on a training camp with my club.",PREP,Preposition_Missing,G,"{'G': 5.22265625, 'PREP': 1.0595703125, 'DET': -6.6015625, 'SVA': -4.17578125}"
A lot of money is involved in research to stop the increase levels of pollution.,PREP,Preposition_Missing,G,"{'G': 5.30078125, 'PREP': 0.95947265625, 'DET': -6.59765625, 'SVA': -4.15234375}"
The solution could be in an alternative way of making shops like the Internet.,PREP,Preposition_Unnecessary,G,"{'G': 7.16796875, 'PREP': -1.7158203125, 'DET': -6.171875, 'SVA': -3.4453125}"
"Today, everyone has the opportunity to just get into a car and drive to wherever they want to.",PREP,Preposition_Unnecessary,G,"{'G': 4.5703125, 'PREP': 1.865234375, 'DET': -6.578125, 'SVA': -4.44921875}"
To hear the voice from the person you love is a feeling that is hard to describe ; it's wonderful and so real. You can imagine their face clearly.,PREP,Preposition_Replacing,G,"{'G': 4.8828125, 'PREP': 1.541015625, 'DET': -6.640625, 'SVA': -4.3359375}"
The question you have to ask yourself is : would you like to have people around your house all the time watching at you or people following you everywhere?,PREP,Preposition_Unnecessary,G,"{'G': 4.4453125, 'PREP': 2.03125, 'DET': -6.59765625, 'SVA': -4.4921875}"
"Regarding your first question, I would like to travel only at July because it is my school holiday so I would not miss any classes.",PREP,Preposition_Replacing,G,"{'G': 4.89453125, 'PREP': 1.49609375, 'DET': -6.6484375, 'SVA': -4.28515625}"
Before I bought my ticket and made train and hotel reservations I'd read a lot of good reviews about that show and I thought it would be a great event to share with friends.,PREP,Preposition_Replacing,G,"{'G': 5.203125, 'PREP': 1.28125, 'DET': -6.734375, 'SVA': -4.38671875}"
I have filled two albums about birds and flowers.,PREP,Preposition_Replacing,G,"{'G': 5.890625, 'PREP': 0.3681640625, 'DET': -6.72265625, 'SVA': -4.046875}"
"The shopping centre is just opposite of the hotel. However, some people may want to just wait at the hotel, having a cup of coffee.",PREP,Preposition_Unnecessary,G,"{'G': 4.74609375, 'PREP': 1.73828125, 'DET': -6.63671875, 'SVA': -4.43359375}"
I had to make the fans keep a queue.,PREP,Preposition_Missing,G,"{'G': 6.3671875, 'PREP': -0.2457275390625, 'DET': -6.66015625, 'SVA': -3.9453125}"
Also there is a bus provided by the organisation to take all the students at the hotel.,PREP,Preposition_Replacing,G,"{'G': 4.35546875, 'PREP': 2.1015625, 'DET': -6.59375, 'SVA': -4.48828125}"
"The only month I could go to holiday is July, when we haven't got a lot to do.",PREP,Preposition_Replacing,G,"{'G': 5.625, 'PREP': 0.8828125, 'DET': -6.8046875, 'SVA': -4.36328125}"
"The weather was delightful, except for this afternoon when it started to rain and we decided to stay during the night inside a hole in the face of the mountain.",PREP,Preposition_Unnecessary,G,"{'G': 4.56640625, 'PREP': 1.8525390625, 'DET': -6.5703125, 'SVA': -4.4375}"
"To tell you the truth, it has been the most disappointing experience in my whole life.",PREP,Preposition_Replacing,G,"{'G': 4.08984375, 'PREP': 2.435546875, 'DET': -6.53515625, 'SVA': -4.65625}"
In spite of this I am very happy because I know that Alice is preparing many activities for us to do together so we have the best week in our lives.,PREP,Preposition_Replacing,G,"{'G': 5.2421875, 'PREP': 1.271484375, 'DET': -6.734375, 'SVA': -4.39453125}"
"As if that wasn't enough, after the show, I took the risk of going to your restaurant and it is not very hard to guess I wasn't able to enjoy it, as it was closed because it wasn't clean enough to serve food ; the perfect ending to the perfect evening.",PREP,Preposition_Missing,G,"{'G': 4.88671875, 'PREP': 1.5380859375, 'DET': -6.64453125, 'SVA': -4.38671875}"
"In addition to this, I have to tell you that it was the most horrible evening I have had and because of this I want to ask you if you could send me a refund of part of the money I wasted there.",PREP,Preposition_Replacing,G,"{'G': 4.578125, 'PREP': 1.8125, 'DET': -6.56640625, 'SVA': -4.38671875}"
"Normally, I live in the seaside and I couldn't live without this sport.",PREP,Preposition_Replacing,G,"{'G': 5.15234375, 'PREP': 1.3125, 'DET': -6.69140625, 'SVA': -4.38671875}"
"That means that there are more and more big supermarkets and big stores, where no one has time for you to help you or explain things to you such as what kind of bicycle is the best for you, no one to talk to and no one to complain.",PREP,Preposition_Missing,G,"{'G': 5.12890625, 'PREP': 1.369140625, 'DET': -6.71484375, 'SVA': -4.390625}"
"Besides this, I think that some of the concert halls were too small that I felt very uncomfortable.",PREP,Preposition_Missing,G,"{'G': 4.609375, 'PREP': 1.8115234375, 'DET': -6.5859375, 'SVA': -4.44921875}"
"1. First of all, I was really furious about watching a show starring by a different actor, instead of Danny Brook,",PREP,Preposition_Unnecessary,G,"{'G': 5.28515625, 'PREP': 1.1875, 'DET': -6.75390625, 'SVA': -4.3125}"
I was afraid that someone was near my house and wanted to get to my house.,PREP,Preposition_Replacing,G,"{'G': 6.16015625, 'PREP': 0.2181396484375, 'DET': -6.765625, 'SVA': -4.22265625}"
"On the bus or even in the tube, I can talk with a friend via a mobile phone when I feel bored.",PREP,Preposition_Replacing,G,"{'G': 4.640625, 'PREP': 1.70703125, 'DET': -6.52734375, 'SVA': -4.34765625}"
"Well, to answer your questions, I would prefer to attend at this camp during the month of July because it is the only time when I can take a vacation.",PREP,Preposition_Unnecessary,G,"{'G': 5.6015625, 'PREP': 0.794921875, 'DET': -6.7421875, 'SVA': -4.23828125}"
"About what you can do in the area for the free time you have, I would suggest you visit the Modern Art Museum which now has a new exhibition.",PREP,Preposition_Replacing,G,"{'G': 4.140625, 'PREP': 2.44140625, 'DET': -6.61328125, 'SVA': -4.671875}"
"As I was a champion of a swimming competition in Russia in 1997, I'd like to continue to practise my skills.",PREP,Preposition_Replacing,G,"{'G': 4.85546875, 'PREP': 1.51953125, 'DET': -6.60546875, 'SVA': -4.3203125}"
And also will I have to bring any money? because I know that all the expenses are paid but it could be necessary for other things.,PREP,Preposition_Unnecessary,G,"{'G': 4.875, 'PREP': 1.5576171875, 'DET': -6.62890625, 'SVA': -4.40234375}"
"Otherwise shopping is not always enjoyable. You can spend hours and hours shopping and not find what you are looking for, perhaps because it is not in your size or the colour that you like, or just nothing is suitable to you.",PREP,Preposition_Replacing,G,"{'G': 4.4609375, 'PREP': 1.986328125, 'DET': -6.5390625, 'SVA': -4.4921875}"
Do you think we're living like olden times?,PREP,Preposition_Missing,G,"{'G': 6.28125, 'PREP': -0.304931640625, 'DET': -6.67578125, 'SVA': -3.703125}"
"As he closed his eyes, he started to travel across the dark paths of his conscience.",PREP,Preposition_Replacing,G,"{'G': 4.7890625, 'PREP': 1.6640625, 'DET': -6.6328125, 'SVA': -4.390625}"
For my surprise Danny Brook never appeared.,PREP,Preposition_Replacing,G,"{'G': 4.984375, 'PREP': 1.5078125, 'DET': -6.73046875, 'SVA': -4.3359375}"
"First of all I would like to travel in July because it is my only free month, since I am student and I am very busy during all year.",PREP,Preposition_Unnecessary,G,"{'G': 5.34375, 'PREP': 1.0087890625, 'DET': -6.6796875, 'SVA': -4.1953125}"
He was really kind and friendly but really what I really enjoyed most about it was when he invited me out that night for a drink at the most luxurious pub I have ever been.,PREP,Preposition_Missing,G,"{'G': 4.43359375, 'PREP': 1.9765625, 'DET': -6.52734375, 'SVA': -4.484375}"
"There is not enough time to do a lot of things ; and if I want to do them, I realize that my life is devoted to my duties without leaving any time to pleasures.",PREP,Preposition_Replacing,G,"{'G': 4.33203125, 'PREP': 2.126953125, 'DET': -6.48046875, 'SVA': -4.5703125}"
"We think that perhaps on Tuesday March 14 we could change the time when we go to the Science Museum, and go to the Museum earlier, perhaps at half past eight in the morning, so we could go later, at ten o'clock, to the show, and we could also delay going shopping on that afternoon, because the show lasts til seven o'clock in the evening.",PREP,Preposition_Replacing,G,"{'G': 4.5234375, 'PREP': 1.896484375, 'DET': -6.56640625, 'SVA': -4.44921875}"
I was regretting having risked staying at the park alone.,PREP,Preposition_Replacing,G,"{'G': 6.25, 'PREP': 0.027069091796875, 'DET': -6.71875, 'SVA': -4.109375}"
I am really grateful for the people who invented the first motorcycle in the world.,PREP,Preposition_Replacing,G,"{'G': 6.2734375, 'PREP': -0.007122039794921875, 'DET': -6.78515625, 'SVA': -4.015625}"
"Thank you very much for this opportunity. I'd like to travel only in July, because, in the rest of the year, I'm working in a bank.",PREP,Preposition_Replacing,G,"{'G': 5.671875, 'PREP': 0.72998046875, 'DET': -6.73046875, 'SVA': -4.2578125}"
She persuaded him to go to the sea to ask a lot of things for her.,PREP,Preposition_Missing,G,"{'G': 5.80078125, 'PREP': 0.63623046875, 'DET': -6.828125, 'SVA': -4.22265625}"
I am writing as reply to your letter. I am glad to have won the first prize in your competition for two weeks at Camp California in the USA.,PREP,Preposition_Replacing,G,"{'G': 5.140625, 'PREP': 1.2841796875, 'DET': -6.6953125, 'SVA': -4.28125}"
There I soon realised that I had to learn how to drive if I wanted some quality life for my daughter and myself.,PREP,Preposition_Missing,G,"{'G': 4.90234375, 'PREP': 1.4619140625, 'DET': -6.59765625, 'SVA': -4.3203125}"
"Since I was a child, I have been interested in camping and sleeping under tents.",PREP,Preposition_Replacing,G,"{'G': 5.4921875, 'PREP': 0.96630859375, 'DET': -6.74609375, 'SVA': -4.2890625}"
"I would like to ask if we need any money to pay or buy anything because you didn't specify what is included in the trip, such as food.",PREP,Preposition_Missing,G,"{'G': 5.625, 'PREP': 0.84716796875, 'DET': -6.765625, 'SVA': -4.3359375}"
"Then, as low my level of proficiency at basketball is, I have enjoyed playing this sport for fun for a long time.",PREP,Preposition_Missing,G,"{'G': 3.669921875, 'PREP': 3.40625, 'DET': -6.8125, 'SVA': -5.25}"
"Suddenly, all my classmates applauded and smiled to me with respect.",PREP,Preposition_Replacing,G,"{'G': 3.57421875, 'PREP': 3.45703125, 'DET': -6.78515625, 'SVA': -5.140625}"
"And at last, the most disappointing thing, the advertisement also said that Danny Brook would be there, my favourite actor, but there was someone else instead of him.",PREP,Preposition_Unnecessary,G,"{'G': 4.60546875, 'PREP': 1.8505859375, 'DET': -6.62109375, 'SVA': -4.41796875}"
It starts 10:00 am and finishes at 9:00 p.m.,PREP,Preposition_Missing,G,"{'G': 4.57421875, 'PREP': 1.8662109375, 'DET': -6.55859375, 'SVA': -4.4765625}"
"Further to the unpleasant event that took place last week, it is in my right to complain about the musical show I saw when I was in London.",PREP,Preposition_Unnecessary,G,"{'G': 4.30078125, 'PREP': 2.173828125, 'DET': -6.54296875, 'SVA': -4.5703125}"
Our homes should just protect us dangers from outside.,PREP,Preposition_Missing,G,"{'G': 5.46484375, 'PREP': 0.55224609375, 'DET': -6.47265625, 'SVA': -3.896484375}"
It will be a presentation of the latest fashions and about leisure and sports wear.,PREP,Preposition_Replacing,G,"{'G': 4.578125, 'PREP': 1.875, 'DET': -6.59765625, 'SVA': -4.4375}"
I am looking forward to hearing the news from your group.,PREP,Preposition_Replacing,G,"{'G': 6.5390625, 'PREP': -0.385498046875, 'DET': -6.62109375, 'SVA': -4.03515625}"
Nobody told us about the reason for these problems.,PREP,Preposition_Unnecessary,G,"{'G': 7.234375, 'PREP': -2.0390625, 'DET': -5.796875, 'SVA': -3.357421875}"
A DAY OF MY LIFE,PREP,Preposition_Replacing,G,"{'G': 4.046875, 'PREP': 2.41015625, 'DET': -6.51953125, 'SVA': -4.55078125}"
In your previous letter you asked information about interesting buildings to visit in my country.,PREP,Preposition_Missing,G,"{'G': 4.3515625, 'PREP': 1.9560546875, 'DET': -6.4453125, 'SVA': -4.36328125}"
One of my reasons travelling to London was this theatre.,PREP,Preposition_Missing,G,"{'G': 5.23828125, 'PREP': 1.1513671875, 'DET': -6.74609375, 'SVA': -4.17578125}"
All I am asking for is a full refund of the money I spent in the musical.,PREP,Preposition_Replacing,G,"{'G': 4.234375, 'PREP': 2.330078125, 'DET': -6.60546875, 'SVA': -4.625}"
After that a being climbed out from the potato.,PREP,Preposition_Replacing,G,"{'G': 7.171875, 'PREP': -2.06640625, 'DET': -6.05859375, 'SVA': -2.986328125}"
Last week I was on holiday at London and I was very disappointed when I visited your theatre.,PREP,Preposition_Replacing,G,"{'G': 5.734375, 'PREP': 0.5908203125, 'DET': -6.67578125, 'SVA': -4.2109375}"
"Who can prevent me from having a good, probably not for my purse, time in the magic world of shopping?",PREP,Preposition_Missing,G,"{'G': 4.69921875, 'PREP': 1.728515625, 'DET': -6.61328125, 'SVA': -4.41015625}"
In a week my classmates and teachers started to talk about me.,PREP,Preposition_Replacing,G,"{'G': 5.55859375, 'PREP': 0.87841796875, 'DET': -6.74609375, 'SVA': -4.26171875}"
So you spend more money you had expected.,PREP,Preposition_Missing,G,"{'G': 5.1015625, 'PREP': 1.2294921875, 'DET': -6.5390625, 'SVA': -4.28125}"
"The problem was the language. We used English but neither of us were very good at it by the time, which made us misunderstand each other.",PREP,Preposition_Replacing,G,"{'G': 5.2265625, 'PREP': 1.3017578125, 'DET': -6.73046875, 'SVA': -4.42578125}"
There was no more plastic bag. I had left it in the train!,PREP,Preposition_Replacing,G,"{'G': 5.79296875, 'PREP': 0.59912109375, 'DET': -6.71484375, 'SVA': -4.265625}"
"For all these reasons, and if you want to keep me as a customer, I would be grateful if you gave me some or all my money back.",PREP,Preposition_Missing,G,"{'G': 5.26953125, 'PREP': 1.234375, 'DET': -6.75, 'SVA': -4.3984375}"
So it can be boring. Give a topic and then discuss about it.,PREP,Preposition_Unnecessary,G,"{'G': 4.140625, 'PREP': 2.5703125, 'DET': -6.6953125, 'SVA': -4.71875}"
We can't listen to music at class either.,PREP,Preposition_Replacing,G,"{'G': 5.48828125, 'PREP': 0.89306640625, 'DET': -6.66796875, 'SVA': -4.265625}"
I came second in last year's swimming competition and I have enrolled photography classes.,PREP,Preposition_Missing,G,"{'G': 4.765625, 'PREP': 1.53515625, 'DET': -6.484375, 'SVA': -4.28515625}"
"The next day, all the class knew it.",PREP,Preposition_Missing,G,"{'G': 4.7109375, 'PREP': 1.6796875, 'DET': -6.5078125, 'SVA': -4.43359375}"
We are especially looking forward to going on the river trip to Greenwich and the sightseeing by bus.,PREP,Preposition_Missing,G,"{'G': 5.33203125, 'PREP': 1.1376953125, 'DET': -6.76953125, 'SVA': -4.296875}"
"I saw your advertisement for your show in the circle theatre, over the rainbow.",PREP,Preposition_Replacing,G,"{'G': 4.8671875, 'PREP': 1.4404296875, 'DET': -6.625, 'SVA': -4.19140625}"
"But the most important thing was that it would be really surprising to her, because she could hardly expect such a present.",PREP,Preposition_Replacing,G,"{'G': 5.18359375, 'PREP': 1.328125, 'DET': -6.72265625, 'SVA': -4.4375}"
"This event takes place in the Central Exhibition Hall in London, on Tuesday on the 14th of March.",PREP,Preposition_Unnecessary,G,"{'G': 4.5703125, 'PREP': 1.900390625, 'DET': -6.55078125, 'SVA': -4.53125}"
There are a lot of folk stories in the world and there are a lot of folk stories in Estonia. I would like to tell you one of them.,PREP,Preposition_Replacing,G,"{'G': 4.98828125, 'PREP': 1.4072265625, 'DET': -6.7109375, 'SVA': -4.21875}"
We haven't seen each other for so long time and I'll tell you more stories of this.,PREP,Preposition_Replacing,G,"{'G': 4.80859375, 'PREP': 1.568359375, 'DET': -6.58984375, 'SVA': -4.328125}"
"Regarding accommodation in log cabins would be better for me, because they are more comfortable.",PREP,Preposition_Unnecessary,G,"{'G': 4.921875, 'PREP': 1.4921875, 'DET': -6.61328125, 'SVA': -4.34375}"
For the attention to the manager : I am writing to complain about the organization of the musical show that the Circle Theatre presented.,PREP,Preposition_Replacing,G,"{'G': 4.91015625, 'PREP': 1.5205078125, 'DET': -6.64453125, 'SVA': -4.34375}"
I climbed for 3 years as I was at school and I think that my standard is still not too bad.,PREP,Preposition_Replacing,G,"{'G': 4.44140625, 'PREP': 1.982421875, 'DET': -6.52734375, 'SVA': -4.5}"
"I would like to travel in July, since I am studying and that is the only month I have for vacation.",PREP,Preposition_Replacing,G,"{'G': 5.453125, 'PREP': 0.8349609375, 'DET': -6.64453125, 'SVA': -4.1484375}"
"2. Photography because in my free time I take some pictures about people, countryside, -- -",PREP,Preposition_Replacing,G,"{'G': 3.853515625, 'PREP': 3.11328125, 'DET': -6.80859375, 'SVA': -5.06640625}"
It was brilliant! I had the best month in my life.,PREP,Preposition_Replacing,G,"{'G': 4.515625, 'PREP': 1.876953125, 'DET': -6.52734375, 'SVA': -4.4609375}"
"I worked as a receptionist in the VIP room and I needed to look very happy during all the time, which wasn't very difficult.",PREP,Preposition_Unnecessary,G,"{'G': 3.794921875, 'PREP': 3.197265625, 'DET': -6.75, 'SVA': -5.1484375}"
"These were in perfect agreement with my previous opinion about your company, which is said to be the best producer of musical shows in Europe.",PREP,Preposition_Replacing,G,"{'G': 5.62890625, 'PREP': 0.84912109375, 'DET': -6.7890625, 'SVA': -4.28515625}"
